"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct"
"2223","Sour cream for garnish",3,NA,NA,"sour","cream","for","and","that","is","just","though",0.0199999999999818,FALSE
"2224","“The church she requested to attend is 180 degrees different from the ramblings of that hell, fire and brimstone preacher,” said Parnham. “She would just like to get back into a stable church whereby God and Christianity become a role in her life. There’s nothing nefarious about that.”",43,"a","role","in","her","life","the","a","and","of","my",0.0300000000002001,FALSE
"2225","Baby Don't Tear My Clothes by The Raunch Hands",4,NA,"baby","don't","tear","my","know","think","have","really","care",0.0299999999997453,FALSE
"2226","1 pear, cored, and cut into large cubes",6,"pear","cored","and","cut","into","the","i","a","to","it",0.0300000000002001,FALSE
"2227","Today I’ve been thinking about sentences and how to mangle them.",5,"today","ive","been","thinking","about","a","to","the","in","by",0.0499999999997272,FALSE
"2228","Mr. Requiro has soloed with the Tokyo Philharmonic, National Symphony Orchestra, Seattle Symphony, and and other orchestras across the U.S. His Carnegie Hall debut recital at Weill Hall was followed by a critically acclaimed San Francisco Performances recital at the Herbst Theatre. Soon after making his Kennedy Center debut, Mr. Requiro also completed the cycle of Beethoven’s Sonatas for Piano and Cello at the Phillips Collection in Washington, D.C. Actively involved in contemporary music, he has collaborated with composers Krzysztof Penderecki and Bright Sheng and most recently gave the Dutch premier of Pierre Jalbert’s Sonata for cello and piano at the 2010 Amsterdam Cello Biennale.",4,NA,"mr","requiro","has","soloed","been","a","to","the","taken",0.0100000000002183,FALSE
"2229","For the yogurt sauce:",3,NA,NA,"for","the","yogurt","of","and","the","to","is",0.0199999999999818,FALSE
"2230","I can honestly say that I am now a HUGE fan of Shannon Stacey! I will be scouring my library for her other books very, very soon. And I definitely cannot wait for the third book in this series, Yours to Keep.",25,"for","her","other","books","very","the","a","and","so","me",0.0500000000001819,FALSE
"2231","SXSW: The roller coaster ride of SXSW is not well recorded. Lines, crowds, and an ass load of crappy bands can make you anxious. You are watching the third mediocre band of the night. You want to leave, but your friends like the band. You go to see your ""can't miss pick of the night"". There's a line. You wait for 15 minutes. You give up and wander. You try not to be pissed. You make a random call: ""The Red Eyed Fly always has good Kharma for bands"". You stop in to find the drunkest bunch of musicians you've ever seen playing the most kick ass gypsy music ever. A beer distributor gives you a free beer to ""try"" it. You've had it before, but pretend not to. You call your friends to come over cause ""it kicks ass"". Life is good.",26,"make","you","anxious","you","are","to","are","can","have","a",0.0399999999999636,TRUE
"2232","“Boy!” Said the ancient voice, like carving the words into the bark of a tree.",12,"the","words","into","the","bark","of","and","to","is","first",0.0499999999997272,FALSE
"2233","M: “Hey babe?”",3,NA,NA,"m","hey","babe","hey","i","last","to","for",0.0199999999999818,FALSE
"2234","You can also see how we've got a layer of cement material in our walls (I think it's called rock lath like I mentioned here) - yep, that is fun to drill through and Aaron's Dad knows just how fun it is to sawzall through (someday we can get a proper intro to our kitchen for you).",18,"our","walls","i","think","it's","have","to","was","am","know",0.0300000000002001,FALSE
"2235","So I let the associate know the jeweler had bent my ring while replacing the diamond the last time I brought it in to be fixed. They assured me my ring would be fixed and I would have it back on my finger within a few days.",17,"while","replacing","the","diamond","the","of","and","to","is","first",0.0299999999997453,FALSE
"2236","And a lot more trust",3,NA,NA,"and","a","lot","of","the","to","lot","i",0.0300000000002001,TRUE
"2237","Every day. Every single day I do this with my nemesis I75. And every single day I remember what a dumbass I am for thinking I can beat the odds, that I won't be thinking unkind thoughts about whomever caused the accident that has resulted in the bumper to bumper clusterfuck that is the worst commute in the nation. I lament the fact that they don't have formal drivers' education here, that the public transportation system is pretty much nonexistent and, of course, I berate myself for once again for forgetting that the back roads aren't just more scenic. They're more efficient, too.",45,"the","accident","that","has","resulted","the","been","of","is","i",0.0500000000001819,FALSE
"2238","Cake is always a very big party of wedding days, with that being said I've only ever eaten cake at one friends wedding and that is simply because it was forced down my throat by the groom. Odd, yes but it was a prank the Bride and Groom tried to play on myself and the bestman. I saw the prank coming a mile away and mouthed to the Bestman to ""Duck!"" he didn't understand and as I ducked and ran he got cake smashed in his face by the bride. The groom then chased me down and around the dance floor finally tackling me and giving me cake. Thankfully he and I are very close friends or I might have been really pissed not only at my bride/bff but at him too. Most weddings I go to I'm too busy dancing, or drinking to care about sweets, so while I was excited about planning my cake for my own wedding - I wasn't really concerned about eating it.",91,"face","by","the","bride","the","of","and","to","is","first",0.0299999999997453,FALSE
"2239","I am the luckiest Mom in the world. I was fortunate enough to spend Mother’s Day with my girls in Toronto. I love spending time with my girls and to be able to spend the whole weekend with them was fantastic. I do love spending time with them on the farm and I know My Hero would have loved that but circumstances found us in the city so we made the",63,"loved","that","but","circumstances","found","i","the","it","is","was",0.0399999999999636,FALSE
"2240","Hibiscus aguas fresca",2,NA,NA,NA,"hibiscus","aguas","aguas","fresca",NA,NA,NA,0.0199999999999818,TRUE
"2241","""It ain't over till the fat lady sings"" he says,",2,NA,NA,NA,"it","ain't","was","is","a","to","the",0.0199999999999818,FALSE
"2242","After I finished watching Kelly Rowan's trials and tribulations trying to free her 16 year old daughter from a polygamist sect (I'm a sucker for the polygamy ones), I returned to discover a tub that was virtually spotless. I was in shock. My dad is seriously the smartest person alive.",18,"","year","old","daughter","from","and","the","a","of","from",0.0100000000002183,TRUE
"2243","Stella Telleria",2,NA,NA,NA,"stella","telleria","telleria",NA,NA,NA,NA,0.0199999999999818,TRUE
"2244","Southend has suffered from its reputation as a place of down-market entertainment. The fun-fair atmosphere lends credence to this, persuading the snobs that this is not a place to visit, much less to be seen in, but I think that does Southend less than justice. There is more to the place than pubs, fish and chips and games arcades. In any case, I rather think that the merry chink of money in the tills removes any concerns about what the snobs think.",2,NA,NA,NA,"southend","has","has","less","than","suffered",NA,0.00999999999976353,TRUE
"2245","“Someone so beautiful should not be so angry,” Nightcrawler retorts.",6,"so","beautiful","should","not","be","be","a","to","just","the",0.0500000000001819,TRUE
"2246","Working in the tech environment that we do with creative advertising types you would expect to see a lot of iPods, digital camera’s and laptops. And you do. But I kind of always assumed that it was because of the environment. I guess with the news that Apple have managed to flog 100 million of the things in the last 5 years or so it stands to reason that you’re gonna see them out there amongst the masses :)",3,NA,NA,"working","in","the","the","a","my","his","and",0.0199999999999818,TRUE
"2247","Not content with charging enormous up-front sums for leases on the pubs they own, the big pub chains have the nerve to then charge rent for the premises on top of that. They also dictate that the lessor ""keep the standard of the pub up to their specification"", so that a publican is not even allowed to decorate his own pub without their approval.",37,"they","also","dictate","that","the","the","i","is","was","it",0.0399999999999636,TRUE
"2248","My party is a Hostess Appreciation Tea which is actually on my schedule for June. I can't wait to make the Creativity Journals with my sweet guests. We'll have hot teas, scones and quiche with a few other treats too. I enjoy this event so much each year, and I think the Journals will add to our fun.",16,"my","schedule","for","june","i","the","a","and","me","this",0.0500000000001819,FALSE
"2249","It's behaving like a lady, or acting like a gentleman.",10,"or","acting","like","a","gentleman","of","lot","to","and","few",0.0299999999997453,FALSE
"2250","After so many incidents in which Palestinian propaganda has managed to rearrange the narrative so that the Israeli side appears to be the aggressor, we could expect the IDF brass, as well as Israel’s government, to show restraint, perhaps count to 30, before throwing their own man under the media bus. But, alas, both IDF Chief of Staff Benny Gantz and Prime Minister Benjamin Netanyahu condemned a senior IDF officer for the way he appears on a selectively edited Palestinian video on You Tube.",65,"and","prime","minister","benjamin","netanyahu","the","i","a","to","it",0.0500000000001819,FALSE
"2251","680 gr. Mehl",3,NA,NA,"","gr","mehl",NA,NA,NA,NA,NA,NA,FALSE
"2252","However, I dug up some of the states for you to use:",7,"dug","up","some","of","the","the","a","and","my","it",0.00999999999976353,TRUE
"2253","My birthday is July 2nd, and what better gift could I give to myself that to reach this goal that’s nearing two years in the making? So from now until then, I’ll be giving Sunday updates/weekend wrap-ups on my progress called Birthday Gift Goal Updates.",12,"better","gift","could","i","give","have","to","was","am","know",0.0500000000001819,FALSE
"2254","Now marketing is dead. And it's not just dead, it's dead in caps, as in, ""Marketing is Dead.""",12,"just","dead","it's","dead","in","not","a","the","to","like",0.0500000000001819,FALSE
"2255","I would be more foolish than I've been,",3,NA,NA,"i","would","be","have","to","was","be","am",0.00999999999976353,TRUE
"2256","The first of what is likely many. “Due to technical disturbances, Oslo Børs’ Equity and Bonds markets are temporary halted. Members may delete their orders in this state. Further information will follow. “",7,"of","what","is","likely","many","the","a","to","not","that",0.0500000000001819,FALSE
"2257","The surprising success at Prestonpans was the tinder that sparked the initial success of the Jacobite revolt in 1745: on 21 September 1745 the Jacobite army loyal to James Francis Edward Stuart and led by his son Charles Edward Stuart (Bonnie Prince Charlie) defeated the government army loyal to the Hanoverian George II led by General Sir John Cope at Prestonpans – a few miles outside Edinburgh.",58,"led","by","general","sir","john","the","a","an","growth","is",0.0299999999997453,FALSE
"2258","Dude, I just like it.",4,NA,"dude","i","just","like","to","have","was","am","know",0.0199999999999818,FALSE
"2259","at the age of seven (something that studies have shown makes the first",8,"of","seven","something","that","studies","the","i","is","was","it",0.0399999999999636,FALSE
"2260","Preschool Literacy:",2,NA,NA,NA,"preschool","literacy",NA,NA,NA,NA,NA,NA,FALSE
"2261","Phoebe Finds Her Voice is aimed at 7-11 year olds and is the first book in the Star Maker’s series.",11,"at","","year","olds","and","the","and","a","least","we",0.0100000000002183,TRUE
"2262","“Madam, God himself could not sink this ship.” --A steward on the Titanic",10,"sink","this","ship","a","steward","of","lot","and","to","few",0.0500000000001819,FALSE
"2263","“That’s next week’s lesson.”",2,NA,NA,NA,"thats","next","what","the","why","it","i",0.0199999999999818,FALSE
"2264","“Are you making fun of me?” he’d ask.",7,"making","fun","of","me","hed","the","and","a","my","to",0.0399999999999636,FALSE
"2265","¨ Jane Odiwe",3,NA,NA,"","jane","odiwe","odiwe",NA,NA,NA,NA,0,TRUE
"2266","That dynamic keeps both the friendly and the adversarial on notice that they are in thrall to a supremo that can play fast and loose with the pros and cons of fluid situations.",30,"with","the","pros","and","cons","the","i","a","of","to",0.0499999999997272,FALSE
"2267","Noticing is what effected change for Simba in The Lion King. The voice of his father echoing from the past at last reminded him of that which he had long forgotten to pay attention to—his heart, his purpose, and his true identity. As he chose to be responsive to the truth, he was able to face his fears and return to the Pride Lands with a new perspective.",48,"he","chose","to","be","responsive","the","a","be","to","in",0.0500000000001819,FALSE
"2268","I ultimately reminded myself that all of our circumstances are different. I really know nothing about these people. Maybe their children were older and working independently when they became single moms. Maybe they didn’t start off their single parenthood with no money. Maybe they have grandparents nearby who help out. Maybe they didn’t move to a foreign country where they have no work history the year before they became single parents. Who knows. All I can focus on is where my situation is right now and how to best handle it.",48,"they","have","grandparents","nearby","who","a","been","to","the","no",0.0399999999999636,FALSE
"2269","In the stack of stuff were three envelopes from my attorney.",2,NA,NA,NA,"in","the","the","a","my","his","and",0,TRUE
"2270","I’ve been told by more than one person that I have the mouth of a sailor. Some of my favorite expletives involve a combination of the words “hairy,” “ballsack,” and “wrinkly.” This didn’t come naturally for me. I had to work at it, practice my trade, experiment with new combinations. I’ve worked very hard to have a mouth even the British Orbit lady couldn’t clean up.",12,"person","that","i","have","the","to","a","been","the","was",0.0199999999999818,TRUE
"2271","During our visit Iceland was unseasonably cold. It was so cold in fact that we purchased an extra layer at Iceland's own 66˚N so we could withstand the coldness. Being on a boat only amplified that and we had to remember that this is summer.",37,"boat","only","amplified","that","and","the","i","is","was","it",0.0399999999999636,FALSE
"2272","My stomach hurt like crazy & still does.",4,NA,"my","stomach","hurt","like","and","life","is","heart","to",0.0199999999999818,FALSE
"2273","""In Mexico City, i'm known as puerco chupacabra.""",4,NA,"in","mexico","city","i'm","the","a","my","his","and",0.0399999999999636,FALSE
"2274","Songs vary;",2,NA,NA,NA,"songs","vary","on","vary","the","this",NA,0,TRUE
"2275","How did they get there?",4,NA,"how","did","they","get","are","have","the","were","will",0.0399999999999636,FALSE
"2276","Do you have any siblings? What are they like?",9,"siblings","what","are","they","like","the","are","you","have","were",0.0399999999999636,FALSE
"2277","Water (or sparkling water if you're fancy)",7,"sparkling","water","if","you're","fancy","you","the","i","they","you're",0.0300000000002001,FALSE
"2278","One gift that was in Shelby's stocking that she loved were these light up tooth brushes.",10,"shelby's","stocking","that","she","loved","the","was","is","i","it",0.0500000000001819,FALSE
"2279","“I have worked for 40 years, paid taxes for 40 years and paid NI for 40 years. I have been on DLA for 6 years and if I were still able to work I would still be on £40,000 pa and have a company car instead of a Motorbility car. I would travel the country using my first class rail warrant and stay in 4* hotels using my generous expense account. I had dignity, self belief, respect and I loved my job. However, it would seem that one day I decided to become disabled, poverty stricken and treated like a criminal. As a life style choice it was a disaster! Now it seems I am guilty of attempted fraud, worthless, a burden on society and a waste of space. Does anybody really believe that I prefer my life now? Drug addicts, while also needing help, are treated with more compassion and they made an informed choice to start using. I did not choose to be this way and I expect to be given as much support.” Derek Benyon, Leicestershire; sick for 7 years",74,"expense","account","i","had","dignity","to","have","was","am","a",0.0499999999997272,FALSE
"2280","I recently cancelled my cable (for the second time) due to escalating costs and a general disgust at the lack of quality programming. I won’t lie and say I’ve never indulged in reality smut for entertainment. I have caught myself watching Bachelor Pad and no part of me is proud of it. It is the “train-wreck” factor that keeps people paying attention to most of the stuff that passes for good TV.",16,"escalating","costs","and","a","general","of","the","to","lot","i",0.0300000000002001,FALSE
"2281","I told by boss my leaving date this week and put the rumours to rest. Clients naturally got told first, but news travels fast with only a matter of weeks to go and soon everyone knew. condolences and wishes of good luck come flooding in, the work floods in and dries up at the same time – it is a funny one.",44,"of","good","luck","come","flooding","the","to","a","and","out",0.0499999999997272,FALSE
"2282","Hospital in Empangeni on Wednesday night after undergoing an emergency",10,"night","after","undergoing","an","emergency","the","of","for","to","issue",0.0300000000002001,FALSE
"2283","And for hot coffee... to make those chilly mornings even more enjoyable!",12,"chilly","mornings","even","more","enjoyable","than","the","to","about","of",0.0299999999997453,FALSE
"2284","We had a conference with the neonatologist this afternoon and he said that her breathing issues are a result of her prematurity and she would need to stay in the NICU until she is able to breathe without assistance and keep her pulse ox in the 90s. This could take days or weeks, every baby is different.",32,"stay","in","the","nicu","until","of","the","and","to","a",0.0500000000001819,FALSE
"2285","But who am I, I need to know",4,NA,"but","who","am","i","the","i","to","is","it",0.0300000000002001,TRUE
"2286","I don’t mean to be disrespectful and I know that Mike Melvoin — who penned five tunes, including the New York songs, on the album and lends his considerable talents on piano — unfortunately passed away in February. But I can’t help feeling I’ve heard this all before. Basse is compared by some critics and the album’s publicity to Mel Torme, Ray Charles and Dr. John (Dr. John, really?) but in truth he’s a lot closer to Harry Connick, Jr. without as much sparkle and wit.",32,"his","considerable","talents","on","piano","the","a","my","and","your",0.0299999999997453,FALSE
"2287","Once the chicken is golden, add the mushrooms and carrots and stir for a couple of minutes to soften slightly.",7,"chicken","is","golden","add","the","a","the","to","not","that",0.0399999999999636,TRUE
"2288","NIGHT OF THE DRIBBLER",4,NA,"night","of","the","dribbler","of","the","and","to","is",0.0399999999999636,FALSE
"2289","(And I feel delirious",2,NA,NA,NA,"and","i","the","i","a","to","it",0.0100000000002183,TRUE
"2290","I got off early from work so I could be home in time to lock all the doors, draw all the curtains and hide under the covers of my bed until at least 3:30. Just in case.",33,"my","bed","until","at","least","the","a","least","home","all",0.0499999999997272,TRUE
"2291","He may not always take part in our insane escapades or hang around the newsroom as much as we do, but I love Ryan too death. I know he’s all Arts and Entertainment now, but he can never forget where he started – an Assistant News Editor. There are very few people I would put money on, but Ryan is one of them. He’s not only going places, but he’s already gotten places. I’ve never seen anyone at the paper that can write a feature like this kid. He’s pretty awesome.",88,"a","feature","like","this","kid","is","and","year","of","to",0.0500000000001819,FALSE
"2292","06/03 – San Francisco, CA @ Slims",3,NA,NA,"","","san",NA,NA,NA,NA,NA,NA,FALSE
"2293","05 Algeria",2,NA,NA,NA,"","algeria",NA,NA,NA,NA,NA,NA,FALSE
"2294","In itself, the tale of the publication of Into the Cannibal’s Pot: Lessons For America From Post-Apartheid South Africa bears telling. For while this polemic respects no political totems or taboos, it is faithful to facts. These facts cried out to be chronicled. They should not have had a struggle to find their way into print.",30,"respects","no","political","totems","or","matter","one","more","idea","or",0.0399999999999636,TRUE
"2295","The victim’s friend, a young woman, tried to pull him back into his car. Attackers came after her, pulling her hair, punching her head and causing a bloody scratch to the surface of her eye. She called 911. A recording told her all lines were busy. She called again. Busy. On her third try, she got through and, hysterical, could scream only their location.",51,"she","called","again","busy","on","to","on","day","for","was",0.0500000000001819,TRUE
"2296","Beauty the Broken Being.",4,NA,"beauty","the","broken","being","of","and","to","is","first",0.00999999999976353,FALSE
"2297","Ford: yes Churchill was also an anti-Kenyan pro-colonialist",2,NA,NA,NA,"ford","yes","yes","focus","churchill","hatchback",NA,0.0199999999999818,TRUE
"2298","When I got to the park I confirmed with the ranger that there was a water fountain at the summit. I knew this would be about 11 miles and I figured I had enough water to get me up there. Once at the top, the Visitor Center, my options for getting back opened up. It felt like a safe plan, so I went for it. Halemau’u Trailhead to the Summit, then possibly back from there or a quick trip back to the car via the road that went to the summit, or, I could hitchhike down if I needed it.",56,"back","opened","up","it","felt","was","is","to","a","the",0.0300000000002001,FALSE
"2299","We were sad to see the last course, but in a way we were so stuffed, we couldn’t have fit anymore. Unlike Kristien, I have a natural hatred of all things cheesecake, so I had a big decision to make during the whole meal. Would I eat the Marscapone Cheesecake that was served with strawberries and basil? At first I wasn’t sure, but just after the amuse bouche I knew that I trusted Chef Arik to give me something that would blow me away. Let me say, this was an amazing dessert. It was not too sweet and just right in terms of creaminess. The little ribbons of basil, too, added nice bursts of flavor to the cake. Mary paired this course with a great Muscat from Rurtherglen that wasn’t overly sweet.",49,"would","i","eat","the","marscapone","of","and","to","is","first",0.0499999999997272,FALSE
"2300","(115030) and is matted on circles punched from the circle punches as well as the scallop circle punch. Again inside I have the envelopes, this time Very Vanilla",13,"the","circle","punches","as","well","the","a","of","as","i",0.0500000000001819,FALSE
"2301","In the light of His glory and grace.",6,"the","light","of","his","glory","the","and","a","of","my",0.0300000000002001,FALSE
"2302","Each morning when we roll out of bed we are given the world. We can make that day into anything we want just by starting the day right. I must admit, most mornings I hit snooze 10 times, each time dreading more the next time it goes off. The second that alarm goes off I flood my head with negative thoughts; 'ugg its another work day', 'I wonder what fires I will have to put out today', 'I can't wait until today is over', 'why did he break up with me?'. I'll give you one guess how my days turn out! I am a self-fulfilling prophecy. My days are slow, filled with turmoil and work problems, and I am sad and lonely. So today I tried something new! My alarm when off and I smiled. Not because I wanted to but because I needed to. I kissed my dog good morning and she bounced happily out of bed. Down the stairs we went and made some tea and scrubbed the kitchen clean. I drove to work listening to happy music, I greeted everyone with a smile, I sent out 'Good Morning!' texts. I greeted my work crew and checked in with them and I made another cup of tea. Then I opened my reader and found just what I needed to read on Elephant Journal :",70,"day'","'i","wonder","what","fires","i","the","is","you","to",0.00999999999976353,FALSE
"2303","RYAN: You can’t go wrong with pairing food and friends.",7,"cant","go","wrong","with","pairing","the","a","and","my","her",0.0500000000001819,FALSE
"2304","This is a physical attack. The bible say that our mouths are sharp and deadly poison it also says that Gods word is a sharp two edged sword that cuts to the bone and marrow.",4,NA,"this","is","a","physical","of","to","lot","a","and",0.0299999999997453,FALSE
"2305","I crack open each pack",5,"i","crack","open","each","pack","have","to","other","was","am",0.0500000000001819,FALSE
"2306","13. At 29,500 sq. ft., Universal Studios’ Stage 12 is the 7th largest soundstage in the world. It was originally built for the 1929 musical Broadway.",9,"ft","universal","studios","stage","","from","m","life","reason","insurance",0.00999999999976353,FALSE
"2307","So what exactly is Lie To Me about?",4,NA,"so","what","exactly","is","i","the","you","is","much",0.0300000000002001,TRUE
"2308","It was not a brighter day in Nassau. It rained the entire trip but we were going on the island this time. You can’t let a little rain ruin your vacation. It is all about how you make your experience. We even made fashionable rain outfits out of trash bags! Some of us had on dresses, cardigans, and coats made out of a plastic bag. It was hilarious and we dressed it up with accessories like belts. When we got off the ship we ran to the island, which we didn’t need to do because there were shuttles taking us from the ship to the entrance of the island. We got wet for nothing but we kept pressing on.",21,"going","on","the","island","this","of","and","the","to","is",0.0500000000001819,FALSE
"2309","Before the Lord ever brought Caleb, my husband, into my life, it was my desire to find ways, as a single girl, that I could be a blessing to a future husband that I didn't know yet. I sought to find ways that I could be a Proverbs 31 wife, bringing her husband good all the days of her life, and during this time, I made a list of some applicable things I could do for my future husband that would act as blessing.",46,"ways","that","i","could","be","have","was","to","the","am",0.0499999999997272,FALSE
"2310","Here's to getting speedy!",3,NA,NA,"here's","to","getting","the","be","a","make","do",0.0100000000002183,FALSE
"2311","“So Santa, have you been Santa long?”",4,NA,"so","santa","have","you","a","been","to","the","no",0.0499999999997272,FALSE
"2312","Yep, that’s right, yawnology - the field of science dedicated to the study of yawns. Alright, I made that word up, but there really is quite a bit of research devoted to the phenomenon of yawning. It might sound frivolous and boring, but I assure you it is neither of those.",47,"but","i","assure","you","it","to","have","are","can","a",0.0300000000002001,FALSE
"2313","and the dust rises",4,NA,"and","the","dust","rises","of","and","to","the","i",0.0199999999999818,FALSE
"2314","But Travis beat me by finishing the beam early... and then we moved upstairs the very next day!",3,NA,NA,"but","travis","beat","i","the","it","we","they",0.0299999999997453,FALSE
"2315","The other thing I love about this is that I don’t have to start out all kinds of wonderful. God seems to be very generous when it comes to handing me seeds to plant. It’s good, because new gardeners and farmers make mistakes in their planting. Planting or sowing isn’t merely a matter of throwing handfuls of seeds onto the ground and hoping for the best. Some seeds must be planted deeper than others. Some need more space while some are good with crowding. Some need more water or more sun or more acid or more alkalinity. The production of a really beautiful, vibrant, fruitful harvest will probably be the end result of lots of mistakes and failures as the new gardener learns and becomes an experienced gardener. The gardener who achieves fruitfulness will be the one who persevered. “Doing good” seems much the same.",35,"me","seeds","to","plant","its","the","be","a","make","do",0.0100000000002183,FALSE
"2316","Ok y'all (ja, YOU GUYS, who are out there, reading this. The one's I usually shamefully ignore. The ones I seldom address directly. I'm going to lay this on the line for you ... )",29,"going","to","lay","this","on","the","is","be","a","year",0.0500000000001819,FALSE
"2317","Here is a wide shot of the family room. The front door is on the right side of where I'm standing to shoot this picture and the staircase is to the left.",31,"the","staircase","is","to","the","the","a","be","make","do",0.0299999999997453,TRUE
"2318","I had a meeting yesterday with the team at Simon & Schuster, along with my agent Luigi Bonomi. They detailed the global campaign planned for COVENANT, and it is utterly awesome. I learned a huge amount about how the campaign is designed to produce 'tail-off', maintaining a book's prominent placing on the shelves, along with all sorts of details involving the television adverts, posters, on-line and supermarket promotions. The list was immense, and apparently regarded as one of the biggest and best debut launch campaigns ever seen ( in Australia ).",60,"all","sorts","of","details","involving","the","a","and","my","it",0.0300000000002001,FALSE
"2319","I created formats for my comics, books, CD’s, DVD’s…even my video games. I’d like to talk about the books.xml file I put together, and how it’s changed across 7 years.",25,"i","put","together","and","how","the","i","a","to","it",0.0299999999997453,FALSE
"2320","And suddenly, I was a multi-tasker. My MamaEar was attuned to the cry of my kids. And it was good. To everyone but the adult trying to talk to me. But I figured, the adult could deal. The baby and the toddler had to be attended to. Or a ruckus would be raised, in my honor. And frankly, while I appreciated the effort involved, I could do without the ruckus. Who needs one more ruckus?",13,"was","attuned","to","the","cry","of","the","and","be","to",0.0500000000001819,FALSE
"2321","Romantic fiction - aimed at adults",5,"romantic","fiction","","aimed","at","at","comedy","personally","and","for",0.0299999999997453,TRUE
"2322","HopeNChange™ - it's what's for dinner ...",4,NA,"hopenchange","","it's","what's","not","a","the","to","like",0.0199999999999818,FALSE
"2323","Let our voices sing Him our praises",4,NA,"let","our","voices","sing","and","to","is","own","lives",0.0100000000002183,FALSE
"2324","Look closely, though, and the belief in a 2012 apocalypse has a great deal in common with the belief that asset prices can have an infinite upside. Both beliefs offer grand narratives that replace the ordinary patterns of human existence with a something-for-nothing fantasy. The bubble believers insist that they can have limitless wealth without having to work for it; the 2012 believers insist that they can have the new and improved world they think they want—whether that amounts to a new age of enlightenment, on the one hand, or a Hollywood movie world of heroic survivors blazing away against hordes of roving zombies, on the other—without having to work for it. In either case, what drives the fantasy is the conviction that it makes sense to sit on your backside and wait for the market, or the space brothers, or something else to give you the future you think you deserve.",119,"case","what","drives","the","fantasy","of","and","to","is","first",0.0500000000001819,FALSE
"2325","The main problem with appealing to epicycles & deferents is that while it may explain features like retrograde motion and make reasonably accurate predictions (such as the old Ptolemaic model), it isn’t consistent with other celestial observations, such as…",22,"retrograde","motion","and","make","reasonably","the","a","i","it","to",0.0499999999997272,FALSE
"2326","She narrowed her eyes. “Yes, but…well, this really isn’t what I had in mind.”",13,"isnt","what","i","had","in","to","have","was","a","am",0.0300000000002001,FALSE
"2327","Ahh… I just can’t get over them. I’ve seen them twice already. I wanted to watch them all the time but that would mean restless nights because I would definitely dream about being there. And I dream my character is stronger than Rindaman. Hahahah. I like that both films end with him and Genji fighting one-on-one. And I hope Genji won this time.",36,"about","being","there","and","i","the","i","a","to","it",0.0299999999997453,TRUE
"2328","Went to Di's big 50 Birthday bash and even the dull weather didn't stop us having a great time....food from her youth, plenty of drink, playing on the Xbox and a tune on the sax what more could a birthday need!.... Oh good chums.... SORTED.",43,"a","birthday","need","oh","good","to","of","and","lot","my",0.0500000000001819,FALSE
"2329","Maximum Level: None",2,NA,NA,NA,"maximum","level","level","none",NA,NA,NA,0.00999999999976353,TRUE
"2330","For me, the enduring memory was that moment Jacob Zuma ended his 56-page speech with the thunderous slogan, ""Amandla!"" to which the crowd responded with an equally deafening ""Ngawethu!""",16,"his","page","speech","with","the","the","a","and","my","her",0.0500000000001819,TRUE
"2331","Dundrum Town Centre was opened in 2005 having been built by Anglo “Golden Circle” member Joe O’Reilly and fellow Longford man, the late Liam Maye. The site was reportedly bought for €10.2m. With 79,000 sq metres it claims to be the biggest shopping centre in the State. It is reported to contribute some €7m per annum in local authority rates to DunLaoghaire-Rathdown County Council. The Irish Times claims that the centre had a footfall of 19m, that is 19m visitors, last year and further claims “a great many of them from the affluent south Dublin suburbs”. Phase II of the centre has been given the green light by planning authorities but its future is in doubt against the backdrop of the economic crisis – Phase II was to have been a €600m development which would have seen 101,000 sq metres of space added making the shopping centre the largest in Europe.",56,"contribute","some","m","per","annum","of","game","to","more","in",0.0500000000001819,FALSE
"2332","That's it. Painless right? I would be forever grateful if you would just take an extra second out of your busy day to leave some words for me. And feel free to comment Anonymously if you would like. I won't mind. It's all for the sake of this blog. Because IHeart this blog, and IHeart you.",33,"and","feel","free","to","comment","the","be","a","make","do",0.0399999999999636,FALSE
"2333","Gasoline Facts & Tips - Retail Marketing.” Sunoco, Inc.. N.p., n.d. Web. 16 Apr. 2012.",3,NA,NA,"gasoline","facts","","of","these","cried","price","facts",0.0199999999999818,FALSE
"2334","In the mean time, I decided to start keeping track of just what words Goldie can say. I started yesterday counting only spoken words, no matter how hard they were to understand. I was blown away that she used 87 different words!! I had no idea she was using that many. Today we weren't as diligent, but I noticed a bunch of words that she didn't say yesterday, so tomorrow we are going to keep track again. I also think its important that most of these were said without prompting. She either initiated the conversation or repeated them after I used them in a sentence. Goldie is not a ""performer"" so the best way to know where she is developmentally is to watch and interact with her during normal family routines.",129,"interact","with","her","during","normal","the","a","and","her","my",0.0499999999997272,FALSE
"2335","I'm getting off topic here. I'm starting to rant and rave a little.",2,NA,NA,NA,"i'm","getting","to","not","a","trying","going",0.0100000000002183,FALSE
"2336","But at this morning’s preview, he defended the remark, saying: ‘I am concerned with comfort. I know that it’s important but I don’t want to have this evoked in my design.",26,"i","dont","want","to","have","the","be","a","make","do",0.0499999999997272,FALSE
"2337","For example, just this lunchtime a nice account man named Matt was sent out in the pouring rain to deliver a laptop and broadband stick to some senior suits and clients. What was so important? Well, they were on a lunch jolly and they fancied looking at their website.",36,"what","was","so","important","well","i","a","much","to","the",0.0300000000002001,FALSE
