"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","timeToPredict","Correct","prediction6","prediction7","prediction8","prediction9","prediction10","prediction11","prediction12","prediction13","prediction14","prediction15"
"7224","While there are some very big names making very big money on Kickstarter, it’s also nice to see indy projects by no-names succeed. There are lots of people out there with great ideas for board games, RPGs, or anything else, which would never make it into a company because the margins on games are low and it’s tough to decide that you’re going to make and market a game when you have no idea if it will sell. With Kickstarter, you know exactly how well it’ll do before it goes into production. You don’t have to make 2,000 copies of a game and hope they sell. You can put your project up with a target of 2,000 copies, and ship those copies directly to the people who want them when the project meets it’s funding goal, without worrying that some stores will have copies languishing on shelves, or will have customers who want it but they don’t have it in stock. And if the project doesn’t fund, then nothing happens and there’s no loss. It’s perfect for projects where the middleman introduces a risk of failure, or at the very least of increased costs. It’s a dangerous place for a game addict like me to hang out, but it also gives you the impression tat anything is possible.","while there are some very big names making very big money on kickstarter it’s also nice to see indy projects by nonames succeed there are lots of people out there with great ideas for board games rpgs or anything else which would never make it into a company because the margins on games are low and it’s tough to decide that you’re going to make and market a game when you have no idea if it will sell with kickstarter you know exactly how well it’ll do before it goes into production you don’t have to make copies of a game and hope they sell you can put your project up with a target of copies and ship those copies directly to the people who want them when the project meets it’s funding goal without worrying that some stores will have copies languishing on shelves or will have customers who want it but they don’t have it in stock and if the project doesn’t fund then nothing happens and there’s no loss it’s perfect for projects where the middleman introduces a risk",183,"of","few","little","lot","bit","good",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7225","4. Huge traffic. There are 3.370.000 people in Athens + huge number of visitors. So no wonder if everybody would like to move from friend`s house to house or to the party and everybody is doing it by car or taxi – there is going to be TRAFFIC! So as all my Greek friends suggested – stay at home or friends` home to avoid it. I spend 2 hours in the car from Keratea to Imithos, most of this time was spend standing in the traffic jam inside the city.","huge traffic there are people in athens huge number of visitors so no wonder if everybody would like to move from friends house to house or to the party and everybody is doing it by car or taxi – there is going to be traffic so as all my greek friends suggested – stay at home or friends home to avoid it i spend hours in the car from keratea to imithos most of this time was spend",79,"standing","the","to","in","not","so",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7226","So back home to the usual round of hospital visits, work, drink, dog-walking and sleep with precious little time for anything else, although playing the blues deep into the night is a must. I can't even get annoyed about this most Tory of Labour Governments. Suffice to say if it wasn't for the inefectual opposition, the longest period of Labour power would be over. I wouldn't shed a tear. At least you know what a Tory Government would do. Furthermore, any cabinet with a practising (cilice-wearing?) Opus Dei member doesn't deserve support from the likes of me.","so back home to the usual round of hospital visits work drink dogwalking and sleep with precious little",19,"time","little","time","life","real","name",0.0300000000006548,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7227","And Sean Sean Sean! He's got the 'dark, mysterious, and brooding' appeal down pat. 'The dead speak more than he does.' He's focused, determined, the four-time winner of the races and quite the horse whisperer. For someone who speaks the bare minimum, he's got so much to say. At the age of nineteen, he's probably maturer than the majority of the island.","and sean sean sean hes got the dark mysterious and brooding appeal down pat the dead speak more than he does hes focused determined the fourtime winner of the races and quite the horse whisperer for someone who speaks the bare minimum hes got so much to say at the age of nineteen hes probably maturer than the majority of the",62,"island","the","my","this","course","his",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7228","Look how CLEAN the ScraPerfect Best Cleaner Ever worked on this stencil!!! I mean even the nooks and crannies of this intricate stencil got clean. It's AMAZING! You can click on the photo to make it larger so you can see in detail.","look how clean the scraperfect best cleaner ever worked on this stencil i mean even the nooks and crannies of this intricate stencil got clean its",27,"amazing","and","up","the","then","it",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7229","Actors: Warren Christie, Ryan Robbins, Ali Liebert, Andrew Airlie & Lloyd Owen","actors warren",3,"christie","of","his",NA,NA,NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7230","By 5:15 A.M. the streaming stimuli slowed, and the city slept more soundly. Then the radio squawked ""shooting,"" with EMS units on the way, calling for a transport.","by am the streaming stimuli slowed and the city slept more soundly",13,"then","than","of","and","to","time",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7231","In production start the job 15 mins after the server starts and run the job every 20 mins, using 8 parallel threads. The nodes to work against are specified in the node","in production start the job mins after the server starts and run the job every mins using parallel threads",20,"the","reality","suggested",NA,NA,NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7232","93. Learning Tree, The: Gordon Parks","learning tree the",4,"gordon","century","birthday","at","clan","of",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7233","from October 1979 to","from october",3,"to",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7234","I know they're four thousand miles away, thinking the same thing I am, wishing we were all together. But it comes down to one thing: I knew what I signed up for.","i know theyre four thousand miles",7,"away","the","if","word","times","dollars",0.00999999999839929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7235","Damien by Jacquelyn Frank","damien by",3,"jacquelyn",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7236","1 C broccoli florets","c",2,"broccoli","above","was","make","and","all",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7237","Hubby has the weirdest obsession with plate sets and dishes. When we were registering, after we got engaged, Hubby literally had to drag me kicking and screaming to register for things. I just didn’t care. I don’t know why. I really couldn’t care less what our dishes looked like or how many place settings we had. But, Hubby cared. Boy, did he care. So, it was a big DEAL a few days ago when he accidentally broke one of our everyday plates from our set.","hubby has the weirdest obsession with plate sets and dishes when we were registering after we got engaged hubby literally had to drag me kicking and screaming to register for things i just didn’t care i don’t know why i really couldn’t care less what our dishes looked like or",51,"how","to","the","it","that","this",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7238","So who was really responsible or sparked the violence at the tail-end of the Bersih 3.0 rally?","so who was really",5,"responsible","the","to","in","not","so",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7239","“We ask all the young people that have been misled by Al-Shabab to stop working with them,” the government statement added.","“we ask all the young people that have been misled by",12,"alshabab","able","the","in","on","so",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7240","Firstly be warned when you are choosing some supplements – one thing I have learnt from all this is to look out for Propriety blends. This is when some manufacturer will include all the wonderful vitamins , minerals and amino acids but don’t tell you the exact dosage it has included. This gives the product a look that it has all these wonderful stuff built into it but in actual fact without the proper dosage the supplements will not have any impact on you other then being pixie dust added to their ingredient list.","firstly be warned when you are choosing some supplements – one thing i have learnt from all this is to look out for propriety blends this is when some manufacturer will include all the wonderful vitamins minerals and amino acids but don’t tell you the exact dosage it has included this gives the product a",56,"look","that","design","that","and","for",0.0300000000006548,FALSE,"or",NA,NA,NA,NA,NA,NA,NA,NA,NA
"7241","The Legend","the",2,"legend","same","first","most","world","time",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7242","Many months ago I somehow managed to get her talking about her ideal wedding proposal. Don’t ask me how, but somehow I did. Turns out she’s got a sweet spot for fireworks. So I decided that I’d give it a go and asked her if she wanted to go see some fireworks at Disney the next night. I wanted to make sure I got the right fireworks so I asked her what her favorite was. Of course it was Epcot, so away we went!","many months ago i somehow managed to get her talking about her ideal wedding proposal don’t ask me how but somehow i did turns out she’s got a sweet spot for fireworks so i decided that i’d give it a go and asked her if she wanted to go see some fireworks at disney the next night i wanted to make sure i got the right fireworks so i",70,"asked","much","that","we","many","they",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7243","walking with Joachim, who struggles to keep up -- a whistling pneumothorax and sick young people for whom time has no meaning -- Joachim: ""Sometimes I think being ill and dying aren't serious at all, just a sort of loafing about and wasting time. Life is only serious down below."" (51-52) -- Hans' cigar disappoints him --last rites for little Hujus, terminal cases who make a fuss on the verge of death, Behrens admonishment to one such, and Hans' protestation in favor of the priority of the dying","walking with joachim who struggles to keep up a whistling pneumothorax and sick young people for whom time has no meaning joachim sometimes i think being ill and dying arent serious at all just a sort of loafing about and wasting time life is only serious down below hans cigar disappoints him last rites for little hujus terminal cases who make",62,"a","is","are","was","have","has",0.0600000000013097,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7244","Bill Murray:","bill",2,"murray","was","of","clinton","is","that",0.00999999999839929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7245","For me, the breast is the best piece for Chick n' Friends. The bone-in piece stays moist, and there is enough meat that I get some fried crust without being overwhelmed with fried taste in every bite. This contrasts with Tian Chinese Cuisine where I prefer to order Korean fried chicken as wings.","for me the is the best piece for chick n friends the in piece stays moist and there is enough meat that i get some fried crust without being overwhelmed with fried taste in every bite this contrasts with tian",41,"chinese","the","my","her","me","their",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7246","Does the very thought of a combination like this make you, as an agent, throw up your hands in horror?","does the very thought of a combination",8,"like","few","little","lot","bit","good",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7247","Despite the fact we live in a society that has at most only 4% who self-describe themselves as atheists, the more active among them have the audacity to demand that Christmas be banished to the privacy of homes or the pews and pulpits of churches. They rebuke religion in general as the source of conflict and wars, but ignore the spiritual support and ethical lessons that Christianity provides along with its promise of salvation.","despite the fact we live in a society that has at most only who selfdescribe themselves as atheists the more active among them have the audacity to demand",29,"that","the","be","do","get","make",0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7248","Last month I talked about my experience with Kate Spade Dresses. This month I wanted to share some info on See by Chloé. Both brands make really cute clothes in my opinion, and both are pretty hard to find where I live. I haven't been able to locate much sizing information beyond the occasional garment measurements posted on ebay. So I hope this helps all my fellow ebay addicts and online sale stalkers make informed purchase decisions.","last month i talked about my experience with kate spade dresses this month i wanted to share some info on see by chlo� both brands make really cute clothes in my opinion and both",35,"are","the","then","it","that","we",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7249","Its extortion.","its",2,"extortion","was","is","and","would","to",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7250","Do you have a backup for your personal belongings? Not that you need duplicates of all the items but do you have a journal listing of all the items with a description and their approximate values? That record becomes the backup that supports the claim for your insurance.","do you have a backup for your personal belongings not that",12,"you","to","the","only","be","have",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7251","This week has been so crazy with ""lovely"" medical appointments for my son, a cracked tooth for me, Honor's awards for my son, kindergarten graduation for my niece, karate belt testing for my son and just no time for me and my crafting. So as you can see, this week's sketch as been delayed by a crazy week when I didn't think I would get a chance to craft in any way, shape or form, lol. So here is this week's sketch without any further delay, hope you all enjoy it as it is a super easy one and uses quite a few photos too!","this week has been so crazy with lovely medical appointments for my son a cracked tooth for me honors awards for my son kindergarten graduation for my niece karate belt testing for my son and just no time for me and my crafting so as you can",48,"see","see",NA,NA,NA,NA,0.0399999999990541,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7252","DAYTON, OH, August 29, 2008 (LifeSiteNews.com) – Republican John McCain has picked first-term Alaska governor Sarah Palin as his surprise choice for a running mate, in a move hailed by conservative leaders as “absolutely brilliant” and “electrifying” conservative voters, especially women.","dayton oh august lifesitenewscom – republican john mccain has picked firstterm alaska governor sarah palin as his surprise",19,"choice","own","eyes","life","head","name",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7253","is never enough to","is never enough",4,"to","to","for","of","and","money",0.0300000000006548,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7254","Glance at stuff on desk hoping for inspiration!","glance at stuff on",5,"desk","in","and","that","with","this",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7255","Surprisingly, the reduction does NOT stem from expanded diversion programs. Nationwide, 62,816 defendants were ""supervised outside of a jail facility"" at mid-year 2011, down from 72,852 at the same point in 2008.","surprisingly the reduction does not stem from",8,"expanded","to","the","only","be","have",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7256","So, sounds fun! Believe me it is. I’ve seen Flyball competitions and exhibitions here in Denver and I’ve always found them intriguing. Dogs of all types, ages, and sizes can participate. The dogs are highly excited and ready to go from the moment they arrive.","so sounds fun believe me it is i’ve seen flyball competitions and",13,"exhibitions","and",NA,NA,NA,NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7257","Consider what happens if a marriage dissolves in which labor was divided along traditional lines: The man ventured forth into the world and earned money, and his wife tended to the home and children. There are only two real possibilities on dissolution: The man keeps everything (under the theory that he earned it) and the wife is left destitute, or half of everything he earned is turned over to his wife (under the theory of community property).","consider what happens if a marriage dissolves in which labor was divided along traditional lines the man ventured forth into the world and earned money and his wife tended to the home and children",35,"there","the","then","it","that","we",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7258","I'll be honest, I felt SO strongly that God was going to heal our baby. I had such a peace about it, and the entire morning of our appointment, I secretly thought that we'd look at that screen and see that all of the fluid had disapeared.","ill be honest i felt so strongly that god was going to heal our baby i had such a peace about it and",24,"the","was","is","will","would","really",0.0399999999990541,FALSE,"was","is","and","would","to",NA,NA,NA,NA,NA
"7259","Movement – So how do we move when no miniature is the same? Simple, you use a number of Good to move a number of inches. In other words one point of good = one inch of movement.","movement – so how do we move when",9,"no","get","were","had","go","went",0.0300000000006548,FALSE,"on","it","to","forward","around",NA,NA,NA,NA,NA
"7260","When: May 7th, 2012, 7 PM","when",2,"may","the","you","it","we","he",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7261","Marseille 1989! Made to love you!","marseille made to love",5,"you","the","be","do","get","make",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7262","We celebrated Thanksgiving this year at Papa’s River House. It also happened to be a little girl’s 4th Birthday. We started thanksgiving day off with a birthday breakfast for Abby. It was a wonderful few days filled with bronco rides, quad rides, family time and LOTS of food!","we celebrated thanksgiving this year at papa’s river house it also happened to be a little",17,"girl’s","few","little","lot","bit","good",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7263","It is an example of how God, in His mercy, chooses to use us when we aren't sure we want to be used.","it is an example of how god in his mercy chooses to use us when we arent",18,"sure","are","have","were","had","will",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7264","“We are delighted to sign this agreement with Carrefour that recognises the strength of Pixmania’s e-merchant operating platform. We are proud to partner with Carrefour by participating in the implementation of one of the most advanced multi-channel strategies in Europe. E-merchant is a strong, customer-focused platform, and ideal to support Carrefour’s non-food multichannel strategy.”","“we are delighted to sign this agreement with carrefour that recognises the strength of pixmania’s emerchant operating platform we are proud to partner with carrefour by participating in the implementation",31,"of","same","first","most","world","time",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7265","The burger is venison by the way. It's leaner than beef and free since my dad hunts.","the burger is",4,"venison","was","have","am","had","think",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7266","The only thing she told me was “be careful.” I felt like I was in a James Bond movie.","the only thing she told me was “be careful” i felt like i was in",16,"a","the",NA,NA,NA,NA,0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7267","Best supporting actress award now! I want Amy Adams to win, but it will probably be Melissa Leo.","best supporting actress award now",6,"i","is","has","recipients",NA,NA,0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7268","97. Ah.....am I really already struggling?? No..JK...I am just thinking about how awesome GLEE was this week. Yes, it was all about Madonna!! (Did you watch?? ...well, you are missin' out!)","aham i really already struggling nojki am just thinking about how awesome glee was this week yes it was all about madonna did you watch well you are missin",30,"out","the","not","you","some","all",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7269","These styles available on our site soon!!","these styles",3,"available",NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7270","What do you think? I'd love to hear your thoughts....","what do you think id love to hear your",10,"thoughts","that","the","from","and","her",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7271","Whilst writing my last post I came across a charity which offers interesting opportunities for prisoners to engage in projects that provide them with skills and that provide much needed support to those in need. The extent to which such charities or workshops exist or actually run in the increasingly over crowded prisons of today, I do not know. All I know is that I don't believe prison is the answer to today's ills. Brandishing everyone with the same brush is a crude form of self regulation for society. In the same way that one would not use a detention system in school time and again for every student if it wasn't working, surely society should look at the way it deals with apparent criminals. In light of what have been seen as very harsh recent punishments, I do have to question the motives behind them. Is it a sign of the stresses of today's society or of power crazed individuals? Are people trying to stamp their authority? I say this because frankly I don't understand.","whilst writing my last post i came across a charity which offers interesting opportunities",15,"for","to","and","that","side","little",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7272","Year 2012 is my family year of Prosperity. The fruit of my labor will be blessed and prosperous. Remember God’s word, Jeremiah 33:3 Call to me and I will answer you and tell you great and unsearchable things you do not know. Wealth has many meanings, not just monetary. So remember the Lord, wants us to have things. He is able to give us blessings so that we can be a blessing to others. This is more important than anything we could possibly have or be. WE ARE TO BE A BLESSING. We don’t have wealth to hoard, or to build ourselves up, or to act or live above others as a showcase. We are blessed so we can be a blessing in helping others. Having wealth makes it so much easier to do, but not impossible!","year is my family year of prosperity the fruit of my labor will be blessed and prosperous remember god’s word jeremiah call to me and i will answer you and tell you great and unsearchable things you do not know wealth has many meanings not just monetary so remember the lord wants us to have things he is able to give us blessings so that we can",68,"be","are","have","were","had","will",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7273","2. Encourage your students to get involved in the following ways:","encourage your students",4,"to","own","life","blog","body","favorite",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7274","All of these men (and woman) are well known preachers/teachers who subvert, twist, pervert and misinterpret the word of God. Yet, each one of those quotes is not out of line with scripture… Except maybe White’s. It is because these teachers pepper their messages with actual truth that many true Christ followers today, including Pastors, are being misled or at least making justifications for them as to why one minute Steven Furtick says, “We serve a God that can turn our mistakes into a miracle,” and in the next breath, “embrace a new way to change the world.” Furtick, like all the other Ed Youngs out there, is known for speaking some truth occaisionally…","all of these men and woman are well known preachersteachers who subvert twist pervert and misinterpret the word of god yet each one of those quotes is not out of line with scripture� except maybe white’s it is because these teachers pepper their messages with actual truth that many true christ followers today including pastors are being misled or at least making justifications for them as to why one minute steven furtick says “we serve a god that can turn our mistakes into a miracle” and in the next breath “embrace a new way to change the world” furtick like all the",103,"other","the","of","that","over","my",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7275","The Labour Legacy lives on, and on, and on, and on, and on, and on, and on, and on, and on, and on………………………………………………………………………………..","the labour legacy lives",5,"on","the","and","issue","goes",NA,0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7276","Just as George Osborne took a hit for reducing the 52p tax to a 47p tax, so Borg’s party paid an political price for helping the rich. ‘If you are going to survive that politically, it is very important to cut taxes on low-income earners.’ He focused the tax credit on the low-paid, giving some the equivalent of a month’s extra salary every year. But there was still resentment. ‘We lost a lot of voters when we cut the property and the wealth tax, I don’t make any excuse for that. It was a severe blow to our support.’","just as george osborne took a hit for reducing the p tax to a p tax so borg’s",19,"party","much","that","we","many","they",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7277","McKenna would see our present earth-battering by solar flares (M-class flares yesterday, X-class flares today, see NOAA index, sidebar right) as yet another sign of the approaching Eschaton. I think he would again offer his previous advice: to take responsibility for how we think and what we do.","mckenna would see our present earthbattering by solar flares mclass flares yesterday xclass flares today see",17,"noaa","and","is","was","we","with",0.0299999999988358,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7278","I guess I could have used black electrical tape.","i guess i could have used black electrical",9,"tape","and","man","mountain","pepper","paper",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7279","i woke up and found this lovely cute little box next to me..","i woke up and found this lovely cute little box next",12,"to","office","with","of","that","in",0.0200000000004366,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7280","I have heard this song quite a few times. I finally did a search to see what the exact song title was. So tada - today's video is Perfect People by Natalie Grant. And a treat for you as it is live. I like to see if I can find the actual performances of the song. So yay!!","i have heard this song quite a few times i finally did",13,"a","tell","mention","got","it","get",0.0499999999992724,FALSE,"went","getting",NA,NA,NA,NA,NA,NA,NA,NA
"7281","Grade: C. Bumped up to a B because we’re still riding high from everything that has come before.","grade c bumped up to",6,"a","to","with","the","and","in",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7282","They were profiling these people who use coupons, like REALLY use coupons. They will go to the grocery store, come out with carts of stuff and pay like $5. I was truly amazed. One woman saved over $1500 in one trip, paid only like $6 total. One man bought like $15000 worth of stuff, some was purchased to give to the local food bank, but he paid like $50 for it all. Really amazing. LOL. Now much of the stuff is stuff I would not buy, like soda. I was just so in awe of these people. Granted they spend hours go over their shopping list and figuring it all out but they have saved their families thousands of dollars. I think at least a couple of the couponers (is that even a word) mentioned that they started for financial reasons, loss of a job in the family or high debt, and just wanted to make a difference, get out of that hole, figure out a way to eat. So they started using more and more coupons and now get most of their grocery items for free, knowing when things go on sale at the store and always using coupons in conjunction with store sales. Very cool!","they were profiling these people who use coupons like really use coupons they will go to the grocery store come out with carts of stuff and pay like i was truly amazed one woman saved over in one trip paid only like total one man bought like worth of stuff some was purchased to give to the local food bank but he paid like for it all really amazing lol now much of the stuff is stuff i would not buy like soda i was just so in awe of these people granted they spend hours go over their shopping list and figuring it all out but they have saved their families thousands of dollars i think at least a couple of the couponers is that even a word mentioned that they started for financial reasons loss of a job in the family or high debt and just wanted to make a difference get out of that hole figure out a way to eat",165,"so","the","be","do","get","make",0.0399999999990541,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7283","Hans, a middle-aged German tourist on his first visit to England, finds the red light district and enters a large brothel. The madam asks him to be seated and sends over a young lady to entertain him.","hans a middleaged",4,"german","few","little","lot","bit","good",0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7284","DS was comprised almost entirely of these sort of plot twists — the normal world of cheating spouses and nefarious schemes that has fueled the soaps since the Thirties on radio was nowhere in evidence on the show. It was a high-key endeavor that did require that you not miss any episodes, but also that you were willing to go with the weirdness as it cropped up.","ds was comprised almost entirely of these sort of plot twists — the normal world of cheating spouses and nefarious schemes that has fueled the soaps since the thirties on radio was nowhere",34,"in","the","to","in","not","so",0.0300000000006548,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7285","4) Hope, that the people, you have sent the award to, will forward it to their 5 favorite bloggers.","hope that the people you have sent the award to will forward it to",15,"their","that","she","was","is","and",0.0100000000002183,FALSE,"would","to",NA,NA,NA,NA,NA,NA,NA,NA
"7286","The lawsuit names five makers of supplements found to contain polychlorinated biphenyl compounds, drugstores CVS and Rite Aid, which sell those products, and Omega Protein Inc., of Houston, which touts itself as the world’s largest producer of omega-3 fish oil.","the lawsuit names five makers of supplements found to contain polychlorinated biphenyl compounds drugstores cvs and rite aid which sell those products and omega protein inc of houston which touts itself as the world’s",35,"largest","same","first","most","world","time",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7287","Start with a 10"" x 7"" piece of beige cardstock and score at the 5"" mark to create a 5"" x 7"" card base. Next adhere a 5"" x 6"" piece of yellow cardstock to the card front, then on top of that a 4 3/4"" x 5 3/4"" piece of violet cardstock and then on top of that a 4 1/2"" x 5 1/2"" piece of pink cardstock. Next with Walnut Stain Distress Ink on Cryogen White paper stamp the Bella Rose Vintage Background. Color with Copics. Cut image to 4 1/4"" x 5 1/4"" and matte on pink cardstock. Add pink Zva Crystals to center of flowers. Add Faux Pearls and Pink Crystals to top of card front.","start with a x piece of beige cardstock and score at the mark to create a x card base next adhere a x piece of yellow cardstock to the card front then on top of that a x piece of violet cardstock and then on top of that a x piece of pink cardstock next with walnut stain distress ink on cryogen white",64,"paper","the","my","this","his","their",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7288","I am writing to profess my utter disbelief at how little you seem to understand the current mood of the nation. In a story at Bloomberg today, you and a handful of fellow banker and billionaire “job creators” were quoted as believing that the horrific sentiment directed toward you from virtually all corners of America had something to do with how much money you had. I’d like to take a moment to disabuse you of this foolishness.","i am writing to profess my utter disbelief at how little you seem to understand",16,"the","the","be","do","get","make",0.0300000000006548,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7289","The Chinese influence in Korean cuisine, apart from an extensive use of rice, is in its tea selection. Koreans are well known for their floral/fruity tea, especially the ginseng tea. Tiger loves the Korean date tea.","the chinese influence in korean cuisine apart from an extensive use of rice is in its tea selection koreans are well",22,"known","the","not","you","some","all",0.0199999999986176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7290","Behind him lay the gray Azores,","behind",2,"him","the","and","their","it","us",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7291","Let me define “have nowhere to go”. I talk a lot on this blog about me and others walking in a post-institutional wilderness, so when I say they have nowhere to go, I think it is more about not “knowing” where to go. I have learned over time that this is a good thing.","let me define “have nowhere to go” i talk a lot on this blog about me and others",19,"walking","the","then","it","that","we",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7292","He has helped his servant Israel,","he",2,"has","was","is","had","has","said",0.0200000000004366,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7293","“Even science has now conceded that your heart is by far the most powerful transmitter of energy in your body – hundreds of times more powerful than your head with a measurable radius of several yards or metres!”","“even science has now conceded that your heart is by far the most powerful transmitter of energy in your body – hundreds of times more powerful than your head with a measurable radius of several",36,"yards","the","my","this","course","his",0.00999999999839929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7294","SAN ANTONIO - Ranger Creek is releasing a new series of limited-run beers named RE:SESSION, with the first two beers available now at select locations in San Antonio, Austin and Houston.","san antonio ranger",4,"creek","the","on",NA,NA,NA,0.0400000000008731,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7295","The subject this week is a thing called The Groovy Show, one of those long-gone dancing & variety shows where some adult host would spin young folk's records while trying not to look severely out of place amid dancing teens. ""It's got a good beat, and you can dance to it! I give it an eight!"" and that kind of stuff.","the subject this week is a thing called the groovy show one of those longgone dancing variety shows where some adult host would spin young folks records while trying not to look severely out of place amid dancing teens its got a good beat and you can dance to it i give it an eight and that kind",59,"of","the","is","you","he","we",0.0300000000006548,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7296","times as I was growing up.","times",2,"as","to","in","and","for","of",0.0100000000002183,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
