"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","prediction2","prediction3","prediction4","prediction5","prediction6","prediction7","prediction8","timeToPredict","Correct","prediction9","prediction10"
"2989","Asked if he'll ever manage again, La Russa answered, ""No.""","asked if hell",4,"ever","yeah","get","lot","im","ever","hath","school","though",0.0299999999988358,TRUE,"see","going"
"2990","At around 7 o'clock on a December morning, a senior Citigroup banker was boarding a commuter train on the outskirts of London when his cellphone rang. On the line was a hedge-fund trader he had met a few nights earlier at a dinner hosted in a plush Citigroup dining room.","at around oclock on a december morning a",9,"senior","good","school","back","will","world","god",NA,NA,0.0199999999967986,FALSE,NA,NA
"2991","Kimberly Diaz, Willner's former boss at Verrado Middle School in Buckeye, said he ""exhibits characteristics"" that are ""essential to . . . helping children reach their full potential.""","kimberly diaz willners former boss at verrado middle school in buckeye said he exhibits characteristics that are essential to helping children reach",23,"their","goal",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"2992","Houston 5, St. Louis 4: Jose Altuve hit a three-run homer in the second inning as the host Astros won their fourth straight.","houston st louis jose altuve",6,"hit","hit",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"2993","Estimated to occur only about once every 10,000 or so years in each galaxy, tidal disruptions are extremely difficult to spot. But astronomers seek them out because they make black holes visible, and therefore possible to study.","estimated to",3,"occur",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"2994","However, Daniel Byman, a terrorism expert at the Brookings Institution's Saban Center for Middle East Policy, argued that counterterrorism efforts themselves had rendered bin Laden irrelevant. The intense hunt for al-Qaida central, he said, including the campaign of drone strikes in Pakistan's tribal areas, killed many militants, forced others into hiding and disrupted communications networks.","however daniel byman a terrorism expert at the brookings institutions saban",12,"center",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"2995","He was recruited into a student political group by the country's last military dictator Hussein Muhammad Ershad, according to friends. He then joined a group allied with the Bangladesh Nationalist Party, sparking feuding and occasional gunfights among rival factions of Zia's party.","he was recruited into a student political group by the countrys last military dictator",15,"hussein","tonight","hussein","saddam","nasheed",NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"2996","• Yellowjackets aren't very likable and account for at least 90 percent of ""bee stings."" European paper wasps are often mistaken for wasps or yellowjackets, but are actually beneficial predators of caterpillars and other insects. Both take up residence in yards, so use traps for yellowjackets (they don't work for paper wasps or hornets). Eliminate favorite nesting sites like hollowed-out areas. Insecticides are effective on active nests, but apply at night or early morning. More at ext.colostate.edu/pubs/ insect/05525.html","� yellowjackets arent very likable and account for at least percent of bee",14,"stings","store","earlier","opinion","stings","balm",NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"2997","Across demographic groups, there was little disagreement:","across demographic groups there was",6,"little","no","one","little","not","also","another","the","more",0.0299999999988358,TRUE,"an","this"
"2998","Irvington Mayor Wayne Smith said the struggling economy will ensure people don’t leave the public sector. ""In a tight economic climate, people aren’t looking to leave jobs,"" he said. ""","irvington mayor wayne",4,"smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"2999","Yet that's a trivial portion of the trillions of dollars in debt that will accumulate over that period if nothing is done.","yet thats a trivial portion of the trillions of dollars in debt that will accumulate over that period if",20,"nothing","was","happens","another","went",NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3000","A spokesman for the state Department of Transportation said Simpson was going to let the ethics commission statement speak for itself.","a spokesman for the state department of transportation said simpson was going to let the ethics commission statement speak",20,"for","many",NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA
"3001","The chow: From the sprawling menu, the mole is the real deal -- thick, dark red, slightly bitter and chunky -- and poured over whole pieces of fall-off-the-bone chicken ($8.99). Tacos ($1.99) are offered with various fillings, but focus on the amazing homemade chorizo, spicy and crumbly; the pastor, a sweet pork marinated in pineapple juice and spices; and desebrada, the house variation on shredded beef. Fajitas (in a dinner plate, $10.99) feature plump white-meat chicken with onions and sweet bell peppers. Guacamole ($2.99) is freshly made.","the chow from the sprawling menu the mole is the real deal thick dark red slightly bitter and chunky and poured over whole pieces of falloffthe chicken tacos are offered with various fillings but focus on the amazing homemade chorizo spicy and crumbly the pastor a sweet pork marinated in pineapple juice and spices and desebrada the house variation on shredded beef fajitas in a dinner plate feature plump",70,"whitemeat","like","will","new","can","anyone","ill","waiting","immediately",0.0400000000008731,FALSE,"stories","broken"
"3002","I notice that Stulz forgot to mention a minor thing like the national debt increasing 50 percent or that the biggest growth in employment has been government. Mr. Stulz, all citizens are happy when things are better, no matter who is in office.","i notice that stulz forgot to mention a minor thing like the national debt increasing",16,"percent","number",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3003","The committee directed staff to proceed carefully with Titan, the media sales company that handles billboard advertising at PATCO station as well as ads on the trains. One promotion has been to “wrap” PATCO cars with advertising.","the committee directed staff to proceed carefully with titan the media sales company that handles billboard advertising at patco station as well as ads on the trains one promotion has been",32,"to","the","to","in","on","done","living","known","featured",0.0299999999988358,TRUE,"reached","that"
"3004","""If it's the case or not - (or) was I just bad? I don't know exactly. When the playoffs started, for me, it was a chance for a new season.""","if its the case or not or was",9,"i","she",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"3005","Such an approach will put over $500 million into the city's general fund over the next 10 years – without new taxes! We can fix potholes, save our libraries and recreation centers, fund needed neighborhood infrastructure, prevent fire-station brownouts, and hire new police officers. No other plan can do this!","such an approach will put over million into the citys general fund over the next years – without new taxes we can fix potholes save our libraries and recreation centers fund needed neighborhood infrastructure prevent firestation brownouts",38,"and","hire",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3006","(05-09) 19:47 PDT WASHINGTON (AP) --","pdt washington",3,"ap","ap",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"3007","The California selections are primo, with many hard-to-get labels such as Araujo, Alta, Harlan, Bond and Grace. The wines are expensive, but it might be the only chance some people get to try them.","the california selections are primo with many hardtoget labels such as araujo",13,"alta","alta",NA,NA,NA,NA,NA,NA,NA,0,TRUE,NA,NA
"3008","Net sales for the products it sold to mass retailers, home centers, independent paint dealers, hardware stores, auto retailers and industrial distributors increased 6.2 percent for the quarter and 5.9 percent for the year.","net sales for the products it sold to mass retailers home centers independent paint dealers hardware stores auto retailers and industrial",22,"distributors",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3009","Zehring, 18, had a 4.8 GPA, won a $36,000 President's Scholarship to ASU, where he will attend the College of Engineering and Technology.","zehring had a gpa won a presidents",8,"scholarship","health",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"3010","Sherman drives a red 2001 Chevrolet Cavalier with Oregon license plate YCD562. Authorities ask anyone who has information about her whereabouts to call the sheriff's office at 503-366-4698 or dispatch at 503-397-1521.","sherman drives a red chevrolet cavalier with oregon license plate ycd authorities ask anyone who has information about her whereabouts to call",23,"the","the","and",NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"3011","We are told of legal actions, such as builder’s remedy lawsuits, if sewer capacity is unavailable, yet one proposed development off of Brandon Road has dealt directly with ELSA, receiving its needed capacity. Affordable housing is in a holding pattern in the Legislature.","we are told of legal actions such as builder’s remedy lawsuits if sewer capacity is unavailable yet one",19,"proposed","day","thing","best","point","can","two","favorite","time",0.0299999999988358,FALSE,"year","another"
"3012","Manager Dale Sveum doesn't believe Marmol should be replaced in the closer role, and unfortunately for the growing number of skeptics in the stands, he's the only vote that counts.","manager dale sveum doesnt believe marmol should be replaced in the closer role and unfortunately for the growing number of skeptics in the stands hes the only vote",29,"that","new",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3013","I am not sure if an apology would have made any difference.","i am not sure if",6,"an","got","im","like","want","follow","well","every","hope",0.0400000000008731,FALSE,"check","just"
"3014","Parents' education level, motivation and involvement are other reasons why educators say Irvine outperforms even similar districts statewide.","parents education level motivation and involvement are other reasons why educators say irvine outperforms even similar",17,"districts","size",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3015","Once in their dream house, the Krauses immediately started bringing it back to life. They restored all three bathrooms, matching the original subway tile and installing water-efficient fixtures that fit with their 1920s surroundings.","once in their dream house the krauses immediately started bringing it back to",14,"life","the","my","school","work","us","this",NA,NA,0.0199999999967986,FALSE,NA,NA
"3016","The ceremony ended with a concert of songs, many of which were dedicated to Berdymukhamedov and referred to him repeatedly as ""Arkadag.""","the ceremony ended with a concert of songs many of which were dedicated to berdymukhamedov and referred to him repeatedly as",22,"arkadag",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3017","At the nurse's request, a doctor ordered a chest X-ray and a ventilation/perfusion lung scan.","at the nurses request a doctor ordered a chest",10,"xray","like","two","side","something","words","starting","died","thanks",0.0100000000020373,FALSE,"cover","outside"
"3018","Pecan thumbprint cookies","pecan thumbprint",3,"cookies",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3019","""When they choose to go to treatment it shows they are willing to work to change,"" Bonci said. ""We want to make sure people are not stigmatized because they seek treatment.""","when they",3,"choose","are","were","have","can","needed","hit",NA,NA,0.0199999999967986,FALSE,NA,NA
"3020","Talk about a powerful pair.","talk about",3,"a","the","it",NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA
"3021","Instead of three points, the Timbers were left to contemplate just one point after the 3-3 draw.","instead of three points the",6,"timbers","rebounds","per","first","emphasis",NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3022","Kim McCann-Lawson, a longtime friend of DeLucia, said his greatest attributes were his generosity and openness.","kim mccannlawson a longtime",5,"friend","friend",NA,NA,NA,NA,NA,NA,NA,0.0200000000040745,TRUE,NA,NA
"3023","After six years, the infamously controversial Mickey Avalon is releasing a new album called Loaded. The 2012 follow-up to his self-titled debut album features collaborations with Cisco Adler, Andre Legacy and Scott Russo of Unwritten Law. Avalon is San Diego-bound to host a CD release party at Stingaree on Friday, June 1. Fans can look forward to his famous hits ""Jane Fonda"" and ""Mr. Right"" and his new singles ""I'm Hot"" and ""Girlfriend"" ft. Russo. The party is presented by Jagermeister.","after six years the infamously controversial mickey avalon is releasing a new album called loaded the followup to his selftitled debut album features collaborations with cisco",27,"adler","adler",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE,NA,NA
"3024","He starts in August, and when he’s done Pisano hopes to be a link between the world of medical research and the patients whom that research can benefit.","he starts in august and when he’s done pisano hopes to be a link between",16,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3025","Iran, which has already cut off oil shipments to France and Britain, declared Tuesday that it would extend the embargo to Greece, a pre-emptive strike against European countries that planned to stop buying from Iran. Talks on Iran's nuclear program are scheduled for Saturday.","iran which has already cut off oil shipments to france and britain declared tuesday that it would extend the embargo to greece a",24,"preemptive","ireland","preemptive",NA,NA,NA,NA,NA,NA,0.0299999999988358,TRUE,NA,NA
"3026","The Nevada signee averaged 20.7 points per game. A skilled scorer both as an outside shooter and on the drive, Moe made 127 3-point shots and 197 free throws.","the nevada signee averaged points per game",8,"a","will","make","play","going","just","two","dont","thats",0.0300000000061118,FALSE,"thursday","show"
"3027","""I don't know that it's helpful or not helpful to either side,"" Bronstein said of his potential testimony. ""I know the Ivory part did not involve a vast conspiracy.""","i dont know that its helpful or not helpful to either side bronstein said of his potential testimony i know the ivory part",24,"did","new","really","year","time","one","post","summer","something",0,FALSE,"secret","history"
"3028","""When we've got a guy in position, we need to make sure we're wrapping up and bringing the running back down,"" Simon said.","when weve got a guy in position we need to make sure were wrapping up and bringing the running",20,"back","back","around","running","away","along","errands","mayor","shoes",0.0199999999967986,TRUE,NA,NA
"3029","They have gotten rid of most of their possessions, including their furniture, their car and their apartment, and have been living with Langeland's parents.","they have",3,"gotten","the","to","been","something",NA,NA,NA,NA,0,FALSE,NA,NA
"3030","øIt's tough for someone to vote against feeding hungry children or bringing clean water to an impoverished village.","�its tough for someone to vote against feeding hungry children or bringing clean",14,"water","water","communities","go","one","single","even","without","breaks",0.0100000000020373,TRUE,"community","apartment"
"3031","Gomez agreed, saying the city's ""ban was in place"" and that he and others on the council wanted to keep it that way.","gomez",2,"agreed","third","scored","agreed","ashley",NA,NA,NA,NA,0,TRUE,NA,NA
"3032","Thomas Peters, who runs the popular ""AmericanPapist"" blog, said fellow orthodox Catholics have embraced the Web because they feel they finally have a platform that can compete with well-established liberal Catholic publications, such as the National Catholic Reporter. (Some conservative bloggers call the paper ""the National Catholic Destroyer."")","thomas peters who runs the popular americanpapist blog said fellow orthodox catholics have embraced the web because they feel they finally have a platform that can compete with wellestablished liberal catholic publications such as the national catholic reporter some conservative bloggers call the paper the national catholic",48,"destroyer","church","code","another","family","population","aware","neither","social",0.0199999999967986,FALSE,"faith","reporter"
"3033","""I said ‘O.K., I’m either gonna die or leave,’"" the New Jersey native told about 100 people attending a Polaris Project summit in Whippany Friday. ""Anybody in this room can become a victim of human trafficking.""","i said ‘ok i’m either gonna die or leave’",10,"the","cut","think","old","much","im","still","cancer","christ",0.0599999999976717,FALSE,"every","heat"
"3034","The Sun Devils opened the scoring in the third with Aplin lined a one-out double to right off Oregon starter Madison Boer (2-1) and scored on Zach MacPhee’s two-out double off the glove of Ducks’ shortstop KC Serna. MacPhee then scored on Riccio Torrez’s single, giving ASU a 2-0 lead.","the sun devils opened the scoring in the third with aplin lined a oneout double to right off oregon starter madison boer and scored on",26,"zach","on","four",NA,NA,NA,NA,NA,NA,0.0300000000061118,FALSE,NA,NA
"3035","It was surprising enough to see former Mayor Susan Hammer and council members Frank Fiscalini and Blanca Alvarado, among others, announcing the measure this spring. But their response to last week's city analysis of its implications was more disturbing.","it was surprising",4,"enough",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3036","Kenneth Olsen, a computer industry pioneer and co-founder of Digital Equipment Corp., died Sunday. He was 84.","kenneth olsen a computer industry pioneer and cofounder of digital equipment corp died sunday he",16,"was","was",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,TRUE,NA,NA
"3037","There was no stoppage, however, no matter how grave was the situation.","there was no",4,"stoppage","exception",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3038","Early Saturday morning, groups of mourners had already arrived to pay their respects at Salon Meritage, the site of the killings.","early saturday morning groups of mourners had already arrived to pay their respects at salon meritage",17,"the",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3039","Brock Howell of Environment Oregon called city action the ""first step to statewide policy."" His group has scheduled a media event Thursday in Hood River to highlight local support for a ban on plastic bags.","brock howell of environment oregon called city action the first step to statewide policy his group has scheduled",19,"a","start","open","wednesday",NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3040","“It’s freeing to be ambidextrous,” Travolta says. “You should live up to any challenge and have ego in your work, not the amenities of work, but wanting to be good in what you do.”","“it’s freeing to be ambidextrous” travolta says “you should live up to any challenge and have ego",18,"in","never","work","takes","maniac",NA,NA,NA,NA,0.0200000000040745,FALSE,NA,NA
"3041","Since the type of pancreatic cancer Jobs had is ""slow growing,"" it's likely microscopic cells went undetected and traveled to the liver, Teperman said. Tumors often ""stop"" at the liver, he said, although it's possible they can spread beyond it.","since the type of pancreatic cancer jobs had is slow growing its likely microscopic cells went undetected and traveled to the liver",23,"teperman",NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3042","It’s completely up to Rabner who to appoint to the extremely important position. But late last year he asked the commission’s Democrats and Republicans to submit names of potential tie-breaking members. Both sides suggested Rosenthal, making him the likely choice.","it’s completely up to rabner who to appoint to",10,"the","person","judges","extremely",NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"3043","Bus transportation for all but special education students was canceled, as were most after-school activities – from sports to tutoring to club meetings.","bus transportation for all but special education students was canceled as were most afterschool activities – from",18,"sports","can","insurance","even","less","put","control","full","taking",0.0599999999976717,FALSE,"involving","results"
"3044","""We do not have any coordinated leadership,"" he said. ""We need to focus on what we want and go after it.""","we do not have",5,"any","the","any",NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"3045","The Red Bulls are unbeaten in their last four matches after starting the season with two losses. They trail only undefeated Sporting KC in the Eastern Conference standings. San Jose had its first tie, but has taken points in five of its six games this season.","the red bulls are",5,"unbeaten","play","coach","tonight","ass","player","maintain","unbeaten",NA,0.0400000000008731,TRUE,NA,NA
"3046","JERSEY CITY — Caitlin English always had trouble falling asleep. So each night her boyfriend, B.J. Giannone, would stay on the phone with her until she finally dozed off.","jersey",2,"city","city","said","nets","shore","turnpike",NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"3047","The man said he’d been driving in the area of Broadway and Berkley Street moments earlier when he heard shots and realized he’d been shot, said authorities.","the man said he’d been driving in the area of",11,"broadway","swindon",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"3048","Calls to Loch Capital were not returned. Leonard Pierce, a lawyer for the fund, did not return a call seeking comment.","calls to loch capital were not returned leonard pierce a lawyer for the fund",15,"did","manager","will","needed","next","return","reserve","called","budget",0.0299999999988358,FALSE,"began","investment"
"3049","Five men charged with plotting to bomb a bridge linking two wealthy Cleveland suburbs placed what they thought were real explosives at the site and repeatedly tried to detonate them using text messages from cellphones, according to an FBI affidavit filed in court.","five men charged with plotting to bomb a bridge linking two wealthy cleveland suburbs placed what they thought were real explosives at the site and repeatedly tried to detonate them using text messages from",35,"cellphones","messages",NA,NA,NA,NA,NA,NA,NA,0.0300000000061118,FALSE,NA,NA
"3050","The so-called seasonally adjusted annual rate for the month will be 14.3 million, the average estimate of 10 analysts surveyed by Bloomberg.","the socalled seasonally adjusted annual rate for the month will",11,"be","get","make","go","take","also","come","never","always",0.0199999999967986,FALSE,"help","see"
"3051","Adaptu, a free online financial life planning and management service, has hired Darryll DeCoster as front-end web developer and Verne Lindner as art director.","adaptu a free online financial life planning and management service has hired darryll decoster as frontend",17,"web","web",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"3052","The airline's customer service line at O'Hare was only four passengers long by noon, and United was letting people with tickets for travel Saturday change them for free to alleviate the crunch.","the airlines customer service line at ohare was only four passengers long by noon and united was letting people with",21,"tickets","who",NA,NA,NA,NA,NA,NA,NA,0.0499999999956344,FALSE,NA,NA
"3053","The biggest difference is an additional $574 million for school districts that haven’t been fully funded through a statewide formula. Democrats also want to stop Christie from cutting $300 million from Medicaid.","the biggest difference is an additional million for school districts that haven’t been fully funded through a statewide formula democrats also want to stop christie from",27,"cutting","said","also","will","made","planning","expected","announced","gop",0.0299999999988358,TRUE,"cutting","yesterday"
"3054","Republicans largely supported the bills, saying they protect unborn life. Democrats and abortion-rights groups argued that they curtail women's reproductive rights.","republicans largely supported the bills saying they",8,"protect","really","need",NA,NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3055","Online discussion boards for parents are filled with can-you-believe-it tales of American Girl dolls, VIP baseball tickets and cooking kits for all guests. ""Once the birthday present I bought for the b-day child was the same exact thing as the goody bag! awkward!"" read one post on urbanbaby.com (the gift, the poster said, cost $35).","online discussion boards for parents are filled with canyoubelieveit tales of american girl dolls vip baseball tickets and cooking kits for all guests once the birthday present i bought for the bday child was the same exact thing as the goody bag awkward read one post",47,"on","blog","office","back","well",NA,NA,NA,NA,0.0200000000040745,FALSE,NA,NA
"3056","Meyer believes he has learned some lessons.","meyer believes he has learned some",7,"lessons","lot",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"3057","Its contract of carriage spells out Southwest's obligations when you're turned away at the gate, a process referred to as involuntary denied boarding. Check out section 9 under ""Service Interruptions.""","its contract of carriage spells out southwests obligations when youre turned away at the gate a process",18,"referred","of",NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA
"3058","Bafaro said Lave never wavered in the difficult final inning.","bafaro said lave never wavered",6,"in","get","know","seen","thought","really","forget","made","heard",0.0299999999988358,FALSE,"gets","happened"
"3059","As Lisa struggles to articulate her culpability, and atone for it, this tempestuous 17-year-old sucks her mother, friends, and teachers into and through a long teenage tunnel of hell. Is that a ray of light at the end?","as lisa struggles to articulate her culpability and",9,"atone","boyfriend","new","family","husband","atone",NA,NA,NA,0.0500000000029104,TRUE,NA,NA
"3060","Workday is an EPA ""100 percent Green Power Purchaser,"" and its internal Green Team focuses on earth-friendly solutions in everyday professional and personal activities. Workday ranked tops in the midsize business category.","workday is an epa",5,"percent","percent","asked","officials","supervisor","established","response","destroying",NA,0.0299999999988358,TRUE,NA,NA
"3061","""I was appalled and jumped. I immediately went to the other side of the room,"" she wrote in her complaint.","i was appalled",4,"and","number","hasnt","jumped",NA,NA,NA,NA,NA,0.0100000000020373,FALSE,NA,NA
"3062","Other studies have found that heart attack patients who go through exercise-based rehabilitation reduce their risk of dying by about 30%.","other studies have found that heart",7,"attack","disease","just","card","open","failure","hurts","shaped","speedskating",0.0299999999988358,FALSE,"week","day"
"3063","JPMorgan Federal MMF/Morgan 157.1 48 0.04 0.04 JPMorgan Liquid Assets MMF/Cl C 398.1 46 0.01 0.01 JPMorgan Liquid Assets MMF/E*Trade 193.8 46 0.05 0.05 JPMorgan Liquid Assets MMF/Inv r h 571.8 46 0.01 0.01 JPMorgan Liquid Assets MMF/Morgan 2,916.7 46 0.01 0.01 JPMorgan Liquid Assets MMF/Service h 162.6 46 0.02 0.02 JPMorgan Prime MMF/Eagle 827.7 43 0.02 0.02 JPMorgan Prime MMF/Investor r h 593.8 43 0.02 0.02 JPMorgan Prime MMF/Morgan 2,659.1 43 0.02 0.02 JPMorgan Prime MMF/Service h 1,464.3 43 0.02 0.02 JPMorgan US Govt MMF/Investor r h 4,677.6 51 0.01 0.01 JPMorgan US Govt MMF/Morgan 2,218.9 51 0.01 0.01 JPMorgan US Govt MMF/Service h 896.4 51 0.01 0.01 JPMorgan US Treas Plus MMF/Cl C 194.4 42 0.03 0.03 JPMorgan US Treas Plus MMF/Inv r h 410.1 42 0.03 0.03 JPMorgan US Treas Plus MMF/Morgan 632.4 42 0.03 0.03 Janus Govt MMF/Cl D r 195.7 40 0.00 0.00 Janus MMF/Cl D r 1,151.3 34 0.00 0.00 Janus MMF/Cl T 163.3 34 0.00 0.00","jpmorgan",2,"federal","us","liquid","prime",NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"3064","Another operator asked Skopec if he has been drinking.","another operator asked",4,"skopec","help","whether","question","like","follow","call","paint","make",0.0100000000020373,FALSE,"one","said"
"3065","College: University of Missouri (physical therapy)","college university",3,"of","new","north","illinois","missouri",NA,NA,NA,NA,0.0200000000040745,FALSE,NA,NA
"3066","Pennsylvania, for example, posts online its hospital infection rates dating back to 2005. Illinois also has begun reporting infection rates on its ""hospital report card"" website. That state has no plans to purge older data.","pennsylvania for example posts online its hospital infection rates dating back to illinois also has",16,"begun","been",NA,NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"3067","Col. Philip Aguer said Friday that the bombs were dropped late Thursday afternoon. He said two civilians were wounded in the bombings, which took place on the town of Laloba, about 50 kilometers (30 miles) north of the Unity State capital of Bentiu in South Sudan.","col philip aguer said friday that the bombs were dropped late thursday afternoon he said two",17,"civilians","years","weeks","hours","days","new","months","three","different",0.0199999999967986,FALSE,"seasons","games"
"3068","Tickets are $45 per person. Mail your check payable to Lions Veterans Charities Inc. by April 20 to: LVC Treasurer Lion Steve Moore, 1019 Monterey Ave., Foster City, CA 94404. For questions, call co-chairmen Steve Moore at 650-349-5676 or Lion Al Russell at 650-364-1318.","tickets are per person mail your check payable to lions veterans charities inc by april to lvc treasurer lion steve moore monterey ave foster city ca for questions call cochairmen steve moore at",34,"or","jobs","moore",NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"3069","""He used to kick my butt,"" Lester said. ""It kinda stinks it took this long to cross paths again, but what a great event to cross paths at.""","he used to kick my lester said it kinda stinks it took this long to cross",17,"paths","paths",NA,NA,NA,NA,NA,NA,NA,0.0100000000020373,TRUE,NA,NA
"3070","""Alaska is still a frontier world in a lot of ways. The place is so big, double the size of Texas, but with only 700,000 people. With so few people and so much space, there's the opportunity to do anything.""","alaska is still a frontier world in a lot of ways the place is so big double the size of texas but with only people with so",28,"few","many","much",NA,NA,NA,NA,NA,NA,0.0500000000029104,FALSE,NA,NA
"3071","Wornum was also vulnerable because earlier in the season, he had taken a strategic risk, and chose to send two of his teammates, Jay and Jennifer, to the rival Red Team. His thinking, he says, was to send the strong Jay-and-Jennifer team away because he believed Jay was planning to send Wornum, his father, or Black Team leader Marci home.","wornum was also vulnerable because earlier in the season he had taken a strategic risk and chose to send two of his teammates jay and jennifer to the rival red team his",33,"thinking","will","leader","won","year","going","one","playing","started",0.0299999999988358,FALSE,"member","along"
"3072","To serve, spoon stew into bowls and top with dollop of Herbed Yogurt.","to serve spoon",4,"stew","lord","purpose",NA,NA,NA,NA,NA,NA,0.0299999999988358,FALSE,NA,NA
"3073","Evening With Santa: Bring a camera for a picture with Santa and tell him your holiday wishes; enjoy milk and cookies; and make arts and crafts. Parents must accompany children. 6:30-8:30 p.m. Fri, Dec. 16. Conestoga Recreation & Aquatic Center, 9985 S.W. 125th Ave., Beaverton; $7 per child, free for adults; registration required; www.thprd.org or 503-629-6313","evening with santa bring a camera for a picture with santa and tell him your holiday wishes enjoy milk and cookies and make arts and crafts parents must accompany children pm fri dec conestoga recreation aquatic center sw th ave",41,"beaverton","another","told","st","austin","cleveland","foster","beaverton","nyc",0,TRUE,"scalera","suite"
"3074","Holliday has been in other shows playing other icons, including Mahalia Jackson and Bessie Smith, and she has starred as Big Mama Morton in ""Chicago"" and as the Teen Angel in ""Grease."" Her sizable discography brought her Grammy awards to complement the Tony she won for ""Dreamgirls.""","holliday has been in other shows playing other icons including mahalia jackson and bessie smith and she has",19,"starred","been","just","also","no",NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"3075","I still want you to see the allergist. I might be wrong about the cat. If this is an allergy, the kinds of allergy medicines are many.","i still want you to see the allergist i might be wrong about the cat if this is",19,"an","the","not","what","an","going","so","where","one",0.0300000000061118,TRUE,"how","our"
"3076","The conference, which attracts local and national experts, features 85 trade show exhibitors and 70 workshops with topics including online marketing, financial management, legal strategies and sustainability.","the conference which attracts local and national experts features trade show exhibitors and workshops with topics including online",19,"marketing","activism",NA,NA,NA,NA,NA,NA,NA,0.0199999999967986,FALSE,NA,NA
"3077","The dispensaries -- Fresh Republic, 1335 Broadway, the Hill Cannabis Club, 1121 Broadway, and The Med Shed, 4483 N. Broadway -- were among 25 Colorado dispensaries to receive letters from the U.S. Attorney's Office that gave them until May 7 to shut down.","the dispensaries fresh republic broadway the",7,"hill","may","pm","show","john","hill","stage","among","michael",0.0400000000008731,TRUE,"med","berkley"
"3078","Said Buckeyes' sophomore point guard Aaron Craft: ""It is something you have to get adjusted to and understanding my role might not be scoring, but there are so many other ways to impact a basketball game to help the team be successful. And it's trying to find that and trusting the coaches when they tell you what you should do. It can be tough at times.""","said buckeyes sophomore point guard aaron craft it is something you have to get adjusted to and understanding my role might not be scoring but there are so many",30,"other","other","of","years","people","things","great","different","ideas",0.0199999999967986,TRUE,NA,NA
"3079","Sciamanna, 48, of Macomb Township says he also hopes to participate in area food-truck rallies and special events, and also does catering. The truck is a fully state-licensed commercial kitchen, he says.","sciamanna of macomb township says he also hopes to participate in area foodtruck rallies and special",17,"events","events","treatment","friend","place","education","occasions","character","session",0.280000000006112,TRUE,NA,NA
