"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"131","In recent months, we've received complaints about those charges on British Airways, Air France, Air Canada and Aeromexico, which gets its own update at the end of this column.",2,NA,NA,NA,"in","recent","the","a","for",0,FALSE
"132","Christie said Hendricks’ appointment, which must be approved by the state Senate, fulfills a campaign promise to focus on higher education. Some legislators criticized how long it took the governor to act on that promise.",26,"some","legislators","criticized","how","long","they","much","many",0.0199999999999818,FALSE
"133","Another major element of the push will be online mobilization and Ashton Kutcher, who has more Twitter followers than Obama or Oprah Winfrey, sent off a live ""tweet"" while speaking at the event yesterday encouraging people to go to iparticipate.org and find a venue in which to contribute.",15,"and","ashton","kutcher","who","has","the","are","is",0.0300000000002001,FALSE
"134","Valley 19 12 20 17  68",4,NA,"valley","","","","and","school","stock",0.00999999999976353,FALSE
"135","""It always sounds like an excuse, but there is a strong seasonal element to economic activity,"" he said.",12,"there","is","a","strong","seasonal","of","to","in",0.0199999999999818,FALSE
"136","Dwyer said the chief would be open to a civilian expert ""supplementing but not necessarily replacing"" officers in the unit.",10,"be","open","to","a","civilian","the","of","a",0.0300000000002001,FALSE
"137","""We won't be able to make our bills if these budget cuts go through,"" Martin said. ""That's going to happen to so many people. Their loved ones are going to be in a nursing home and it's going to cost the state more money.""",28,"people","their","loved","ones","are","own","are","to",0.0199999999999818,TRUE
"138","This was the first time I had seen such a sunset. I thought I would have to travel to some exotic place to see the sun dip under a watery horizon - maybe the West Coast or the Caribbean or even the South Pacific. But here I was, knee-deep in a Canadian lake I had never heard of, watching the most beautiful and amazing sunset I had ever seen.",36,"","maybe","the","west","coast","of","and","to",0.00999999999976353,FALSE
"139","Police said the man entered the Provident Bank on Amboy Avenue at 1:30 p.m. Monday, handed a note to a teller demanding money, grabbed the cash, walked out and fled on foot.",15,"avenue","at","","pm","monday","the","a","home",0.0300000000002001,FALSE
"140","TRIAD HAS WON 10 STRAIGHT",3,NA,NA,"triad","has","won","a","to","been",0.0199999999999818,FALSE
"141","Cheerleading's catastrophic injuries -- ranging from a fractured spine to death -- have crept up in recent years to a peak of 11 nationwide in 2005-06. More than 65 percent of all catastrophic injuries to female high school athletes in the past quarter-century have been in cheerleading, according to an annual catastrophic injury report by the University of North Carolina's Frederick O. Mueller.",57,"injury","report","by","the","university","of","and","to",0.0199999999999818,FALSE
"142","NEW BRUNSWICK — Though no final decision has been made, there may not be enough evidence in the Rutgers University internet voyeurism case to upgrade the charges to a hate crime, Middlesex County Prosecutor Bruce Kaplan said today.",10,"final","decision","has","been","made","a","in","to",0.0300000000002001,FALSE
"143","""It would be an injustice to incarcerate this young man for a year for an isolated act, one violation,"" said Bell. ""Up until now, he’s led a law-abiding life.""",3,NA,NA,"it","would","be","is","was","have",0.00999999999976353,FALSE
"144","Police said Martin was severely injured in the crash and was taken to Lake West Medical Center in Willoughby. She was transferred to the MetroHealth Medical Center, where she later died.",29,"metrohealth","medical","center","where","she","you","she","the",0.0199999999999818,TRUE
"145","""I feel like this is a genuine World Series contender. And I'm not just saying that. I really in my heart believe that. I'm not trying to be like (New York Jets coach) Rex Ryan, putting something out there and trying to make everybody mad. I feel like we have a great team.""",36,"jets","coach","rex","ryan","putting","putting","torain","may",0.0100000000002183,TRUE
"146","Now that NBC's ""Today"" show's 852-week winning streak in the ratings has been snapped, morning shows are having difficulty generating more than a one-week streak. ABC's ""Good Morning America"" topped the ""Today"" show in viewers last week for the second time since 1995. The week before, ""Today"" had recovered first place after losing it for the first time in more than 16 years.",46,"since","","the","week","before","of","and","to",0.0199999999999818,FALSE
"147","Traditional menus might include seafood salads, broccoli rabe with clams or anchovy, pasta with anchovies, pasta with lobster, shrimp, crab or clams, and any number of braised and roasted fish. Salt cod (baccala), a staple of many Southern regional traditions, also makes a frequent appearance, sometimes with cauliflower, pine nuts and raisins. The centerpiece for many of these feasts is roasted eel, especially in Rome, where it was sometimes prepared over an open fire.",60,"many","of","these","feasts","is","the","a","his",0.0299999999997453,FALSE
"148","inhaling a substance that has more than 150 compounds in it, as marijuana has, is not going to be a health boon for the lungs. The pleasant feeling, giddiness and relaxation that are the attraction of smoking marijuana come from tetrahydrocannabinol, THC. What the other 149 compounds do isn't known with great certainty.",3,NA,NA,"inhaling","a","substance","of","to","in",0.0199999999999818,FALSE
"149","What's more, the fire spread to electrical wires that fell. Firefighters monitored the energized lines until PG&E crews arrived to shut off power.",12,"wires","that","fell","firefighters","monitored","the","he","will",0.0100000000002183,FALSE
"150","(Ticker Tape)",2,NA,NA,NA,"ticker","tape","tape",NA,NA,0.0199999999999818,TRUE
"151","In the end, Long was unable to overlook Petrino's repeated failures to disclose details of his affair, noting the following times in his notes:",17,"disclose","details","of","his","affair","the","a","his",0.00999999999976353,FALSE
"152","After 10 batters Edwards has nine strikeouts, a walk and the Cardinals haven't put the ball in play.",15,"the","cardinals","haven't","put","the","of","on","and",0.0199999999999818,FALSE
"153","Multiple demonstrators Sunday expressed sympathy for rank and file police ordered to manage the protesters. Others said they hadn't seen an over reaction by police. ""They're just doing their jobs. Some of them hate it. Some are enjoying it. I didn't see excessive force,"" said Justin M., who fell on hard times in Casper Wyo. and trekked to Denver. The demonstrations have resulted in a mobilization of officers. White said it will be a few days before the amount of overtime pay required is known.",8,"expressed","sympathy","for","rank","and","the","a","and",0.0300000000002001,TRUE
"154","Phil Taylor, Baylor, defensive lineman",4,NA,"phil","taylor","baylor","defensive","defensive","taylor","gordon",0.0199999999999818,TRUE
"155","A mayoral candidate at the time, he said he immediately began trying to pay but received conflicting advice from city tax collectors and the state assessments agency, which administers the credit. ""I tried to pay it today, but they wouldn't let me,"" Conaway said Aug. 23. ""Nobody wanted to take the money.""",44,"wouldn't","let","me","conaway","said","and","is","with",0.0300000000002001,FALSE
"156","The first came toward the end of the 2010 season, when he hit himself on the helmet with his bat in frustration after striking out in a game against the Tampa Bay Rays.",22,"with","his","bat","in","frustration","the","a","for",0.00999999999976353,FALSE
"157","The entire back wall of the recording studio boasts a colorful fish mural, painted by Rebecca's brother, Eric Cox.",6,"entire","back","wall","of","the","the","a","his",0.0300000000002001,TRUE
"158","He was right to be surprised. PALG isn't just merely a ""nonprofit law group"" that ""assists patients in obtaining the benefits they are lawfully entitled to receive,"" as the letter stated. The two attorneys who incorporated PALG -- Edmond DeFrank and Robert Silverman -- have both done legal work for 1-800-GET-THIN.",39,"who","incorporated","palg","","edmond","are","is","lives",0,FALSE
"159","PSE&G reported 271,000 customers without power as of 8:30 this morning. Crews have been working overnight however some customers in Bergen and Essex Counties may not get power restored until Wednesday, the company said.",19,"working","overnight","however","some","customers","of","other","the",0.0299999999997453,FALSE
"160","Dismissing the ""hypocrisy"" of Lautenberg’s comments, Norcross said, ""Aside from the absurdity of his comments, it’s interesting to note that he never expressed these sentiments when he literally begged for South Jersey’s support in all of his campaigns for re-election.""",11,"norcross","said","aside","from","the","the","a","to",0.0399999999999636,TRUE
