"","origLine","wordsToPredictBy","wordNoToTest","testWord","prediction1","timeToPredict","Correct"
"6829","Juice of 1 lemon, plus 1 sliced lemon","juice of lemon plus",5,"sliced","to",0.0100000000002183,FALSE
"6830","All the kids were engaged in playing for the whole period. Some of them asked ""Can we play this again?"" which blew my mind. I intended to do an exit assessment but didn't, so I'll give it to them at the beginning of class tomorrow and see what they retained. If I made new games, I would make the Statement Cards a different color from the T/F cards for easier sorting. It also needs an awesome, catchy name! But I haven't thought of anything worthy yet.","all the kids were engaged in playing for the whole period some of them asked can we play this again which blew my mind i intended to do an exit assessment but didnt so ill give it to them at the beginning of class tomorrow and",47,"see","morning",0.0199999999986176,FALSE
"6831","I cannot bear this chain that clung to me as I implored for your love","i cannot bear this chain that clung",8,"to","the",0.0300000000006548,FALSE
"6832","‘Does this heightened awareness of racism help to stamp it out? Quite the opposite. It creates a climate of suspicion and anxiety.’ The Act compelled 43,000 public authorities, including schools and churches, ‘to promote good relations between persons of different racial groups’. Details of the incidents are logged on databases.","‘does this heightened awareness of racism help to stamp it out quite the opposite it creates a climate of suspicion and anxiety’ the act compelled public authorities including schools and churches ‘to promote",34,"good","to",0.0100000000002183,FALSE
"6833","How did this mocking abuse of a handful of venerable Far Eastern notes begin?","how did this mocking abuse of",7,"a","of",0.0200000000004366,FALSE
"6834","The physical absorption process was begun by a simple touch and was irreversible. The faces of his victims could be seen embedded in his flesh and retain their identity and consciousness for several days at least, but are also able to access the creature's own thoughts. As previously noted, the Abzorbaloff also required the use of a limitation field (disguised as part of Kennedy's cane or the cane itself) to keep his absorption ability in check.","the physical absorption process was begun by a simple touch and was irreversible the faces of his victims could be seen embedded in his flesh and retain their identity and consciousness for several days at least but are also able to access the creatures own thoughts as",48,"previously","and",0.0299999999988358,FALSE
"6835","In college I painted coolers for ""fun"" money. I cannot tell you how many friends I helped out for their Greek mountain weekend getaways. It was easy money for me, and I loved doing it! I wish painted coolers were still ""cool"" among my grown-up friends. Sure would be nice to make some extra cash. Ho hum.","in college i painted coolers for fun money i cannot tell you how many friends i helped out for their greek mountain weekend getaways it was easy money for me and i loved doing it i wish painted",39,"coolers","to",0.0200000000004366,FALSE
"6836","Okay, okay, okay. So, has she woken up and told him she was unfaithful? No. Has he encountered someone from her past who has knowledge of some dalliance? No, not that either. Nothing has changed apart from a meeting with the psychologist:","okay okay okay so has she woken up and told him she was unfaithful no has he encountered someone from her past who",24,"has","few",0.0300000000006548,FALSE
"6837","Pictures and stories to come next week when I finally get a chance to breathe (not complaining - like I said, I wouldn't change a thing about it).","pictures and stories to come next week when",9,"i","and",0.0299999999988358,FALSE
"6838","- So Gaz Holgate - who just happens to be one of my favorite players from the Philippine Volcanoes rugby team - is in Manila right now, and will be staying in the country for the next two weeks for a working vacation. I'm too old for him, so I'll have to crush at a safe distance (or at least through Twitter and Jessica Rules The Universe), but there are two reasons why I'm in full swoon: He bears a passing resemblance to Colin Farrell, and speaks with a lovely Welsh accent.","so gaz holgate who just happens to be one of my favorite players from the philippine volcanoes rugby team is in manila right now and will be staying in the country for the next two weeks for a working vacation im too old for him so ill have to crush at a safe distance or at least through twitter and jessica rules the universe but there",67,"are","the",0.0200000000004366,FALSE
"6839","There’s something about Spring that makes me itchy – not just because of allergies. I feel as if I need to get busy, send stories out into the ether and writing contests have always appealed. Why? Prize money, mostly. Who wouldn’t be lured by the prospect of a $3,000 first prize. Also, there is the appeal of exposure and possible publication. Then there’s always that desperate need to please, to be loved, and to be showered with accolades…","there’s something about spring that makes me itchy – not just because of allergies i feel as if i need to get busy send stories out into the ether and writing contests have always appealed why prize money mostly who wouldn’t be lured by the prospect of a first prize also there is the appeal of exposure and possible publication then there’s always that desperate need to please to be loved and to be",75,"showered","have",0.0400000000008731,FALSE
"6840","I had a meeting today--it always amuses me to see art faculty in meetings, because EVERYONE is drawing. Well, except for the department head...but someone has to lead the meeting while the rest of us draw. I guess that's why they get paid the big bucks.","i had a meeting todayit always",7,"amuses","of",0.0199999999986176,FALSE
"6841","How does knowledge of racial stereotypes influence our behavior? Can we limit their influence? I will answer these questions in Part II of ""An Inconvenient Truth.""","how does knowledge of racial stereotypes influence our behavior can",11,"we","the",0,FALSE
"6842","what a dick he is","what",2,"a","you",0,FALSE
"6843","1/3 cup freshly grated Parmesan","cup freshly",3,"grated","made",0.0300000000006548,FALSE
"6844","James Clark is a master at multitasking. Before becoming a Silicon Valley giant, he was known as a man who pursued his ambitions through every possible opportunity he could take.","james clark is a master at multitasking before becoming a silicon valley giant",14,"he","the",0.0499999999992724,FALSE
"6845","The Monitor, which was not built for the open ocean, sank in December in a storm off of Cape Hatteras while being towed south for blockade duty.","the monitor which was not built for the open ocean sank",12,"in","there",0.0300000000006548,FALSE
"6846","I. READ THE THREE PASSAGES IN THE GOSPELS","i read the",4,"three","same",0.0200000000004366,FALSE
"6847","I’m sure you’ve guessed, by the cheesy title, that this post will be about home. But ever since I’ve moved to Pittsburgh, it’s been difficult for me to explain the way Hawaii is a part of me. It’s not just a place, it’s a piece of my personality. So, in addition to being about home, this post will also attempt to puzzle out what “home” means–for me at least. And perhaps even if you are not from Hawaii, you will know what I mean when I talk about the feeling of home.","i’m sure you’ve guessed by the cheesy title that this post will be about home but ever since i’ve moved to pittsburgh it’s",24,"been","in",0.0299999999988358,FALSE
"6848","Aero eff ratio: Low","aero eff",3,"ratio",NA,NA,FALSE
"6849","The Government would receive €15,000 in VAT on foot of each such purchase and, assuming total transaction value in line with that devised in the preceding paragraph, the likely inflow to the Exchequer would be about €550m.","the government would receive � in vat on foot of each such purchase and assuming",16,"total","the",0.0100000000002183,FALSE
"6850","Here´s Christy! She´s so cuuuute!","here�s christy she�s so",5,"cuuuute","had",0.0300000000006548,FALSE
"6851","3. In a blender, puree strawberries in syrup with a bit of water.","in a blender puree strawberries",6,"in","onto",0.0299999999988358,FALSE
"6852","I don't mean to push out 2011 since October just started but it is the end of the year for aaduna as a publication. The fall issue, which is our last issue of the year, is now available at http://www.aaduna.org/ and we are accepting submissions for the First Anniversary/winter 2012 issue scheduled for launch on February 28th. The submissions deadline is November 13 and more detailed information is available on the website.","i dont mean to push out since october just started but it is the end of the year for aaduna as a publication the fall issue which is our last issue of the year is now available at wwwaadunaorg and we",42,"are","the",0.0200000000004366,FALSE
"6853","I offered it up for the smashing;","i offered it up",5,"for","was",0.0499999999992724,FALSE
"6854","This final step may be difficult to see on the photo but it really important to make your image stand out, using Old Photo ink (the smallest amount possible on the brush) just draw a tiny line around the outline of the face hair, apron and spoon. Then pick up a small amount of Worn Lipstick mixed with Tea Dye and so the same on the Dress, Shoes and Scarf","this final step may be difficult to see on the photo but it really important to make",18,"your","the",0.0300000000006548,FALSE
"6855","You have no idea how much I laugh at that scene and since then on, no matter how stupid and convenient Code Geass is, I forgive it. I treat Code Geass as some cute little kid who tried very hard but failed. That, I find to be very endearing.","you have no idea how much i laugh at that scene and since",14,"then","the",0.0100000000002183,FALSE
"6856","I'm totally going to learn to garden when we ever get into a house!","im totally going to learn to garden when we ever get into a",14,"house","the",0.0200000000004366,FALSE
"6857","Suddenly the charts became a whole heck of a lot more meaningful and powerful.","suddenly the charts became a whole heck of a",10,"lot","the",0.0299999999988358,FALSE
"6858","Yesterdays MacMillan coffee morning at the garden center was a little disappointing, I only sold 2 Martha Stewart punches, so will instead make another personal donation to the charity. Will also be running a blog candy on my Jazzlins Designs Blog soon for this charity. Please be sure to join in, by keeping an eye out here.","yesterdays macmillan coffee morning at the garden center was a little disappointing i only sold martha stewart punches so will instead make another personal donation to the charity will also be running a blog candy on my jazzlins designs blog soon for this charity please be sure to",49,"join","the",0.0300000000006548,FALSE
"6859","But this street fight isn’t over by any means. The political brains and experience at Zuma’s disposal mean Malema will probably be out-gunned in the end, one way or another.","but this street fight isn’t over by any means the political brains",13,"and","and",0.0599999999994907,TRUE
"6860","Answer: Margaret Thatcher Speech at 2nd World Climate Conference November 1990. Now of course she does also say No-one can yet say with certainty that it is human activities which have caused the apparent increase in global average temperatures. But that was seventeen years ago, and today we have much more consensus among scientists, as the latest IPCC reports demonstrate.","answer margaret thatcher speech at nd world climate conference november now",12,"of","is",0.0200000000004366,FALSE
"6861","Then I started thinking of myself. I've been having a really hard time of things lately, and I just haven't been able to make them anything but worse. I went down to the river, actually, to clear my mind; to let the currents wash away all of the bad. And that's when I saw it, and that's when it hit me.","then i started thinking of myself ive been having a really hard time of things lately and i just havent been able to make them anything but worse i went down to the river actually to clear my mind to",41,"let","blog",0.0300000000006548,FALSE
"6862","Waste of money!","waste of",3,"money","the",0.0199999999986176,FALSE
"6863","Jacket: Zara","jacket",2,"zara","and",0,FALSE
"6864","Don't let them boss you around or cloud your judgement. This IS the only way, and they all know it, you know it. F isn't just a letter, there are no girls on Earth besides Mindy and your life is over now. Repeat this mantra daily before and after breakfast, lunch and dinner and you'll be firm as a rock in your beliefs.","dont let them boss you around or cloud your judgement this is the only way and they all know it you know it f isnt just a letter there are no girls on",34,"earth","and",0.0300000000006548,FALSE
"6865","Practically speaking, the French are more likely to associate the name of St. Sylvestre with oysters and champagne than any church doctrine. As you can see, both are being offered on tonight's menu at this mid-priced Parisian restaurant. Neither will be on my table tonight and my guess is that we will be in bed before 10. And that suits me just fine. For those of you with more ambitious plans, enjoy and be safe.","practically speaking the french are more likely to associate the name of st sylvestre with oysters and champagne than any church doctrine as you can see both are being offered on tonights menu at this",36,"midpriced","the",0.0300000000006548,FALSE
"6866","It is in our nature to stay in our comfort zone where is it safe and predictable. So if we fall below the lower end of our comfort zone we scramble to get back into it. For example, if you are used to earning $500 a week and an unexpected bill comes in meaning you have to pay $100 more than you are used to. Because you are now outside of your comfort zone, you will feel unsafe and will flounder until you get back into your comfort zone (i.e. next pay day).","it is in our nature to stay in our comfort zone where is it safe and predictable so if we fall below the lower end of our comfort zone we scramble to get back into it for example if you are used to earning a week and an unexpected bill comes in meaning you have to pay more than you are used to because you are now outside of your comfort zone you will feel unsafe and will flounder until you get back into your comfort zone",88,"ie","of",0,FALSE
"6867","Now that my children are in school I feel like my gift list has grown and its hard to figure out what to get. Carolina pad has some of the best and most affordable Holiday Gift ideas.","now that my children",5,"are","life",0.0299999999988358,FALSE
"6868","I glued the Vincent Price shrinky dink onto a rectangular piece of wood that I had painted. Then I embossed the whole thing. I put it on my Dremel Work Station and drilled a hole in the top. (Since doing this, Reg has got me clamps to keep my accident-prone-fingers out of the way. Thanks babe! ;)","i glued the vincent price shrinky dink onto a rectangular piece of wood that i had painted then i embossed the whole thing i put it on my dremel work station and drilled a hole in the top since doing this reg has got me clamps to keep my accidentpronefingers out of",53,"the","of",0.0300000000006548,FALSE
"6869","This year the lavender is thriving . . . it must think it got transplanted to Provence.","this year the lavender is",6,"thriving","same",0.0300000000006548,FALSE
"6870","But it’s not all fun and games. Are you ready for the sad part of this post?","but it’s not all fun and games are you ready for the",13,"sad","the",0.0299999999988358,FALSE
"6871","A joint-venture (JV) project between ZACD Investments Pte Ltd and Capital Development Pte Ltd, it is situated at Punggol Field Walk and is within close proximity to the Coral Edge LRT station.","a",2,"jointventure","few",0.0200000000004366,FALSE
"6872","My apologies to my loyal followers. For the last month my life has been in disarray with a few major changes. A new, but temporary job… a new residence in a new neighborhood… medical issues… little to no Internet access and car problems have stymied my writing efforts of late. To say the least my posts have not been as frequent as I had hoped. But, with money coming in and Internet at home expected this week, things are finally looking up. My sincere thanks to all of you that visit here often and especially for your welcomed comments and support. Now on with the blog!","my apologies to my loyal followers for the last month my life has been in disarray with a few major changes a new but temporary job� a new residence in a new neighborhood� medical issues� little to no internet access and car problems have stymied my writing efforts of late to say the least my posts have not been as frequent as i had hoped but with money coming in and internet at home expected",76,"this","and",0.0300000000006548,FALSE
"6873","Anna Gare, is best known as a Judge on Junior Masterchef Australia","anna gare is best",5,"known","the",0.0199999999986176,FALSE
"6874","2006- Donovan McNabb: Suffered a sports hernia in week one. He missed seven games and also had to endure a very public fued with his old pal Terrell Owens. A five time pro bowler, none of McNabb’s pro-bowls occured after his cover season.","donovan mcnabb suffered",4,"a","at",0.0300000000006548,FALSE
"6875","I have then been forced (absolutely forced, you know how much I dislike a night at the movies!) to go see the movie. The only problem that can result from this is that I have no choice….I will have to compare the two to see who came out the victor!","i have then been forced absolutely forced you know how much i dislike a night at the movies to go",21,"see","the",0.0599999999994907,FALSE
"6876","And Kat? Can","and",2,"kat","the",0.0200000000004366,FALSE
"6877","but he survived. and is doing so well, or at least well according to facebook these days.","but he survived and is doing so",8,"well","it",0.0300000000006548,FALSE
"6878","However, at first, I had no idea what to lay down on paper. I had years of art supplies stored in boxes ready to go and a steady flow of energy, but I had no point of view, no reference, no focus. Searching for personal resources that would give me a direction to go in, I stumbled on the idea of simply, and diligently, illustrating my dreams. I recognized that, compared to my waking life, my dream life was completely unscathed by the passage of time or stress; it was rich, deep, and fresh - an inexhaustible revelation. So, illustrating my dreams seemed to be a perfect starting point.","however at first i had no idea what to lay down on paper i had years of art supplies stored in boxes ready",24,"to","of",0.0299999999988358,FALSE
"6879","What A&F has done is to “speak the language of transformation”. In Practices of Looking by Marita Sturken and Lisa Cartwright, they talk about how advertisers “promise consumers…that their lives will change for the better if they buy a…product” (275) and that is exactly what A&F has been doing, but very discretely. They never tell us how bad our lives are, or advertise that they are better, but instead show us pictures of these hellenistic bodies to remind us that we don’t look like that, and we should, so we should buy their clothes (or lack of) to look like they do. So with my transformed ad, it works the same way; If your unhappy with your normal looking boyfriend, come get a new one that looks like this and is 20% off a ridiculously expensive price.","what af has done is to “speak the language of transformation” in practices of looking by marita sturken and lisa cartwright they talk about how advertisers “promise consumers�that their lives will change for the better if they buy a�product” and that is exactly what af has been doing but very discretely they never tell us how bad our lives",60,"are","own",0.0100000000002183,FALSE
"6880","Self says that on one level he would have expected Riddley’s culture not to be literate, yet Riddley and other characters such as the officials at The Ram can read and write. At the same time, he says that it is one of the wonderful things about the book that it is an “entirely believable world entire” in which literacy can exist – it’s not as if Russ simply reproduced an iron-age culture. Did Russ research history prior to writing? “In the first drafts which were in standard English, Riddley was a kind of anthropologist studying his culture. That got tossed out fairly early on and I did what I had done in Kleinzeit, where instead of reading medical dictionaries I made up my own names for things.” Self says he remembers very well the language of Kleinzeit, and they talk tantalisingly briefly about this pre-Riddley book. (The comparison isn’t quite exact though, as in Kleinzeit Russ uses real words such as stretto and hypotenuse in place of medical terms, whereas in Riddley the words are either entirely fabricated or corrupted versions of our own.)","self says that on one level he would have expected riddley’s culture not to be literate yet riddley and other characters such as the officials at the ram can read and write at the same time he says that it is one of the wonderful things about the book that it is an “entirely believable world entire” in which literacy can exist – it’s not as if russ simply reproduced an ironage culture did russ research history prior to writing “in the first drafts which were in standard english riddley was a kind of anthropologist studying his culture that got tossed out fairly early on and i did what i had done in kleinzeit where instead of reading medical dictionaries i made up my own names for things” self says he remembers very well the language of kleinzeit and they talk tantalisingly briefly about this preriddley book the comparison isn’t quite exact though as in kleinzeit russ uses real words such",162,"as","to",0.0300000000006548,FALSE
"6881","In my last post, I gave you the back story of how I wound up taking a Guardian Master Class on novel writing. If you haven't read it yet, you should, or you won't get any of my jokes in this post. (You still might not get the jokes, but it won't be your fault.)","in my last post i gave you the back story of how i wound up taking a guardian master",20,"class","of",0.0399999999990541,FALSE
"6882","(There was pin-drop silence in the lecture theater.)","there was",3,"pindrop","no",0.0100000000002183,FALSE
"6883","Dozens of people were reported fighting at around 12:30 a.m. at or near 75th Street and Western Avenue, Ellison said.","dozens of people were reported fighting at around am at or near",13,"th","the",0.0300000000006548,FALSE
"6884","And who could blame them?","and who could blame",5,"them","be",0.0200000000004366,FALSE
"6885","Tonight I had a date with a Spanish lady.... I started lessons with a classical guitar teacher tonight. It didn't include dinner and a movie but we made sweet music together, the guitar and I, not the teacher LOL. Seriously, when you stop playing, you lose so much of the muscle memory and the callouses are gone. I have some pain to go through in the next few weeks but the end result will be well worth it. I don't have the skills yet so I will share some of what I'm aiming for. Some of you will recognize the first piece in another style.","tonight i had a date with a spanish lady i started lessons with a classical guitar teacher tonight it didnt include dinner and a movie but we made sweet music together the guitar and i not the teacher lol seriously when you stop playing you lose so much of the muscle memory and the callouses are gone i have some pain to go through in the next few weeks but the end result will be well worth it i dont have the skills yet so i",87,"will","much",0.0299999999988358,FALSE
"6886","Leave me a comment if you haven’t given up on me!!!!!!!! :)","leave me a comment",5,"if","few",0.0300000000006548,FALSE
"6887","to the Whirlwind Selector turning","to",2,"the","the",0.0200000000004366,TRUE
"6888","As I never tire of saying, Fusco's pictures are to me the greatest series in American photography, so it's interesting that the film doesn't see things from a photographic perspective. But that's its strength. It simply tells a deeply moving, sometimes shocking, and improbably nostalgic story. It's a worthy companion to Fusco's masterwork and should not be missed.","as i never tire of saying fuscos pictures are to me the greatest series in american photography",18,"so","troops",0.0299999999988358,FALSE
"6889","We lived there four years. We finally moved out when they needed to come in AGAIN and do more tearing down to fix the stuff they didn't fix the first time.","we lived there four years we",7,"finally","ago",0.0100000000002183,FALSE
"6890","First the painting itself: The Way to Calvalry or it is also called The Procession to Cavalry. It’s kind of overwhelming in that so much is going on. But when you get inside of the groupings, and see the activities of these people, then the power of this art work grows exponentially.","first the painting itself the way to calvalry or it is also called the procession to cavalry it’s kind of overwhelming in that so much is going on but when you get inside",34,"of","the",0.0300000000006548,FALSE
"6891","The cultivation of GE Bt brinjal is proposed in some countries across Asia, including India, where there is currently a moratorium on commercialisation, and the Philippines, where field trials are going on. “There are many concerns with GE brinjal, which has been engineered to be resistant to certain insect pests using Bt genes from the soil bacterium Bacillus thuringiensis. These concerns include food safety and possible effects on organisms other than the pest insect (non-target organisms), such as beneficial insects and butterflies.”","the cultivation of ge bt brinjal is proposed in some countries across asia",14,"including","the",0.0499999999992724,FALSE
"6892","That night, I hardly slept a wink. My mind was filled with troubled thoughts and strange emotions. The ghosts in my head were teasing me, taunting me.","that night i hardly slept a wink",8,"my","few",0.0300000000006548,FALSE
"6893","Buff: Hungover? Oh, you mean you're hung over with euphoria.","buff",2,"hungover","that",0.0200000000004366,FALSE
"6894","Things I love about the garden in August?","things i love about the",6,"garden","the",0.0299999999988358,FALSE
"6895","To avoid everything we have learned falling out of his head without taking away his summer fun at centro estivo I'm making flashcards so we can have daily reviews that keep things fresh without taking up loads of time.","to avoid everything we have learned falling out of his head without taking away his summer fun at centro estivo im making flashcards so we can have daily reviews that keep things fresh without taking up loads of",39,"time","of",0.0200000000004366,FALSE
"6896","Designed by the New York architect A. Page Brown in the Beaux Arts style in 1892, the ferry building was completed in 1898. At its opening, it was the largest project undertaken in the city up to that time. Brown designed the clock tower after the 12th-century Giralda bell tower in Seville, Spain, and the entire length of the building on both frontages is based on an arched arcade.","designed by the new york architect a page brown in the beaux arts style in the ferry building was completed in at its opening it was the largest project undertaken in the city up to that time brown designed the clock tower after the thcentury giralda bell tower in seville spain and the entire length of the building on",60,"both","other",0.0300000000006548,FALSE
"6897","I looked, and saw the valley of my soul","i looked and saw the",6,"valley","the",0.0299999999988358,FALSE
"6898","Out of the mouth of this 10 year old child, came just what I needed to hear. As long as I find what gives me passion and try to be good at it....I will live a happy life.","out of the mouth of this year old child came just what i needed to hear as long as i find what gives me passion and try to be good at iti will live a happy",37,"life","few",0.0300000000006548,FALSE
"6899","Sen. Frank Drilon with prosecutors as backup singers: “Count On Me”","sen frank drilon with prosecutors as",7,"backup","the",0.0100000000002183,FALSE
"6900","Yes, Noodle Oodle is a real place.","yes",2,"noodle","we",0.0200000000004366,FALSE
"6901","Anyone out there think I can lose 20 pounds in 40 days? Because right now, my obsession with numbers says that is the goal. Oh and advice on how to do it is always welcome. And yes, I know the basic truth about weight loss: eat less; weigh less.","anyone out there think i can lose pounds in days",11,"because","the",0.0199999999986176,FALSE
"6902","At the micro level, the theory would suggest increasing the ‘supply’ of activist politicians.","at the micro level the theory would suggest increasing the ‘supply’ of activist",14,"politicians","the",0.0300000000006548,FALSE
"6903","to simply be we.","to",2,"simply","the",0,FALSE
"6904","He may have signed the Patriot Act extension, but what about the Mengele torture regimen that Republicans in Congress wanted instituted in the detention centers?","he may have",4,"signed","been",0.0100000000002183,FALSE
"6905","The accident happend between 6:30 and 7 a.m., troopers said.","the accident happend",4,"between","was",0.0299999999988358,FALSE
"6906","So the question is..","so the",3,"question","same",0.0400000000008731,FALSE
"6907","Charles Stokes is one of my favorite people in the world. He is a genius who happens to have cerebral palsy. Charles Stokes is a graduate of North Carolina Central University (Class of 1968). In the summer of 1968, Charles was accepted into a program at Harvard Divinity School for African American ministers involving the Psychology of Religion in 1968. He received a certificate for Forecasting Techniques Using SAS/ETS software, November 1994.","charles stokes is one of my favorite people in the world he is a genius who happens to have cerebral palsy charles stokes is a graduate of north carolina central university class of in the summer of charles was accepted into a program at harvard divinity school for african american ministers involving the psychology of religion in he received a certificate for forecasting",64,"techniques","the",0.0400000000008731,FALSE
"6908","It doesn't seem long since I started the OU module AA100 The Arts Past And Present, but suddenly the end is in sight. I have an essay to hand in next week on the role of the chorus in Greek theatre, then a reflection piece on my studying, and lastly the End of Module Assignment on either pilgrimage as tourism or seaside codes of behaviour.","it doesnt seem long since i started the ou module aa the arts past and present but suddenly the end is in sight i have an essay to hand in next week on the role of the chorus in greek theatre then a reflection piece on my studying and lastly the end of module assignment on either pilgrimage as tourism or",62,"seaside","hotel",0.0299999999988358,FALSE
"6909","As more teachers get used to the technology I expect to make more classroom visits via Skype. We had some technical difficulties for sure. For a while all I could see of the Kentucky school was the ceiling in the cafeteria. And when I saw the video of the Michigan visit I found out there was a delay in my response to their questions. But it was still a very fun morning. And inspiring. Well worth the effort on all our parts.","as more teachers get used to the technology i expect to make more classroom visits via skype we had",20,"some","are",0.0200000000004366,FALSE
"6910","Yea sure, the music on Nana was quite stellar also","yea sure the music on nana was",8,"quite","the",0.0499999999992724,FALSE
"6911","...the struggle of McGregor's character is hauntingly reflective of Polanski's lifelong traumas, from his surviving the Holocaust to, well, his surviving the murder of Sharon Tate and their unborn child. Holed up inside Adam's island manse, subjected to all sorts of security checks, his every behavior scrutinized, McGregor's ghost writer becomes not unlike, yes, a ghost. His is a particularly nerve-jangling existential crisis, and it's one that...could not have been conceived by anyone other than a man that has moved throughout life from one prison to next, many of his own construction.Of course, this is perhaps the kind of biographical correlation Rizov rails against in his IFC post, and certainly not every viewer will necessarily bring that kind of knowledge into the film. I would certainly say that it's not absolutely necessary to have Polanski's troubled history in mind in order to enjoy it. Nevertheless, looking at the film itself and at some of the films Polanski has made in the past, one can sense in The Ghost Writer hints of a consistent personal vision—in other words, an auteurist perspective.","the struggle of mcgregors character is hauntingly reflective of polanskis lifelong traumas from his surviving the holocaust to well his surviving the",23,"of","the",0.0300000000006548,FALSE
"6912","So far, so mildly interesting. But what has caused the Twitterverse and Blogosphere generally to explode is that she said this archiving and preservation (of the contents, not the building) would cost £500,000. She then seemed to be asking for contributions from the public.","so far so mildly interesting but what has caused the twitterverse and blogosphere generally to explode is that she said this archiving and preservation of the",27,"contents","diamonds",0.0300000000006548,FALSE
"6913","Lunch, then ice cream then drinks. Shameless! We weren’t the only travelers with this bright idea during the four day weekend. Needless to explain, traffic was atrocious. So were our appetites. Seated in our favorite little window cove, we scoped the specials menu and decided on the breaded clams, to start. Low and behold: the same crotchety waiter that served us during our last trip appeared in front of us with a not so bitter scowl. He was happy to take our order, this time, and quick to deny us any breaded clams. Short of calling them ‘crap’ he suggested the calamari, noting that The Fishwife was famous for it. We were hesitant, because, you know, it’s fried calamari. And then he served us these –","lunch then ice cream then drinks shameless we weren’t the only travelers with this bright idea during the four day weekend needless to explain traffic was atrocious so were our appetites seated in our favorite little window cove we scoped the specials menu and decided on the breaded clams to start low and behold the same crotchety waiter that served us during our last trip appeared in front of us with a not so bitter scowl he was happy to take our order this time and quick to deny us any breaded clams short of calling them ‘crap’ he suggested the calamari noting that the fishwife was famous",109,"for","the",0.00999999999839929,FALSE
"6914","Just realised this morning I hadn't updated my stitching earlier in the week.","just realised this morning i hadnt",7,"updated","was",0.0400000000008731,FALSE
"6915","Posted by The Uhuru Guru","posted",2,"by","on",0.0100000000002183,FALSE
"6916","I've only read this study's abstract, and clearly this research only looks at a small area of the U.S., but it's interesting in light of the fact that cesarean rates are highest among the privately insured, which has led to concerns about physicians' motives.","ive only read this studys abstract and clearly this research only looks at a small area",17,"of","town",0.0200000000004366,FALSE
"6917","After a month of not sleeping because I was always listening to Lizzy’s breathing, to see if she had choked and needed to be resuscitated again (she even turned blue), I finally cracked. We took her to the ER, and mommy lost it in the exam room. They admitted her, and partly, they admitted me, because I couldn’t monitor her anymore. I needed to let someone else hook machines up to her to watch her around the clock.","after a month of not sleeping because",8,"i","at",0.0299999999988358,FALSE
"6918","Saint Arnold Brewing Company","saint",2,"arnold","is",0.0100000000002183,FALSE
"6919","You'll notice that I positioned the fleece to cover only a small portion of side two, however...","youll notice that i positioned the fleece to cover only a small portion",14,"of","town",0.0300000000006548,FALSE
"6920","With all of the excitement over the new naked palette (Naked 2, very aptly named) I thought maybe I should get a bit more use out of my original. I do love this palette, but I got away from using it for a while. Over the past month I used Sin, Buck, Darkhorse and Virgin (the best highlight shade since...ever?) pretty exclusively. Sin is just about my favourite shadow of all time for use on the inner lid area; it makes my eyes look so bright and big. I'm still on the fence about Naked 2, but chances are it will make it's way to me in the long run.","with all of the excitement over the new palette very aptly named i thought maybe i should get a bit more use out of my original i do love this palette but i got away from using it for a while over the past month",46,"i","few",0.0399999999990541,FALSE
"6921","Dan hopped in after me. The moose made a few more angry hoof-scuffing motions and then trotted off back to the golf course. I finally regained enough wits to realize the driver of the van was the same guy who’d been at the front desk of the time-share’s enclosed swimming pool/rec center. I was so glad to see a familiar face that I almost threw my arms around him.","dan hopped in after me the moose made a few more angry hoofscuffing motions and then trotted off back to the golf course i finally regained enough wits to realize the driver of the van was the same guy who’d been at the front desk of the timeshare’s",49,"enclosed","same",0.0100000000002183,FALSE
"6922","The Bridge on the River Kwai (dir. by David Lean, 1957)","the bridge on the river",6,"kwai","same",0.0599999999994907,FALSE
"6923","Me: ""Yes please. I'll take a double of Crown and ginger.""","me yes please ill take",6,"a","be",0.0400000000008731,FALSE
"6924","One of my favorite readers has radar. Every time I have not posted for a while, she picks up the phone to see what is wrong. She's got a good record! This time, a wretched cold -- just when I thought I had gotten through winter feeling fine. I probably picked it up on the plane, but who knows? Tomorrow, if it is not better, I'll see about getting it checked. Chicken soup hasn't done a whole lot to help.","one of my favorite",5,"readers","life",0.0100000000002183,FALSE
"6925","Do you have a favourite book you have written?","do you have a",5,"favourite","to",0.0300000000006548,FALSE
"6926","Another example that cut deeply for me is a scene when Peter, one of the boys, was at a Christian youth group meeting at someone’s house, and everyone treated him like an alien, and it only reinforced in his mind the idea that he didn’t belong. Of course they meant well, the leader talked about loving people because God loves us even though we do nothing to deserve it. But as they talk about that, and then go into their time of music they don’t even realize how awkward it is for Peter because all this only reinforces the fact that his home is on the other side of the world and he is all alone.","another example that cut deeply for me is a scene when peter one of the boys was at a christian youth group meeting at someone’s house and everyone treated him like an alien and it only reinforced in his mind the idea that he didn’t belong of course they",50,"meant","were",0,FALSE
