"","origLine","wordNoToTest","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction1","prediction2","prediction3","timeToPredict","Correct"
"757","What really pisses me off, is that it has taken until now for the people of this once great nation to take a stand, and that the stand is being taken against white, Christian Europeans. If, instead of Italian and Polish workers, these jobs had been given to non-European immigrants from Africa, Asia or the Caribbean would the Politically correct brain washing have kicked in, and would those now protesting stayed at home to watch “Hustle” or some other Common Purpose approved propaganda with a take away curry. I hope not, but I fear so.",16,"now","for","the","people","of","of","and","the",0.0300000000002001,TRUE
"758","- Cross-curricular strategies",3,NA,NA,"","crosscurricular","strategies",NA,NA,NA,NA,FALSE
"759","A week or so ago, my wife brought home two French movies on DVD, OSS 117: Cairo, Nest of Spies and its sequel, OSS 117: Lost in Rio. They’re spy spoofs, a kind of French Austin Powers series, starring the delightful Jean Dujardin (he won this year’s Best Actor Oscar for The Artist) as the hopelessly out of touch, (almost) hilariously bigoted French spy OSS 117.",37,"kind","of","french","austin","powers","the","a","my",0.0299999999997453,FALSE
"760","and clip their wings.",4,NA,"and","clip","their","wings","i","the","a",0.0199999999999818,FALSE
"761","Don’t be afraid to look around at different stores or internet retailers. Look to see what the prices are at each store before you decide to make a purchase. If you are looking online, don’t forget to add taxes and shipping/handling to your final cost. Amazon and NewEgg might have the same product at the same price, but if Amazon is giving you free shipping, then in the end that is who you should go to.",50,"amazon","and","newegg","might","have","i","the","a",0.0300000000002001,FALSE
"762","In 2002, the American Association of Poison Control Centers launched a nationwide toll-free hotline for prevention and treatment of poisonings. The number is (800) 222-1222. In the case of any suspected poisoning emergency, they can be contacted 24 hours a day.",22,"treatment","of","poisonings","the","number","of","and","the",0.0300000000002001,FALSE
"763","Najib will also need a strong showing in Sarawak and Sabah, where the likes of PBS and Upko insist an RCI into the influx of illegal immigrants is crucial.",16,"where","the","likes","of","pbs","the","of","a",0.0299999999997453,FALSE
"764","Richard Sipe estimates that 9% of U.S. priests have offended, which extrapolates to 9,872 priests nationally….",8,"that","","of","us","priests","the","a","my",0.0199999999999818,FALSE
"765","Seth wanted very badly to say yes. He hated Bill Masterson more than anyone else, and listening to him yell was worse than his mother ever was. The man losing his job would make Seth genuinely happy for once. Instead he shook his head. ""No,"" he whispered.",42,"for","once","instead","he","shook","was","has","the",0.0300000000002001,FALSE
"766","These are a few of my final images from my most recent piece of work looking at my relationship with nature.",20,"looking","at","my","relationship","with","the","and","with",0.0299999999997453,TRUE
"767","So, if you would like me to send you a cute Christmas card, simply send me your postal address and I'll send you one towards the end of November :) I'd email your address to me rather than comment with it below (Esshaych@hotmail.co.uk), as you don't want everyone seeing your address lol!",45,"it","below","esshaychhotmailcouk","as","you","i","the","as",0.0199999999999818,FALSE
"768","One of the world’s most exclusive, luxury clothing brands, Thomas Pink, debuts in South Africa this season with the opening of its first store on African soil at Hyde Park Corner in Johannesburg.",31,"soil","at","hyde","park","corner","the","south","least",0.0300000000002001,FALSE
"769","Reading in dim light is supposed to be bad for you, which is somewhat evidenced by a surviving bedside lamp and book light industry. If not, you've certainly been told to turn on a light when reading in the near-dark. While reading without sufficient lighting can cause eye",12,"be","bad","for","you","which","the","are","can",0.00999999999976353,FALSE
"770","Growing up I have such fond memories of both of my grandmothers.",12,"of","both","of","my","grandmothers","the","a","and",0.0300000000002001,FALSE
"771","About the book -",2,NA,NA,NA,"about","the","the","it","a",0.0199999999999818,TRUE
"772","My last dog, Chase, was a golden retriever (or as I referred to him “Love of my life”). He ate up the adoration. Long before he was fully grown, it became clear he did not realize he was a dog, and I wasn’t going to break it to him…considering I was the one feeding him off my plate and baby-talking to my “Chaser-doodle-puppy-wuppy”. This quintessential family pet was the constant sidekick everyone gathered around at each soccer game to pet and spoil.",60,"off","my","plate","and","babytalking","i","the","a",0.0199999999999818,FALSE
"773","“Child, worry not about the languages of men.",6,"worry","not","about","the","languages","of","and","to",0.0300000000002001,FALSE
"774","Besides, it was time to leave Socorro. Just before he skipped town, some copper swore he saw little green men over a hill on top of a mesa. G-men, the Air-Force and every hack reporter from La La Land to the Big Apple swarmed into the small town.",43,"land","to","the","big","apple","of","the","and",0.0299999999997453,FALSE
"775","As I mentioned in an earlier post, this month I'm Guest Designing for Let's Capture Our Memories. I'm super excited about such a fun opportunity and TODAY my first guest post is up on their blog.",33,"first","guest","post","is","up","a","the","to",0.0300000000002001,FALSE
"776","Never changing who,",3,NA,NA,"never","changing","who","to","the","a",0.00999999999976353,FALSE
"777","What struck me about the two trips being so close together is the clear level of white, entitled anger that permeated fading-Midwestern-resort. The vacationing people on the island were a) clearly quite well off financially and b) supposed to be enjoying a leisurely holiday. Nonetheless, it seemed like every time I turned around all I heard was people obsessing about how they thought Obama had done them wrong and how this country was “on the road to socialism.” They were also numerous, numerous anti-immigrant statements. This occurred despite the fact that the very resort that was catering to them at that very moment clearly depended on immigrant labor. It was astounding to me that an entire island’s worth of people who are so fortunate (especially in a region with the highest unemployment) could continue to demand more and more of the pie. They have everything that they could possibly want and yet it simply wasn’t enough. Much to my horror, they also managed to say that every African-American waiter who served them “looked like Obama.” I find it unlikely that I will ever return to fading-Midwestern-resort.",110,"on","immigrant","labor","it","was","was","is","a",0.0199999999999818,TRUE
"778","When the weather turns cool, I sit in my "" Good Room"" I suppose you could call it my Parlour, I just love to be surrounded by special things! It is definitely worth the effort to make your home beautiful, because it is not just yours, but your familys sanctuary..",9,"cool","i","sit","in","my","the","a","my",0,TRUE
"779","With the long weekend that's comin' up fast",6,"the","long","weekend","that's","comin'","of","and","to",0.0300000000002001,FALSE
"780","This is just a glimpse of my crazy brain. Needless to say I was in an unhealthy state regarding my relationship with food, one that had been taking place for several years prior to coming to Portland.",2,NA,NA,NA,"this","is","is","and","year",0.0199999999999818,TRUE
"781","Our lab instructor told us that most patients won't need help with perineal care and prefer to take care this themselves. As our course packet helpfully suggests, ""Most patients understand what is meant is the nurse simply says, 'I'll give you a washcloth to finish your bath.'"" Later I was saying that suggested phrasing is helpful. Of course someone was going to hear that as suggestive phrasing. Hilarity ensued.",50,"your","bath'","later","i","was","have","to","was",0.00999999999976353,TRUE
"782","Natrol Product $2/1 - expires 2/28/2011",4,NA,"natrol","product","","","is","product","a",0.0199999999999818,FALSE
"783","Erik Schurink",2,NA,NA,NA,"erik","schurink",NA,NA,NA,NA,FALSE
"784","I wrapped a few with burlap and string and placed them",7,"a","few","with","burlap","and","the","a","of",0.0300000000002001,FALSE
"785","I wanted to make a mini version of the tart, I've always liked mini everything as I think it is prettier. The tart dough I had was from Pierre Herme recipe, same one as I used in this lemon tart. I used the same recipe for the passion fruit cream, just substituted passion fruit for the lemon. As expected, the resulting cream is bursting with passion fruit flavor and as smooth as it can be. I made the leftover joconde and cream and raspberry jelly to make the cake version of it and it is equally good!",87,"and","raspberry","jelly","to","make","the","be","a",0.0300000000002001,FALSE
"786","Yet, this simple concept of right and wrong gets muddled by differing ideas about religion, patriotism, economics and many other divisions. The “just war” rule has crumbled under the ambitions of empires throughout history. The American-led Anglo Saxon empire is no different.",21,"economics","and","many","other","divisions","the","i","a",0.0299999999997453,FALSE
"787","Here is where my Ladies in Waiting: Red Arm Warmers is taking me. I am going to paint the edges of the blocks black (i think...still undecided on that one) and attach glass to the front with the help of my handy husband.",11,"waiting","red","arm","warmers","is","and","for","list",0.0199999999999818,FALSE
"788","Or it might mean having a serious go at self-publishing. Many are seizing the opportunity to publish or re-publish their own books. For some, this is a bold and exciting step forward. For others it may be a last resort. Either way, some authors are beginning to do very well from it.",48,"authors","are","beginning","to","do","the","be","a",0.0300000000002001,FALSE
"789","My father and old brother just stood off to the side, saying little. ""My little brother is going to be so much cooler and funnier than me."" my brother remarked prophetically.",29,"funnier","than","me","my","brother","and","life","to",0.0299999999997453,FALSE
"790","Its even worse when you’re knee-deep – and in head first.",3,NA,NA,"its","even","worse","the","more","if",0.0199999999999818,FALSE
"791","1 climbing",2,NA,NA,NA,"","climbing",NA,NA,NA,NA,FALSE
"792","We want to you share this special character or book/series with us and your followers. Tell us about them: share pictures, passages, quotes, excerpts, etc. Then offer that book as a giveaway to share the love. We all want the chance to be besotted, carried away, and/or charmed. So, introduce us to that special character that has left you love-struck.",41,"we","all","want","the","chance","of","and","to",0.0300000000002001,FALSE
"793","In true optimist fashion, I've decided to post a few of the things I'm most looking forward to about our move.",10,"decided","to","post","a","few","of","the","lot",0.0299999999997453,FALSE
"794","After all the company, which is largely owned by Taib’s cousin and nominee, multi-millionaire Hamed Sepawi, has produced a series of financial losses in the state.",24,"series","of","financial","losses","in","the","a","my",0.0100000000002183,FALSE
"795","While he was at the hospital, all the hospital staff, especially the nurses love to talk and entertain him … he was simply adorable … always like to mimic them, smile at them sweetly even though he was sick. He loves to chat with them while they cleaned him up or inserted medicine thru his drip.",46,"to","chat","with","them","while","the","a","be",0.0399999999999636,FALSE
"796","She motivates",2,NA,NA,NA,"she","motivates","was","is","to",0,FALSE
"797","I had some goals to workout just as much and eat well on my week off Feb. weight loss challenge. I however did not stick to them. I let stress get to me and had a few days where I ate some junk food and drank a couple sodas. I also only exercised about three of the days. I surprisingly lost a half a pound still even on my week off. So I am thinking building some muscle doing more strength training is helping me burn calories easier. I am totally ready for this challenge again. So I am going to blog once again while I am doing the 21 Day Mommy Bloggers Weight Loss Challenge, sponsored by Dustin Maher.",55,"also","only","exercised","about","three","the","it","a",0.0199999999999818,FALSE
"798","“You have no right to claim shamanhood. Do you mean to betray your oaths as a witch?” the voice mocks. “What sort of vows were they, to be broken like this?”",4,NA,"you","have","no","right","a","to","been",0.0299999999997453,FALSE
"799","Morello: What was yesterday?",4,NA,"morello","what","was","yesterday","a","to","the",0,FALSE
"800","One of the many reasons I started this blog was to connect with people and share stories and info about running. It’s mostly been one-way but I get that people are scared to share their stories and comments. I get it, I was like that. But this little exercise in public writing has helped me quite a bit. And I’ve connected with people who I wouldn’t have otherwise. So it’s not all bad!",19,"and","share","stories","and","info","i","the","a",0.0300000000002001,FALSE
"801","And that strength is even more available to us today, because God has expressed his character most vividly in Christ (Heb. 1:1-3).",4,NA,"and","that","strength","is","i","the","was",0.00999999999976353,FALSE
"802","Yet, ironically as Jamaican sprinters are finding success by flocking to their country's top sprint coaches in droves, we here in the US seem to be slipping as our athletes are running the other way from our top coaches! Spearmon had great success with Braumann, but left to train with his father. Carter began having success with Holloway (in spite of injury) but left. Wariner was seemingly on his way to the WR in the 400 but left Hart - and my grapevine says that Sanya Richards is considering a similar move. Does anyone think that the Lakers will be getting rid of Phil Jackson any time soon? I didn't think so.",22,"droves","we","here","in","the","the","a","my",0.0399999999999636,TRUE
"803","Luke kept trying to fall over. No matter how many times we told him to stay put, he just couldn't keep his feet in the boat. Then, he noticed that he had splashed a bunch of water into the boat so he grabbed our DRY towel and began sopping up the water. Aaggh! We tried to explain to him that it was OK for there to be water in the bottom of the boat. I should have just thrown him overboard...",32,"he","noticed","that","he","had","was","the","i",0.0399999999999636,FALSE
"804","* Hydrologists",2,NA,NA,NA,"","hydrologists",NA,NA,NA,NA,FALSE
"805","The pragmatic and the ideal are one and the same.",3,NA,NA,"the","pragmatic","and","of","and","to",0,TRUE
"806","“Can I tell you something?” I asked him.",4,NA,"can","i","tell","you","have","to","was",0,FALSE
"807","Praguer Lager: (***) German malts; sweet and fruity; light; refreshing; dark but clear amber color; crisp.",8,"german","malts","sweet","and","fruity","i","the","a",0.0300000000002001,FALSE
"808","I eventually ended up running the 2010 Chicago Marathon and the 2011 Chicago Marathon as well – both for charities. I figured that if was going to run, I might as well run for a great cause, since I knew it drove and inspired me. I eventually ended up loving distance running, mainly because I’m able to run free and enjoy and appreciate the world around me, not to mention, God gave me the ability to do so, and I don’t want to take that for granted.",30,"going","to","run","i","might","to","have","was",0.0399999999999636,FALSE
"809","Article and images by José Soto",2,NA,NA,NA,"article","and","the","on","should",0.0100000000002183,FALSE
"810","At the guide’s feet was a thin, white line, perhaps two inches wide, that was comprised of some kind of granular powder. It stretched off in either direction, curving away into the fiery haze of the silent, dead wood. “Is that salt?” Stolik asked, nudging it with his toe.",2,NA,NA,NA,"at","the","the","least","a",0,TRUE
"811","Pacific National Exhibition Park, Vancouver, Canada - April 8th, 1975 source #1",4,NA,"pacific","national","exhibition","park","giant","kelp","symphony",0.0199999999999818,FALSE
"812","A whole bunch",2,NA,NA,NA,"a","whole","of","lot","and",0.00999999999976353,FALSE
"813","What it is most famous for though is solving difficult situations. Can’t figure out whose turn it is to pick up dog poop? Rock, paper, scissors. Can’t remember who’s supposed to do the dishes? Rock, paper, scissors. One kid claims another kid cut him in line but you don’t know who to believe? Rock, paper, scissors.",31,"cant","remember","whos","supposed","to","to","be","get",0.0199999999999818,TRUE
"814","I have a love/hate relationship with money.",6,"have","a","lovehate","relationship","with","of","lot","with",0.0300000000002001,TRUE
"815","“You can re-use the covers and switch up the insert so you are saving on laundry and energy.”",14,"insert","so","you","are","saving","a","the","are",0.00999999999976353,FALSE
"816","John G. Farrell, 32, New York, N.Y.",3,NA,NA,"john","g","farrell","would","really","found",0.0199999999999818,FALSE
"817","what exactly does it mean to be well behaved and do I stand firm in those definitions?",2,NA,NA,NA,"what","exactly","i","is","the",0,FALSE
"818","It was a good week for mail. It's starting to trickle back in a little faster than it was a couple of weeks ago, thank goodness!",9,"week","for","mail","it's","starting","the","a","not",0.0300000000002001,FALSE
"819","Oh, it’s WandErection, I mean, One Direction… Never heard of them…",5,"oh","its","wanderection","i","mean","have","to","was",0.0299999999997453,FALSE
"820","Baldrick: ""What I want to know sir is before there was a Euro there were lots of different types of money that different people used. And now there's only one type of money that the foreign people use. And what I want to know is, how did we get from one state of affairs to the other state of affairs""",50,"how","did","we","get","from","have","to","the",0.0199999999999818,FALSE
"821","I couldn't find a tester at the time, so I hoped for the best.",3,NA,NA,"i","couldn't","find","have","to","was",0.0100000000002183,FALSE
"822","Story content will have everything to do with three little boys deciding to color Easter eggs without me. I told them we would would color eggs when I came back from the grocery store. They called me on my cell while I was shopping to say they decorated the eggs without me. They were so proud.",28,"would","color","eggs","when","i","i","the","we",0.0399999999999636,TRUE
"823","Police Sirens can already be heard, as she starts the car and with a…",2,NA,NA,NA,"police","sirens","of","force","sirens",0,TRUE
"824","Did you know that the Rice Lake Public Library offers Kindles and Nooks that you can borrow? The library has loaded these eReaders full of books, so you’re almost sure to find something you haven’t read before. You can borrow a library eReader for three weeks! At this time, there is a waiting list for one of these devices. If you would like to reserve one, please call or visit the library Reference Desk. We will need to know your library card number.",52,"this","time","there","is","a","a","the","to",0.0300000000002001,TRUE
"825","in order to fly towards sunlight, freedom and discovery like a butterfly.",10,"sunlight","freedom","and","discovery","like","i","the","a",0.0299999999997453,FALSE
"826","I wonder what Kevin Donlan has in mind when he speaks of “a new model for a new day.” I have finished a careful study of the new Rwandan canons and the Anglican Mission canonical charter. They evidence the strong influence of the Roman Catholic Code of Canon Law in language, doctrine, norms, and principles. In a number of places the Rwandan canons clearly are repudiation of the Thirty-Nine Articles and of authentic historic Anglicanism, and embrace in their place the dogmas of the Council of Trent. The provisions governing the relationship of the Rwandan Primate with Anglican Primatial Vicar Chuck Murphy are based upon the provisions of the Roman Catholic Code of Canon Law governing the relationship of the Pope to lesser bishops of the Roman Catholic Church. This causes me also to wonder what part Donlan himself played in their formulation.",86,"dogmas","of","the","council","of","of","the","and",0.0100000000002183,TRUE
"827","FEMALE CALLER (31:50): He (Michael Jackson) is truly the soundtrack of my life. I also have a theory about Sarah Palin as well and I’m going to put it out there on radio, hopefully someone can investigate.",32,"put","it","out","there","on","is","are","a",0.0299999999997453,FALSE
"828","slightly familiar",2,NA,NA,NA,"slightly","familiar",NA,NA,NA,NA,FALSE
"829","The first thing that came to mind was this:",7,"thing","that","came","to","mind","the","be","a",0.0399999999999636,FALSE
"830","It was still quite cool out, especially on the shore of Lake Erie whose water temperature is still in the 40s. That didn’t stop the other beachcombers from wandering along the water’s edge looking for interesting looking rocks and beach glass.",7,"still","quite","cool","out","especially","of","the","with",0.0300000000002001,FALSE
"831","I'm inviting you into my living room this time. This is the corner media cabinet in all its almost ""bareness."" I know you've seen it several times, but I've decked it out differently.",27,"you've","seen","it","several","times","was","is","a",0.0399999999999636,FALSE
"832","""I like and respect Three Floyds’ work, as evidenced by my story in the Tribune this week. I stand by how I quoted Nick Floyd regarding Portland beer in the blog post that accompanied the story.""",4,NA,"i","like","and","respect","i","the","a",0.0199999999999818,FALSE
"833","We ask for the support of all who believe in the traditional values of Europe that the Hungarian Prime Minister fights for in the EU. We ask for your support as we are being attacked in the European Parliament and the leftist media for our moral stance in the face of moral relativism that the EU has forced upon us to destroy all of our European heritage. We need your signatures to ascertain that Europe reclaims its heritage and autonomy as “we all have an eminent need of spiritual and intellectual renewal”.",47,"media","for","our","moral","stance","the","a","and",0.0300000000002001,FALSE
"834","Of course I made a rule of not going near the actual balcony under any circumstance. No matter how big the bubbles were! Of course I kept a good eye on them to ensure they kept with the rules! There was never any problem. But they are good kids!",44,"there","was","never","any","problem","a","to","the",0.0299999999997453,FALSE
"835","Knowledge is not power but what is done with it",5,"knowledge","is","not","power","but","a","to","the",0.0199999999999818,FALSE
"836","The only thing I might change (but I love my journey and wouldn't REALLY change anything) is I would have learned about the term unschooling sooner, and maybe been introduced to authors like John Holt.",5,"the","only","thing","i","might","to","have","was",0.0300000000002001,FALSE
"837","HAPPY BIRTHDAY TO JAN MARIE today and many days to come! I was in Denver last summer and was able to meet this wonderful lady in PERSON! That was a real treat because you talk to people on a blog but to meet in person is really special. And by the way...Mike the shipping guy (her husband) is a one super fellow too. So my wish for today to Jan Marie is to have a day of happiness, laughter, relaxation, and so much fun you can't see straight!",7,"to","jan","marie","today","and","the","be","a",0,FALSE
"838","Live cricket match is what is prevailing in the 1996 cricket world cup dvd of plant material. They are also maintained for List A limited over games played domestically at the live cricket world cup and the 1996 cricket world cup dvd of crickets. Some food supplements like alfalfa, calcium supplements and raw vegetable scraps can also listen to it. You need to know the 1996 cricket world cup dvd a different light.",63,"to","it","you","need","to","to","the","was",0.0299999999997453,TRUE
"839","so what are you totally loving this week?",6,"what","are","you","totally","loving","are","can","have",0.0300000000002001,FALSE
"840","So how to deferentiate your consumer from the customer and what separates one success story from another... Simple;-.",5,"so","how","to","deferentiate","your","the","be","a",0.0199999999999818,FALSE
"841","“Amen, amen I say to you, the eighth day will be the day of great rejoicing and gladness, for Satan’s long reign of terror shall be finally over and My Son shall establish His glorious reign in your midst. Yes, creation will once again belong rightfully to Me, and persons shall live in accord with My holy and divine Will. Love shall be the law of the land as brother will assist brother, sister shall assist sister, and holiness, humility, simplicity and justice shall reign supreme. This shall be the new era. This shall constitute the new heavens and the new earth, and it shall only be in the light of My divine Truth that you shall begin to understand how ensnared the world, at this present time, truly is. It will only be after the victory has been won, that the collective eyes of humanity shall be opened wide for the first time, like a new-born babe, realizing that it is finally free of its tremendous burden of sin and death. For I Am Who Am and all of these things shall come to pass. So shall it be, for I Am the Lord” (2/6/12).",143,"been","won","that","the","collective","of","and","to",0.0299999999997453,FALSE
"842","It makes me think it may just be an interesting year.",6,"makes","me","think","it","may","was","is","a",0.0300000000002001,FALSE
"843","“I’m sorry, but the doctor won’t accept you as a patient then.”",9,"doctor","wont","accept","you","as","have","are","can",0.0300000000002001,FALSE
"844","After the concert, both Marcus and Sam manned the merchandise table. In between selling CDs and t-shirts, they signed autographs, posed for pictures, and gave hugs. I was one of the first in line to buy new music and get my CDs signed by both. Marcus took my ninja marker, but I figured he needed it more than I did! I got my picture with both and received a couple hugs as well. These guys are so friendly, genuine, and gracious to their fans. Before I walked away, both were adamant about saying, “thank you.” I wish them so much luck for future success.",16,"in","between","selling","cds","and","the","a","and",0.0199999999999818,TRUE
"845","Daft punk is playing at my house",2,NA,NA,NA,"daft","punk","punk","is",NA,0.00999999999976353,TRUE
"846","4. Pisces (Oberg) 1:26",3,NA,NA,"","pisces","oberg",NA,NA,NA,NA,FALSE
"847","It’s also particularly important in our physical practice, because it’s easy to “fake it” in certain poses. I find myself doing this more than I would like. I can cheat my leg a little higher in Utthita Hasta Padangusthasana, but if I am honest with myself and drop my hip in line with the other, the limitations of my hamstrings come into play and I have to work a lot harder. Being honest with your body and where you’re at safeguards you from injury. If you’re not strong enough in your core and shoulders to lower in chatturanga, practice with your knees on the floor until you build strength. Use props as tools to guide you deeper in your practice and support you.",109,"floor","until","you","build","strength","are","can","have",0.0300000000002001,FALSE
"848","I thought the cards were suppose to be blank with no sentiment---, but I now believe I ""thunk-ded"" wrong and so I might add a Hello sentiment on the front to round it out before I send it off. Sometimes my thinker is just not thinker-ing!",40,"i","send","it","off","sometimes","was","is","to",0.0199999999999818,FALSE
"849","Kerri says that's in case of swelling, and a full cast will go on for another five weeks after review.",3,NA,NA,"kerri","says","that's","that","'i'll","give",0.00999999999976353,FALSE
"850","It’s not necessarily that young Christians are apathetic, or less concerned about moral causes than their parents, or disillusioned after voting for Obama, say voters themselves and those attentive to their concerns.",4,NA,"its","not","necessarily","that","just","to","a",0.0199999999999818,FALSE
"851","You may have been wondering why I have not been so active here on my Blog. Well, I've had a lot going on in my life right now and a few projects as well.",5,"you","may","have","been","wondering","a","to","been",0.0300000000002001,FALSE
"852","to not let money stand in the way of their dreams.",8,"money","stand","in","the","way","of","the","and",0.0199999999999818,FALSE
"853","4. Samdong/Hyemi. Hyemi quotes Samdong's words to Baekhee after the big onstage ""dance of gliterry swans,"" and he overhears and is proud that Hyemi remembered what he said. Cue the adorable cheek-kiss.",29,"remembered","what","he","said","cue","was","the","is",0.0299999999997453,FALSE
"854","“The purposes of the First International Psychedelic Exposition are manifold. On one level we hope to give the general public a glimpse of the psychedelic world and the beautiful creations it has inspired. On another level we hope that open and forthright exposition of psychedelic phenomena by the people it has inspired will facilitate communication between those who are somewhat fearful of the mind expansion experience and those who have had the experience and found a method to present what they found most worthwhile, be it through music, art, visual techniques, or group events.” The catalog also promoted “a common drug available to anyone with $5.00 to spare – lysergic acid diethylamide”.",29,"psychedelic","world","and","the","beautiful","of","and","i",0.0300000000002001,FALSE
"855","We arrive home without further incident and it's the strangest sensation. We've twitched and sweated against the restrictions of curfew for two days, yet while we were out for the brief official break, we were jumpy and anxious to get back to the relative safety of our yard. Then, as soon as we're back, we fret, wanting to go out again. Especially as the pressure we're all under, freaked and forced into such close company with one another, means that tensions in the house simmer below the surface at all times, breaking out into frequent arguments that I have to try to mediate.",27,"days","yet","while","we","were","have","are","had",0.0300000000002001,FALSE
"856","But you're cryin', you're cryin' now.",4,NA,"but","you're","cryin'","you're","i","it","the",0.0199999999999818,FALSE
"857","rejected you",2,NA,NA,NA,"rejected","you","you",NA,NA,0.00999999999976353,TRUE
"858","Grilled Wild Salmon With Fennel, Leeks",2,NA,NA,NA,"grilled","wild","wild","salmon",NA,0,TRUE
"859","“He’s very good at winning balls from attacking players and he’s a good organizer in the back,” Silva said. “We’ve added a lot of vocal leadership at defense and that’s something that was very important to me.”",31,"at","defense","and","thats","something","the","i","a",0.0199999999999818,FALSE
"860","happy chance",2,NA,NA,NA,"happy","chance","with","the","for",0,FALSE
"861","We use some tools for background processing like: Resque, DelayedJob, Starling/Workling. Our Ruby on Rails developers prefer to use frameworks like RSpec, Cucumber using standard ROR tests with different plugins like Shoulda, factory_girl etc. All our programming code is accompanied with complete documentation and proper testing.",18,"on","rails","developers","prefer","to","the","to","my",0.0300000000002001,TRUE
"862","sydney's teacher's daughter hosts a fundraiser every year --",4,NA,"sydney's","teacher's","daughter","hosts","a","the","daughter",0.00999999999976353,FALSE
"863","One of the only parts I had to totally replace, was the three speed shifter switch and cable. I rounded up an unused piece on eBay for about $9.00. The cable was a few inches longer than what I needed, but it worked just fine. As you can see.. I added a little flair to the bike with some Electra flame grips that I had lying around.",45,"but","it","worked","just","fine","a","was","is",0.0199999999999818,FALSE
"864","Ground black pepper to taste",4,NA,"ground","black","pepper","to","and","currant","currants",0.0300000000002001,FALSE
"865","Victory Brewing Company Storm King Stout",5,"victory","brewing","company","storm","king","but","king","notified",0.0299999999997453,TRUE
"866","On September 11, 2002 I was walking through Ground Zero in New York City, where the Twin Towers had been attacked just a year ago by terrorists. As I was standing there watching people go through all those feeling and emotions of sadness, I discovered the style of photography that I love and feel passionate about–street photography.",33,"i","was","standing","there","watching","a","are","is",0.0199999999999818,FALSE
"867","but i will also have 2 days a week with THREE kids in school.",8,"also","have","","days","a","a","to","been",0.0100000000002183,TRUE
"868","Dry Dock Brewing Co. Alexander Nevesky Russian Imperial Stout",8,"co","alexander","nevesky","russian","imperial","imperial","nevesky","russian",0.0199999999999818,TRUE
"869","Brainstorm businesses and organization that might be interested in your book. What company or group would most benefit from your book?",7,"and","organization","that","might","be","the","i","was",0.0300000000002001,FALSE
"870","We played several games, one of our favorites is Headbanz, a funny game where you ask questions trying to figure what object/thing/animal is on your head...its really fun to play! Unfortunately didn't get a picture of Mom and Dad but we were all in on the game!",42,"and","dad","but","we","were","i","have","the",0,FALSE
"871","I was just about to tell him that I wasn't here for him when all of a sudden he did a face plant onto the curb. I heard his face hit and then I heard the group of people moan. Then I saw the look of horror on their faces as the poor guy stood up. I could see why the horrified look on their faces as he turned to look at me. His lip was cut and spurting blood, his eye was beginning to swell as if someone was blowing up a balloon and his forehead had so much blood leaking from a gash that it looked like a road map. He just sort of looked at me with this dazed and confused smile, turned and walked away.",31,"i","heard","his","face","hit","have","to","was",0.0299999999997453,FALSE
"872","Can you remember back to when you had babies to care for and how careful you were with their bedding? You'd make sure the sheets were clean and straight, you'd make the little bed several times a day and as soon as there was a wet sheet, into the washing machine it would go. You did those things, and more, because you knew how important that bed was to your baby. Well, I might be reverting to babyhood because I tend my bed as carefully as I would a cot or crib and I do it because sleep is important. Now let me declare my bias here up front. I LOVE my bed, always have, always will. I am a good sleeper. I'm rarely in bed more than ten minutes before I'm sound asleep. But I also do a lot of my thinking in bed in the cool dark hours of the morning and being in an uncomfortable bed would not be conducive to my sleeping or thinking. If I want to get the most out of every day, I need to sleep well.",41,"a","day","and","as","soon","i","the","as",0.0300000000002001,FALSE
"873","In her article, ‘Should the church connect with the Occupy movement?’, St. Francis of Assisi Pastoral Administrator Valerie Chapman, whom at least one local journalist erroneously identifies as “pastor” of the Southwest Portland parish, attempts to convince readers that Catholic Social Teaching tends to support the work(s) of Occupy Wall Street.",29,"journalist","erroneously","identifies","as","pastor","i","as","the",0.0299999999997453,FALSE
"874","I'm pretty happy with what I wrote for HOUND's sequel, though, and it seems to want my attention. I'm trying to fend it off, but being on query for HOUND makes me think about HOUND, which makes me think about what I could do with world and characters next.",44,"about","what","i","could","do","have","to","was",0.0199999999999818,FALSE
"875","Bertie eyed the entrails hungrily. “If you don’t want to, I could finish it off for you?” he offered gallantly, already starting to skulk forward. Reginald narrowed his eyes. Bertie waited. “All the same, Bertie, I need to eat it all,” Reginald sniffed delicately, turning his head away with mild distaste, ”however much it may pain me to consume the revolting morsels,” he added and then looked incredulously at the bare ground where the revolting morsels were no longer in evidence. “Thanks a lot Bertie!” he hissed. “You are such a liability. And a major pain in the scruff.“",70,"then","looked","incredulously","at","the","the","a","least",0.0300000000002001,TRUE
"876","So, after all that, you deserve a freebie.. But guess what, you're not getting just ANY freebie, you're getting a freebie with a chance to WIN!",14,"guess","what","you're","not","getting","to","a","just",0.0299999999997453,FALSE
"877","“I’m sorry my transporter was malfunctioning, alright what’s the big emergency?",11,"alright","whats","the","big","emergency","of","and","to",0.0300000000002001,FALSE
"878","Well look no further!",3,NA,NA,"well","look","no","at","to","like",0.0199999999999818,FALSE
"879","I am lucky, I get to look at beautiful objects every day in the museum, but I am envious of the people who got to live and work with these things. I am awestruck with how much detail objects like this elevator façade have. The museum’s own elevators have plain flat facades that neither distinguish or mask them.",41,"much","detail","objects","like","this","a","that","to",0.0300000000002001,FALSE
