"","origLine","partialLine","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"521","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","funky","produce","a","more","laid",NA,NA,NA
"522","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","without","produce","a","more","laid",NA,NA,NA
"523","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","ever","produce","a","more","laid",NA,NA,NA
"524","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","sounding","produce","a","more","laid",NA,NA,NA
"525","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","sloppy","produce","a","more","laid",NA,NA,NA
"526","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","helped","produce","a","more","laid",NA,NA,NA
"527","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","produce","produce","a","more","laid",NA,NA,NA
"528","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","a","produce","a","more","laid",NA,NA,NA
"529","On The Lovin’ People, he has the benefit of a good backing band consisting of Pretty Purdie on drums, Artie Butler on organ & piano, and Joe Mack and Bill Salter on bass. The band, who play both loose and funky without ever sounding sloppy, helped produce a more laid back vibe and Chandler sounds more relaxed than he did on the earlier album. He has some better songs on this one, too, such as the title cut warm, poppy number about...well, “Lovin’ People,” on which the presence of a chorus (made up on the spot of people who had gathered to provide assistance to a mothers’ help organization) also helps temper Chandler’s unfortunate tendency towards over-earnestness. “The Naked Fool” is about a relationship gone bad, which doesn’t have anything new to say but will have a few toes tapping. “Sold Out, No More Reservations” is an interesting number about a male groupie, and “Bound to Fly” has a nice soaring quality, and Chandler’s lyrics and delivery mesh well on it. If anything the problem here is that Chandler is sometimes eclipsed by his backing band—check “Behind Your Eyes” where the band goes off on some nice free jazz-psychedelic tangents while Chandler seems to be trying to channel Sammy Davis, Jr.","more","produce","a","more","laid",NA,NA,NA
"530","The St. Louis plant had to close. It would die of old age. Workers had been making cars there since the onset of mass automotive production in the 1920s.","the",NA,"the","st","louis",NA,NA,NA
"531","The St. Louis plant had to close. It would die of old age. Workers had been making cars there since the onset of mass automotive production in the 1920s.","st",NA,"the","st","louis",NA,NA,NA
"532","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","wsu's","the","potential","loss","of",NA,NA,NA
"533","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","plans","the","potential","loss","of",NA,NA,NA
"534","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","quickly","the","potential","loss","of",NA,NA,NA
"535","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","became","the","potential","loss","of",NA,NA,NA
"536","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","a","the","potential","loss","of",NA,NA,NA
"537","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","hot","the","potential","loss","of",NA,NA,NA
"538","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","topic","the","potential","loss","of",NA,NA,NA
"539","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","on","the","potential","loss","of",NA,NA,NA
"540","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","local","the","potential","loss","of",NA,NA,NA
"541","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","online","the","potential","loss","of",NA,NA,NA
"542","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","sites","the","potential","loss","of",NA,NA,NA
"543","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","though","the","potential","loss","of",NA,NA,NA
"544","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","most","the","potential","loss","of",NA,NA,NA
"545","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","people","the","potential","loss","of",NA,NA,NA
"546","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","applauded","the","potential","loss","of",NA,NA,NA
"547","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","plans","the","potential","loss","of",NA,NA,NA
"548","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","for","the","potential","loss","of",NA,NA,NA
"549","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","the","the","potential","loss","of",NA,NA,NA
"550","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","new","the","potential","loss","of",NA,NA,NA
"551","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","biomedical","the","potential","loss","of",NA,NA,NA
"552","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","center","the","potential","loss","of",NA,NA,NA
"553","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","many","the","potential","loss","of",NA,NA,NA
"554","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","deplored","the","potential","loss","of",NA,NA,NA
"555","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","the","the","potential","loss","of",NA,NA,NA
"556","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","potential","the","potential","loss","of",NA,NA,NA
"557","WSU's plans quickly became a hot topic on local online sites. Though most people applauded plans for the new biomedical center, many deplored the potential loss of the building.","loss","the","potential","loss","of",NA,NA,NA
"558","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","the","such","magnitude","was","too",NA,NA,NA
"559","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","absurdity","such","magnitude","was","too",NA,NA,NA
"560","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","of","such","magnitude","was","too",NA,NA,NA
"561","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","attempting","such","magnitude","was","too",NA,NA,NA
"562","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","to","such","magnitude","was","too",NA,NA,NA
"563","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","bottle","such","magnitude","was","too",NA,NA,NA
"564","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","up","such","magnitude","was","too",NA,NA,NA
"565","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","news","such","magnitude","was","too",NA,NA,NA
"566","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","of","such","magnitude","was","too",NA,NA,NA
"567","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","such","such","magnitude","was","too",NA,NA,NA
"568","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","magnitude","such","magnitude","was","too",NA,NA,NA
"569","""The absurdity of attempting to bottle up news of such magnitude was too apparent,"" he would later write.","was","such","magnitude","was","too",NA,NA,NA
"570","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","here","unlimited","number","of","recipients",NA,NA,NA
"571","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","is","unlimited","number","of","recipients",NA,NA,NA
"572","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","why","unlimited","number","of","recipients",NA,NA,NA
"573","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","wandry","unlimited","number","of","recipients",NA,NA,NA
"574","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","matters","unlimited","number","of","recipients",NA,NA,NA
"575","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","our","unlimited","number","of","recipients",NA,NA,NA
"576","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","current","unlimited","number","of","recipients",NA,NA,NA
"577","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","system","unlimited","number","of","recipients",NA,NA,NA
"578","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","imposes","unlimited","number","of","recipients",NA,NA,NA
"579","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","a","unlimited","number","of","recipients",NA,NA,NA
"580","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","gift","unlimited","number","of","recipients",NA,NA,NA
"581","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","tax","unlimited","number","of","recipients",NA,NA,NA
"582","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","of","unlimited","number","of","recipients",NA,NA,NA
"583","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","up","unlimited","number","of","recipients",NA,NA,NA
"584","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","to","unlimited","number","of","recipients",NA,NA,NA
"585","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","","unlimited","number","of","recipients",NA,NA,NA
"586","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","when","unlimited","number","of","recipients",NA,NA,NA
"587","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","taxpayers","unlimited","number","of","recipients",NA,NA,NA
"588","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","give","unlimited","number","of","recipients",NA,NA,NA
"589","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","assets","unlimited","number","of","recipients",NA,NA,NA
"590","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","away","unlimited","number","of","recipients",NA,NA,NA
"591","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","with","unlimited","number","of","recipients",NA,NA,NA
"592","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","exceptions","unlimited","number","of","recipients",NA,NA,NA
"593","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","individuals","unlimited","number","of","recipients",NA,NA,NA
"594","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","now","unlimited","number","of","recipients",NA,NA,NA
"595","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","get","unlimited","number","of","recipients",NA,NA,NA
"596","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","one","unlimited","number","of","recipients",NA,NA,NA
"597","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","","unlimited","number","of","recipients",NA,NA,NA
"598","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","million","unlimited","number","of","recipients",NA,NA,NA
"599","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","lifetime","unlimited","number","of","recipients",NA,NA,NA
"600","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","exemption","unlimited","number","of","recipients",NA,NA,NA
"601","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","and","unlimited","number","of","recipients",NA,NA,NA
"602","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","they","unlimited","number","of","recipients",NA,NA,NA
"603","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","can","unlimited","number","of","recipients",NA,NA,NA
"604","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","also","unlimited","number","of","recipients",NA,NA,NA
"605","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","give","unlimited","number","of","recipients",NA,NA,NA
"606","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","up","unlimited","number","of","recipients",NA,NA,NA
"607","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","to","unlimited","number","of","recipients",NA,NA,NA
"608","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","","unlimited","number","of","recipients",NA,NA,NA
"609","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","of","unlimited","number","of","recipients",NA,NA,NA
"610","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","assets","unlimited","number","of","recipients",NA,NA,NA
"611","Here is why Wandry matters. Our current system imposes a gift tax of up to 35% when taxpayers give assets away, with exceptions. Individuals now get one $5.12 million lifetime exemption, and they can also give up to $13,000 of assets a year to an unlimited number of recipients. (Next year the lifetime break is scheduled to drop to $1 million and the top rate to rise to 55%.)","a","unlimited","number","of","recipients",NA,NA,NA
