"","origLine","nMin4Word","nMin3Word","nMin2Word","nMin1Word","testWord","prediction","timeToPredict","Correct"
"4206","i am eating an egg sandwich while looking at the menu of the restaurant i'll be eating at tonight","the","restaurant","i'll","be","eating","done",0.769999999989523,FALSE
"4207","Preparing another large mural for remounting today. Pictures to follow soon.","another","large","mural","for","remounting","the",0.770000000004075,FALSE
"4208","Organizing is much more than cleaning. One is putting things where they belong, the other is knowing why they belong there.",NA,NA,"organizing","is","much","a",0.0399999999935972,FALSE
"4209","Tina Moore and the Just Us Trio tonight at 9:30. All ages, no cover - nothing but great music!","","nothing","but","great","music","day",0.75,FALSE
"4210","I love my neighborhood.",NA,NA,"i","love","my","you",0.0600000000122236,FALSE
"4211","U ever get tired of hearing the radio... then start listening to the cds u have, & realize.. u got your cd on repeat just like the radio?","to","the","cds","u","have","u",0.769999999989523,FALSE
"4212","#WordsYouWillNeverHearMeSay Obama rocks!",NA,NA,"wordsyouwillneverhearmesay","obama","rocks","administration",0.0299999999988358,FALSE
"4213","when and where is your next show?","where","is","your","next","show","one",0.0500000000029104,FALSE
"4214","yes, that is a reference to section 5K1.1 of the federal sentencing guildelines, allows downward departure from typcl jail term","sentencing","guildelines","allows","downward","departure","make",0.75,FALSE
"4215","ha! That's hilarious.",NA,NA,"ha","that's","hilarious","a",0.0500000000029104,FALSE
"4216","come back here! I wanna babysit baby Mariam!",NA,NA,NA,"come","back","to",0.0299999999988358,FALSE
"4217","Ima Go Sleep (:",NA,NA,"ima","go","sleep","to",0.149999999994179,FALSE
"4218","any sub category suggestions? #sex being the topic?","suggestions","sex","being","the","topic","dissension",0.780000000013388,FALSE
"4219","#nms30 something fun for every little American History learner! www.historyglobe.com/jamestown/","every","little","american","history","learner","of",0.629999999990105,FALSE
"4220","RT :David Ferriero wants all of the enormous National Archives digitally available. If it's not digital it doesn't exist.",NA,NA,"rt","david","ferriero","apologized",0.139999999999418,FALSE
"4221","thanks for following. What caught ur interest in my profile? Your music site sounds promising.","ur","interest","in","my","profile","life",0.639999999999418,FALSE
"4222","One aims to achieve complete self-forgetfulness, while at the same time developing complete “mindfulness” of the character....",NA,"one","aims","to","achieve","gradually",0.169999999998254,FALSE
"4223","Streeter on drop in draft: “I’m extremely hungry. I kind of felt like a lot of people didn’t believe in me even though I believe in myself.""","i","kind","of","felt","like","deleted",1.24000000000524,FALSE
"4224","If love isnt a sport, then why are there so many players.? <\3","isnt","a","sport","then","why","i",0.790000000008149,FALSE
"4225","having an allergic reaction to one's own perfume is not fun.","an","allergic","reaction","to","one's","it",0.819999999992433,FALSE
"4226","Love, love will keep us together....*breaks record* FUCKING LIES! IF IT WAS TRUE MARIO WOULD BEG ME TO RETURN!","was","true","mario","would","beg","be",0.779999999998836,FALSE
"4227","haha!!been up since 4:30 with the birds chirping outside. Lol!!!","hahabeen","up","since","","with","No prediction for this word list yet",0.720000000001164,FALSE
"4228","About to shower...roll up..then go to sleep. One",NA,NA,"about","to","showerroll","be",0.149999999994179,FALSE
"4229","You should be able to restore all the photos from a backup in iTunes","you","should","be","able","to","to",0.0500000000029104,TRUE
"4230","My favorite part of that meeting, is Pres. Bush's fantastic purple socks",NA,NA,NA,"my","favorite","life",0.0199999999895226,FALSE
"4231","I follow you. Would you follow me? Thanks. Much love. Dr. Spanish","would","you","follow","me","thanks","please",0.0599999999976717,FALSE
"4232","Thomas Alva Edison~ Just because something doesnt do what you planned it to do doesnt mean its useless.","to","do","doesnt","mean","its","i",0.75,FALSE
"4233","Santorum pulled out leaving his mark on the back end of the republican side of the race","leaving","his","mark","on","the","the",0.740000000005239,TRUE
"4234","Juiced lemons. Simmered w simple syrup n rosemary. Freezing it and flaking w a fork every hour. Adding to champagne bar on Easter.","w","a","fork","every","hour","day",0.75,FALSE
"4235","Some of our friends R pathological liars & snakes we could smell venom on their breath and their words are phonier then cubic zirconias","friends","r","pathological","liars","","in",0.75,FALSE
"4236","Funny presentation for Colin Firth since he probably hates Margaret Thatcher just like every other Brit.",NA,NA,"funny","presentation","for","to",0.169999999998254,FALSE
"4237","sorry ignore the random hash tag lol but still congrats that's great !","but","still","congrats","that's","great","a",0.970000000001164,FALSE
"4238","LETS GO #KINGS GO KINGS GO","lets","go","kings","go","kings","out",0.760000000009313,FALSE
"4239","I hate biology.",NA,NA,"i","hate","biology","when",0.0500000000029104,FALSE
"4240","enthusiastic teachers were the bane of my childhood existence...",NA,"enthusiastic","teachers","were","the","placed",0.0599999999976717,FALSE
"4241","I know, right? I really liked Rachel's English accent... :-)",NA,NA,"i","know","right","i",0.150000000008731,FALSE
"4242","It is true! You do good things. Always have. Now you get to do even more! THAT is wonderful and appropriate and deserved.",NA,"it","is","true","you","that",0.069999999992433,FALSE
"4243","Hahahahahaha so close I did this one.... 💑",NA,"hahahahahaha","so","close","i","to",0.0599999999976717,FALSE
"4244","#IThankGod for my family and friends:)","ithankgod","for","my","family","and","and",0.720000000001164,TRUE
"4245","Congrats to : WCHA reg season champs! One more win or Minn loss gives UW outright title. #Badgers home next wknd to host OSU","uw","outright","title","badgers","home","anyway",0.729999999995925,FALSE
"4246","Proud Momma Alert: My 6th grade son won the school-wide (K-8) science fair! Goes to school district regionals this Friday!","son","won","the","schoolwide","k","No prediction for this word list yet",0.770000000004075,FALSE
"4247","I can't sweat it cause I know I'm going to work this out","can't","sweat","it","cause","i","i",0.789999999993597,TRUE
"4248","okay 😊 we found a lot on the beach","found","a","lot","on","the","a",0.0599999999976717,FALSE
"4249","QA - Algorythmic vs aesthetic dataviz: equally subjective? Both predicated on statistics, q of objects vs patterns",NA,"qa","","algorythmic","vs","No prediction for this word list yet",0.0599999999976717,FALSE
"4250","Interdependency follows independence. -Stephen Covey","interdependency","follows","independence","stephen","covey","headley",0.770000000004075,FALSE
"4251","Sure-- but then what's the point of the various ""time windows"" for elites? If you have ""A"" available why not confirm me?","sure","but","then","what's","the","your",0.809999999997672,FALSE
"4252","Hahahahhahahahahahahahahhaha RT : Can you still experiment in your thirty's?",NA,NA,"hahahahhahahahahahahahahhaha","rt","","if",0.0500000000029104,FALSE
"4253","Look forward,not back.Focus on the future not the past❤","the","future","not","the","past","point",1.88999999999942,FALSE
"4254","I have many mornings like that Some days more dead than others some more confused, some more stupid, some just lost altogether","i","have","many","mornings","like","that",0.75,FALSE
"4255","yup, I feel ZERO responsibility for YOUR trauma. I finally get to point & laugh.",NA,"yup","i","feel","zero","like",0.169999999998254,FALSE
"4256","Undersea cable bill gets 1 last chance in Senate","cable","bill","gets","","last","No prediction for this word list yet",0.779999999998836,FALSE
"4257","i make money money make money money ayy",NA,NA,"i","make","money","a",0.0599999999976717,FALSE
"4258","yeah and ain't missed nothing smh","and","ain't","missed","nothing","smh","is",0.880000000004657,FALSE
"4259","are they beefing over sports? i am late.","beefing","over","sports","i","am","love",0.75,FALSE
"4260","Malaysia mosque a source of hope for heroin addicts - Chicago Tribune",NA,NA,NA,"malaysia","mosque","and",0.0200000000040745,FALSE
"4261","Any of your friends need some new music?Tell them to check us out on Spotify. It's free and awesome!","friends","need","some","new","musictell","music",0.860000000000582,FALSE
"4262","dude i'm freakiing out! idk how to do it onmy own! :'(","how","to","do","it","onmy","again",0.0599999999976717,FALSE
"4263","Huge congratulations to new law graduates, and remember to thank your mother!","law","graduates","and","remember","to","or",0.75,FALSE
"4264","Simple little kind of free",NA,"simple","little","kind","of","of",0.0800000000017462,TRUE
"4265","Ready to go -____-",NA,NA,NA,"ready","to","to",0,TRUE
"4266","ive been with the family","ive","been","with","the","family","city",0.790000000008149,FALSE
"4267","he better watch out I might eat his too.","he","better","watch","out","i","forits",0.769999999989523,FALSE
"4268","look forward to your #SocialMedia tweets!",NA,NA,"look","forward","to","to",0.0500000000029104,TRUE
"4269","oh I know... But I don't mean like that. She works at a television station here. She's adorable and it's a boy!",NA,NA,NA,"oh","i","i",0.139999999999418,TRUE
"4270","make it crack then nigga!! (at least tweet sum pg dead dan a mf lol)","make","it","crack","then","nigga","i",0.619999999995343,FALSE
"4271","Told to stray away from what I am, said the world would never take it. Design a mold for me to fit and watch me break it.","mold","for","me","to","fit","deal",0.190000000002328,FALSE
"4272","Looks like Astros want to be like Larussa & cards!","astros","want","to","be","like","a",0.0599999999976717,FALSE
"4273","holy shit ya someone DMd me some pics and crazy shit u I had a feeling u didn't send it",NA,NA,NA,"holy","shit","fucking",0.0200000000040745,FALSE
"4274","RNWK down 7.5% on news of my departure (perhaps slightly influenced by earnings release).","","on","news","of","my","the",0.789999999993597,FALSE
"4275","I'm up even though I know my body is gonna feel the lack of sleep I should be getting later.","though","i","know","my","body","hero",0.0599999999976717,FALSE
"4276","it's not just him. the team can pull it off!","him","the","team","can","pull","be",0.809999999997672,FALSE
"4277","In Cabo enjoying the sun, sand and surf! Went to #SammysBirthdayBash last night at the #CaboWabo and survived the craziness!","the","cabowabo","and","survived","the","his",0.779999999998836,FALSE
"4278","just wanted to be the first say welcome to New York.. Can't wait to see you on Saturday. <3 bri",NA,NA,"just","wanted","to","to",0.0500000000029104,TRUE
"4279","ur eyes,ur eyes, I can see in ur eyes, ur eyes, u make me wanna die, I'll never b good enough,&everything you love will burn up in the light","die","i'll","never","b","good","word",0.779999999998836,FALSE
"4280","#FF Back at ya!",NA,"ff","back","at","ya","you",0.0800000000017462,FALSE
"4281","Then you clearly didn't read my AWP online diary posts.","read","my","awp","online","diary","planner",0.75,FALSE
"4282","my heart is yours ♥",NA,NA,"my","heart","is","girl",0.0599999999976717,FALSE
"4283","Whoah what?! Sorry that was just odd cause I never see anyone with their name spelled like mine...0.0","sorry","that","was","just","odd","broadcasting",0.0599999999976717,FALSE
"4284","for avoiding me",NA,NA,"for","avoiding","me","false",0.14000000001397,FALSE
"4285","From a vision last night, Jesus is coming, His kingdom is so real, seek Jesus! all that matters is to seek Jesus today.","matters","is","to","seek","jesus","be",0.969999999986612,FALSE
"4286","Stop counting pages and start counting meaningful user experiences?","counting","pages","and","start","counting","watching",0.810000000012224,FALSE
"4287","that was my fav one",NA,"that","was","my","fav","teacher",0.069999999992433,FALSE
"4288","Gonna mob either Irish or Madonna, hit me up if u wonna get ur fitness on","hit","me","up","if","u","said",1.08000000000175,FALSE
"4289","I can just pick you up there if you want...do you have your phone? It's easier to text you","wantdo","you","have","your","phone","review",0.0599999999976717,FALSE
"4290","Microsoft: Google Worried About Bing","microsoft","google","worried","about","bing","for",0.760000000009313,FALSE
"4291","Ready for Yelper Party!",NA,"ready","for","yelper","party","No prediction for this word list yet",0.069999999992433,FALSE
"4292","painful but I bet you laughed! Paul has quite the gift of wit.","has","quite","the","gift","of","the",0.710000000006403,FALSE
"4293","I am so crazy about all the characters in that book! I slowed down to a snail's pace at the end bc I was so sad to finish it. Enjoy!","at","the","end","bc","i","of",1.40999999998894,FALSE
"4294","no problem!",NA,NA,NA,"no","problem","one",0.0200000000040745,FALSE
"4295","Loving new Maroon 5! can do no wrong in my eyes! Ps thanks for making a good ol' fashion pop song minus the fist pump beats!","loving","new","maroon","","can","No prediction for this word list yet",0.779999999998836,FALSE
"4296","where is out here in fl? and hit me up when i come to town well do a throw back swisha for back in the day","up","when","i","come","to","on",1,FALSE
"4297","I think a lot of people, readers included, appreciate the people who only blog when they have something worthwhile","only","blog","when","they","have","are",1.13999999999942,FALSE
"4298","lol that counts:)",NA,NA,"lol","that","counts","sucks",0.0599999999976717,FALSE
"4299","i think hes just been there so long they dont care. I first heard that in the late 90's when interned at local FOX station","i","first","heard","that","in","it",1.99000000000524,FALSE
"4300","hey whats up?",NA,NA,"hey","whats","up","up",0.0299999999988358,TRUE
"4301","It was nice coming home from work and see the standings flags flying at Wrigley - Phillies in the basement! Let's go","the","standings","flags","flying","at","home",1.38999999999942,FALSE
"4302","Talk to me, world!",NA,NA,NA,"talk","to","about",0.0299999999988358,FALSE
"4303","#20ThingsAboutMe I have two adopted sisters. I want to be a cosmetologist. I'm actually stronger than I look.","want","to","be","a","cosmetologist","call",0.150000000008731,FALSE
"4304","RT “: Twice, Butler has been outexecuted on inbounds plays. One of the angriest timeouts you'll see from Brad Stevens.""","butler","has","been","outexecuted","on","No prediction for this word list yet",0.649999999994179,FALSE
"4305","Chilling in the studio! (:",NA,NA,NA,"chilling","in","No prediction for this word list yet",0.00999999999476131,FALSE
"4306","Looking back, i really didn't even like you before like november of 2011...","even","like","you","before","like","set",0.950000000011642,FALSE
"4307","RT if u like valentine's day",NA,NA,"rt","if","u","the",0.179999999993015,FALSE
"4308","The movie was cool last night but what's with these kids not saying excuse me. They just look at you and keep on gettin up. #Grateful TY Mom","and","keep","on","gettin","up","pumped",0.669999999998254,FALSE
"4309","YEAH JERSEY SHORE YEAH...yes that is tweet-worthy",NA,"yeah","jersey","shore","yeahyes","and",0.19999999999709,FALSE
"4310","I'm just tired of us stupid poor folk (that would be you, the GOP) continuously voting for these cronies.","that","would","be","you","the","surely",5.56000000001222,FALSE
"4311","Act like a gentleman and you'll attract a lady. Act like douchebag and you'll attract nobody.",NA,NA,NA,"act","like","of",0.120000000009895,FALSE
"4312","Biebet wtf? What would Usher say?","biebet","wtf","what","would","usher","it",0.799999999988358,FALSE
"4313","THANKS HEAVENLY FATHER TO SEE ANOTHER DAY!",NA,NA,NA,"thanks","heavenly","for",0.0299999999988358,FALSE
"4314","I'm trying to get off early today...what time do u get off work?","trying","to","get","off","early","out",1.30000000000291,FALSE
"4315","Sunburn Myths Stripped Bare: Darker skin doesn't fry, so feel free to bag on the sunscreen. Not so fast...","myths","stripped","bare","darker","skin","tinted",0.760000000009313,FALSE
"4316","who doesn't want to get to the juicy bits and all that bondage and sex! Don't we all wish we were Anastasia!","all","wish","we","were","anastasia","just",1.2899999999936,FALSE
"4317","Really inspired by the books(reading K2 now). Heading to Everest BC in April. Any chance you will be up there? Eric","really","inspired","by","the","booksreading","ecofriendly",0.0599999999976717,FALSE
"4318","say it isn't so, a break from Twitter?! Welcome back. :-)",NA,NA,"say","it","isn't","wasn't",0.190000000002328,FALSE
"4319","so funny!!",NA,NA,NA,"so","funny","much",0.0299999999988358,FALSE
"4320","Sucker Punch cost $82M to make & grossed $19M last weekend. Diary Of Wimpy Kid 2 cost $21M to make & grossed $23.8M last weekend! Go Wimpy!","punch","cost","m","to","make","the",0.729999999995925,FALSE
"4321","Awesome. Thanks! I would love more infomation.","i","would","love","more","infomation","to",1.30000000000291,FALSE
"4322","What a shame we all became such fragile, broken things.","all","became","such","fragile","broken","submissive",0.809999999997672,FALSE
"4323","that makes a ton of sense!",NA,NA,"that","makes","a","a",0.149999999994179,TRUE
"4324","Cautionary tale: She went to Central America for 2 mos w tons of books on her Kindle. Kindle not working.","mos","w","tons","of","books","casual",0.720000000001164,FALSE
"4325","SRSLY THO. I die every single time I watch this show.",NA,NA,"srsly","tho","i","lmao",0.160000000003492,FALSE
"4326","I have a flat tire on my scooter!!","flat","tire","on","my","scooter","way",0.75,FALSE
"4327","High Fuel Costs Having Consumers Looking to Buy More Fuel Efficient Vehicles - MarketWatch (press release)","high","fuel","costs","having","consumers","a",0.720000000001164,FALSE
"4328","rumors abounding that Daniel Day-Lewis is going to play General Zod...hopefully it's true!","that","daniel","daylewis","is","going","a",0.899999999994179,FALSE
"4329","THIS. “: You can dream about it or you can go out and make it happen.”","out","and","make","it","happen","better",0.0700000000069849,FALSE
"4330","Fall out boy playing at work? Shit just got angsty","out","boy","playing","at","work","my",0.839999999996508,FALSE
"4331","It's a beautiful day!!",NA,NA,"it's","a","beautiful","wonderful",0.0500000000029104,FALSE
"4332","MLS is a joke. Premier league is where its at and real madrid will do ok but won't be the same without Ronaldo","madrid","will","do","ok","but","i",0.889999999999418,FALSE
"4333","#NFL schedules are out after draft?",NA,NA,"nfl","schedules","are","at",0.0400000000081491,FALSE
"4334","If you get upset over people who unfollow you, maybe you should take every unfollow as saving a life from the stupidity you spew.","life","from","the","stupidity","you","No prediction for this word list yet",0.679999999993015,FALSE
"4335","Bitch I'm high of life","bitch","i'm","high","of","life","the",0.69999999999709,FALSE
"4336","Thanks for the retweet!",NA,"thanks","for","the","retweet","follow",0.150000000008731,FALSE
"4337","I really hate my life right now! I swear I can't truth any one AT ALL! I'm done. Plus my phone is completly destroyed! O m g","plus","my","phone","is","completly","for",0.769999999989523,FALSE
"4338","and he went to Inglewood in 06","and","he","went","to","inglewood","sleep",0.0599999999976717,FALSE
"4339","#edutweet what are the best educational uses for twitter? Live staff dev using book Digital Tools for Teaching","dev","using","book","digital","tools","tools",0.720000000001164,TRUE
"4340","Smiles are like band-aids they cover up the pain but it still hurts.","like","bandaids","they","cover","up","the",0.779999999998836,FALSE
"4341","The wisdom of the wise and the experience of the ages are perpetuated by quotations.",NA,"the","wisdom","of","the","the",0.0500000000029104,TRUE
"4342","You can withstand surgery with hypnosis and no anesthesia! @","surgery","with","hypnosis","and","no","the",0.730000000010477,FALSE
"4343","lmfao!!!!! You outta control #Bestie!! I got a dinner/movie date for Friday nite:-) you know ill tell u all about it.","dinnermovie","date","for","friday","nite","afternoon",0.739999999990687,FALSE
"4344","Apparently sleep is so over-rated that my body doesn't think I need to bother with it...",NA,NA,"apparently","sleep","is","and",0.0299999999988358,FALSE
"4345","talking to mommy!!!",NA,NA,"talking","to","mommy","this",0.0599999999976717,FALSE
"4346","Why hello LONGEST DAY EVER. I'd like to be done with you now.",NA,NA,"why","hello","longest","snowstorm",0.139999999999418,FALSE
"4347","Watch TWIST Live and our CEO, ask for advice from and","watch","twist","live","and","our","work",0.780000000013388,FALSE
"4348","Merriest of Christmases Tweets! Enjoy every minute of it!",NA,NA,NA,"merriest","of","No prediction for this word list yet",0,FALSE
"4349","Alright, W. Wager. I don't know who you are or how you got on my exam list, but I will take your advice in *Enough Is as Good as a Feast.*","wager","i","don't","know","who","whether",0.0799999999871943,FALSE
"4350","Perfect golf weather.",NA,NA,"perfect","golf","weather","but",0.0300000000133878,FALSE
"4351","correct, patent pending will probably sell a shit ton of records. but maybe someone awesome just saw doe eye & wants to sign her? or be her?","of","records","but","maybe","someone","i",0.819999999992433,FALSE
"4352","Thanks. I am. So how you doin'?","i","am","so","how","you","excited",2.75,FALSE
"4353","I would've never gotten that - Enjoy the concert",NA,"i","would've","never","gotten","thought",0.0599999999976717,FALSE
"4354","thank you :)",NA,NA,NA,"thank","you","you",0.0299999999988358,TRUE
"4355","WHOA!!!!! National caramel popcorn day-Drinks are on me!! Let's light this candle...u guys rok!","on","me","let's","light","this","up",0.75,FALSE
"4356","beer beer and more beer","beer","beer","and","more","beer","at",0.919999999998254,FALSE
"4357","We started watching The Sitter with Jonah Hill and I had to walk away it was so horrible","started","watching","the","sitter","with","No prediction for this word list yet",0.690000000002328,FALSE
"4358","We are super-grateful for our Cavalcade sponsors!","we","are","supergrateful","for","our","greater",1.16999999999825,FALSE
"4359","Being able to skype with family members.","being","able","to","skype","with","do",1.20000000001164,FALSE
"4360","Social Media--the second section--underway.",NA,NA,"social","mediathe","second","No prediction for this word list yet",0.0399999999935972,FALSE
"4361","thank you! We will get them added today!",NA,NA,NA,"thank","you","you",0.119999999995343,TRUE
"4362","By shirt do you mean ""glass of wine"" in place of where a shirt would be?","by","shirt","do","you","mean","have",0.770000000004075,FALSE
"4363","My strength in this music buiz is writing..you put me in Tennessee for a week or 2 I promise I'll write a hit country song!!!",NA,"my","strength","in","this","numbers",0.19999999999709,FALSE
"4364","thanks Bill!! Feeling better????",NA,"thanks","bill","feeling","better","i",0.0599999999976717,FALSE
"4365","HOW YA DOIN HARRY???",NA,NA,NA,"how","ya","to",0.0200000000040745,FALSE
"4366","Nice to see PHD trending.",NA,NA,NA,"nice","to","to",0.119999999995343,TRUE
"4367","but I still own Redbox",NA,NA,NA,"but","i","i",0.0300000000133878,TRUE
"4368","Finally upgraded to the iPhone 4S. So far so good. Stoked for Florida next month. Hope you are too","stoked","for","florida","next","month","week",0.769999999989523,FALSE
"4369","how's the #annualwarehousesale going ?",NA,NA,"how's","the","annualwarehousesale","best",0.169999999998254,FALSE
"4370","RT If you downloaded that new Shawn K mixtape. :)",NA,"rt","if","you","downloaded","want",0.0900000000110595,FALSE
"4371","Of course you love your mother everyday and not just one day a year.","mother","everyday","and","not","just","listening",0.860000000000582,FALSE
"4372","the background section on 'what is SM?' would be a good place to pt in print some stats and history we should prolly have collected already","we","should","prolly","have","collected","some",1.95999999999185,FALSE
"4373","I need a chill day.",NA,"i","need","a","chill","mini",0.0599999999976717,FALSE
"4374","Feral children, an abandoned lodge, having to see things from the murderer's point of view - adds up to a great read. Nightwoods by Frazier",NA,NA,NA,"feral","children","No prediction for this word list yet",0,FALSE
"4375","Welcome MS to the Linux community. You coy thing. Your CEO says no, but your eyes say yes.","no","but","your","eyes","say","where",0.770000000004075,FALSE
"4376","Guess that 49 year old Jamie Moyer experiment DIDN'T work",NA,NA,"guess","that","","explains",0.0399999999935972,FALSE
"4377","were rocking our I <3 One Direction sweat shirts today!!!!! :)","our","i","","one","direction","of",0.740000000005239,FALSE
"4378","Thank you 4 being a positive role model for kids. How involved with eMVe clothing will you be?","","being","a","positive","role","note",0.759999999994761,FALSE
"4379","RIP Kyle my love. You're free now.","rip","kyle","my","love","you're","out",0.660000000003492,FALSE
"4380","thank you so much for the shout outs<3 it really means a lot!",NA,"thank","you","so","much","much",0.150000000008731,TRUE
"4381","I love my bestfriend! She swears she'll pay half for a plane ticket but i just cant let her do that!","love","my","bestfriend","she","swears","was",0.610000000000582,FALSE
"4382","Never use the slang ""sitch"" and ""deets"" in the same sentence. I did once & it was bad. Really bad.","the","same","sentence","i","did","will",1.32999999998719,FALSE
"4383","always good advice!",NA,NA,NA,"always","good","be",0.0200000000040745,FALSE
"4384","How come my daughter got all her toys in my bed","her","toys","in","my","bed","life",0.779999999998836,FALSE
"4385","Nobody said it would be easy, but I didn't know it would be so hard.","but","i","didn't","know","it","was",0.190000000002328,FALSE
"4386","It's ABSURD... It's INSANE... It's Super Committee!!!","absurd","it's","insane","it's","super","not",0.779999999998836,FALSE
"4387","your a funny kid but um",NA,NA,"your","a","funny","great",0.0400000000081491,FALSE
"4388","Jesusspotting: at the bus station on the corner of Santa Monica blvd and Crescent Heights.","corner","of","santa","monica","blvd","No prediction for this word list yet",0.720000000001164,FALSE
"4389","VOTING has ended... thanks to everyone who voted...looks like we missed 1st place by a few votes...so close!!!","votedlooks","like","we","missed","st","first",0.659999999988941,FALSE
"4390","love your wallpaper!",NA,NA,"love","your","wallpaper","stuff",0.169999999998254,FALSE
"4391","Love when an oblivious Asian girl almost runs into me in the parking lot then I follow her home bc she lives in my complex.","into","me","in","the","parking","hall",0.0600000000122236,FALSE
"4392","Starting to gather assessment data on Emory's own instances of WordPress and Omeka. Surveying instructors and researchers.","own","instances","of","wordpress","and","what",0.799999999988358,FALSE
"4393","i did",NA,NA,NA,"i","did","love",0.0299999999988358,FALSE
"4394","Oh, and you two have iP, right? Do you know of a good document scanner? I can't find real scanner cord!","good","document","scanner","i","can't","love",0.780000000013388,FALSE
"4395","YAY!!! Thanks Sam, hope you love it.","sam","hope","you","love","it","me",0.719999999986612,FALSE
"4396","MusicalStop.com The one stop shop for All Indie Artists! ! !",NA,NA,"musicalstopcom","the","one","best",0.0500000000029104,FALSE
"4397","I was going to ask about your trip, now no need :-)","your","trip","now","no","need","michelson",0.80000000000291,FALSE
"4398","I seem to be having Twitter hiccups.",NA,"i","seem","to","be","spend",0.0399999999935972,FALSE
"4399","Good thing I took a shower last night. I am way too lazy to take one right now.",NA,"good","thing","i","took","have",0.0800000000017462,FALSE
"4400","Throat is killin me, bit by bit.","is","killin","me","bit","by","of",0.779999999998836,FALSE
"4401","With every bad experience comes a learning opportunity to better prepare you when the same situation comes back around. Live & learn.","when","the","same","situation","comes","and",0.720000000001164,FALSE
"4402","Totally didn't realize it was about a tranny until it was too late.","a","tranny","until","it","was","is",0.740000000005239,FALSE
"4403","(BREAKING NEWS) Reports say the Angels have agreed to terms with Albert Pujols for 10 years $250 Million","say","the","angels","have","agreed","a",0.759999999994761,FALSE
"4404","#WhatIMissMost is a job.",NA,"whatimissmost","is","a","job","must",0.0800000000017462,FALSE
"4405","Couples jeggings! Brilliant!",NA,NA,"couples","jeggings","brilliant","No prediction for this word list yet",0.0500000000029104,FALSE
"4406","Watching Joseph at #actorsplayhouse. Great show! Go La!","watching","joseph","at","actorsplayhouse","great","No prediction for this word list yet",0.69999999999709,FALSE
"4407","Tyga - Faded feat Lil Wayne: via",NA,NA,"tyga","","faded","No prediction for this word list yet",0.0100000000093132,FALSE
"4408","Such a beautiful day out and TGIF! Come kickoff your weekend at the bar and try some of our new craft beers for Happy Hour!","a","beautiful","day","out","and","it",1.04999999998836,FALSE
"4409","LOL! Lets talk about your visit to LA. We should make a photo shoot happen :)","la","we","should","make","a","a",0.770000000004075,TRUE
"4410","send me beats fam",NA,"send","me","beats","fam","playbetter",0.0800000000017462,FALSE
"4411","27 Million trees a year are destroyed to support our paper towel addiction. Clean up your spills with cotton kitchen towels or old clothes.","support","our","paper","towel","addiction","was",0.729999999995925,FALSE
"4412","in house booty....forever and ever and ever and ever!! Outside of that, I don't know.",NA,NA,NA,"in","house","the",0.139999999999418,FALSE
"4413","My moms so annoying!",NA,NA,"my","moms","so","so",0.0599999999976717,TRUE
"4414","As a child my family's menu consisted of two choices: take it or leave it.","two","choices","take","it","or","though",0.780000000013388,FALSE
"4415","i am going to dream in XML tonight. ugh.",NA,NA,NA,"i","am","love",0.0399999999935972,FALSE
"4416","The #Oscars are this Sunday night. Use #BestDressed to tell ABC's Red Carpet host who you think looks best. Follow Nina Garcia!","use","bestdressed","to","tell","abc's","you",0.809999999997672,FALSE
"4417","Jean Shinoda Bolen tonight at #womenofwisdom :: blessed with 2nd half of life, make meaning, have fun, choose",NA,NA,"jean","shinoda","bolen","No prediction for this word list yet",0.0299999999988358,FALSE
"4418","Do they still make great pizza?","they","still","make","great","pizza","coffee",1.16999999999825,FALSE
"4419","Someone favorited my tweet from 62 days ago o_O",NA,NA,NA,"someone","favorited","who",0.0299999999988358,FALSE
"4420","It just occurred to me that the only real reason I came home was to use the bathroom. Do you do this? Is this silly or smart?",NA,"it","just","occurred","to","to",0.190000000002328,TRUE
"4421","RT : Win Tickets to Earth, Wind & Fire ! RT I want to see the Music Legends Earth, Wind & Fire! Winner will be chosen today!","rt","","win","tickets","to","to",0.75,TRUE
"4422","My heart just got an extremely sour feeling","heart","just","got","an","extremely","opportunity",0.660000000003492,FALSE
"4423","Well now I want to try it. I'll have to get on that.","have","to","get","on","that","my",0.169999999998254,FALSE
"4424","Going in again at Barcito.",NA,NA,"going","in","again","he",0.0599999999976717,FALSE
"4425","Thanks Sis! I can't wait to see your film - I know it's going to be epic!","sis","i","can't","wait","to","till",0.0599999999976717,FALSE
"4426","Love to help with Let's meet!",NA,NA,NA,"love","to","you",0.0300000000133878,FALSE
"4427","All of us here at Penn Fixture would like to wish all of you a safe and happy Turkey day!","fixture","would","like","to","wish","discuss",0.179999999993015,FALSE
"4428","@#ib8 Proud of my daughter, Sadie, talking about non verbal facial expressions of the 7th grade at Ignite#8! Thanks to","my","daughter","sadie","talking","about","about",0.649999999994179,TRUE
"4429","No Sh#t Sherlock! Nice empty slogan, but I bet he doesn't have a clue how to make it happen!","he","doesn't","have","a","clue","to",1.03000000001339,FALSE
"4430","same so you txt me 9526083","same","so","you","txt","me","me",0.709999999991851,TRUE
"4431","definitely pass interferance if i ever saw it!!","if","i","ever","saw","it","leslie",0.720000000001164,FALSE
"4432","It's funny how so many guys/girls wished they had something real you got it but don't appreciate it!","something","real","you","got","it","to",0.729999999995925,FALSE
"4433","Tonight's episode feat. Exec. Chef Michael Farrell of & BISTREAUX at the , who will talk about FQ Wine Fest.","will","talk","about","fq","wine","it",1.05000000000291,FALSE
